y1_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI,Year
AR,9,CT,Connecticut,128,255,10772,2017
AR,16,ID,Idaho,123,296,5072,2017
AR,46,SD,South Dakota,110,237,6686,2017
AR,30,MT,Montana,104,231,5364,2017
AR,54,WV,West Virginia,99,217,5149,2017
AR,11,DC,District Of Columbia,53,75,4456,2017
AR,23,ME,Maine,45,92,2551,2017
AR,33,NH,New Hampshire,44,91,4116,2017
AR,44,RI,Rhode Island,38,78,2843,2017
AR,10,DE,Delaware,36,79,1719,2017
AR,50,VT,Vermont,25,57,1562,2017
CA,96,CA,CA Total Migration-US and Foreign,327447,571204,24450725,2017
CA,97,CA,CA Total Migration-US,322066,560173,24199153,2017
CA,98,CA,CA Total Migration-Foreign,5381,11031,251571,2017
CA,97,CA,CA Total Migration-Same State,603249,1125536,46432091,2017
CA,6,CA,CA Non-migrants,13811052,30323418,1247554958,2017
CA,48,TX,Texas,29370,54956,2153237,2017
CA,36,NY,New York,26718,38462,2880597,2017
CA,53,WA,Washington,19598,35660,1602670,2017
CA,4,AZ,Arizona,18616,33516,1128718,2017
CA,12,FL,Florida,17571,29934,1143446,2017
CA,32,NV,Nevada,15800,28881,894046,2017
CA,17,IL,Illinois,15665,26231,1436622,2017
CA,8,CO,Colorado,11966,20898,876475,2017
CA,41,OR,Oregon,11766,19660,730674,2017
CA,51,VA,Virginia,11717,22747,915146,2017
CA,25,MA,Massachusetts,10487,15482,1037861,2017
CA,37,NC,North Carolina,8663,16816,546846,2017
CA,42,PA,Pennsylvania,8487,13299,682890,2017
CA,34,NJ,New Jersey,8461,14777,918834,2017
CA,13,GA,Georgia,7892,14330,566312,2017
CA,15,HI,Hawaii,7151,13710,452342,2017
CA,24,MD,Maryland,6716,11594,558972,2017
CA,39,OH,Ohio,6696,11239,483680,2017
CA,26,MI,Michigan,6581,10713,486027,2017
CA,57,FR,Foreign,5381,11031,251571,2017
CA,49,UT,Utah,5379,10895,334323,2017
CA,29,MO,Missouri,4691,8077,293658,2017
CA,27,MN,Minnesota,4666,7797,361061,2017
CA,18,IN,Indiana,4056,6842,255684,2017
CA,47,TN,Tennessee,4025,7191,264066,2017
CA,55,WI,Wisconsin,3905,6476,258978,2017
CA,9,CT,Connecticut,3585,5767,412757,2017
CA,35,NM,New Mexico,3266,5852,185566,2017
CA,11,DC,District Of Columbia,3143,4046,309535,2017
CA,40,OK,Oklahoma,3009,5717,142770,2017
CA,22,LA,Louisiana,2943,5287,179335,2017
CA,16,ID,Idaho,2869,5379,132784,2017
CA,45,SC,South Carolina,2753,5148,159289,2017
CA,20,KS,Kansas,2684,5103,152841,2017
CA,19,IA,Iowa,1970,3400,117294,2017
CA,1,AL,Alabama,1914,3459,101427,2017
CA,21,KY,Kentucky,1896,3454,99362,2017
CA,2,AK,Alaska,1819,3529,98686,2017
CA,5,AR,Arkansas,1680,3123,88346,2017
CA,31,NE,Nebraska,1667,3081,139969,2017
CA,30,MT,Montana,1542,2543,80145,2017
CA,28,MS,Mississippi,1330,2566,71268,2017
CA,33,NH,New Hampshire,1133,1791,92047,2017
CA,44,RI,Rhode Island,1115,1825,80710,2017
CA,38,ND,North Dakota,961,1740,49227,2017
CA,23,ME,Maine,877,1542,49762,2017
CA,56,WY,Wyoming,808,1493,41363,2017
CA,46,SD,South Dakota,706,1295,38683,2017
CA,10,DE,Delaware,663,1128,51634,2017
CA,50,VT,Vermont,604,843,35472,2017
CA,54,WV,West Virginia,486,879,25718,2017
CO,96,CO,CO Total Migration-US and Foreign,148470,268043,10268699,2017
CO,97,CO,CO Total Migration-US,147031,264701,10193373,2017
CO,98,CO,CO Total Migration-Foreign,1439,3342,75326,2017
CO,97,CO,CO Total Migration-Same State,168117,300418,10525070,2017
CO,8,CO,CO Non-migrants,1883465,3982221,160860271,2017
CO,6,CA,California,17094,31183,1480375,2017
CO,48,TX,Texas,16116,31802,1207356,2017
CO,12,FL,Florida,9643,16695,571290,2017
CO,17,IL,Illinois,6955,11468,554428,2017
CO,4,AZ,Arizona,6267,11454,388572,2017
CO,36,NY,New York,5304,8131,420914,2017
CO,51,VA,Virginia,4123,7984,359203,2017
CO,53,WA,Washington,3883,7348,262035,2017
CO,35,NM,New Mexico,3716,6987,207199,2017
CO,37,NC,North Carolina,3652,7188,232537,2017
CO,29,MO,Missouri,3558,6310,222277,2017
CO,20,KS,Kansas,3513,6873,205115,2017
CO,13,GA,Georgia,3490,6872,232361,2017
CO,42,PA,Pennsylvania,3189,5010,213737,2017
CO,39,OH,Ohio,3046,5143,216005,2017
CO,27,MN,Minnesota,2861,4540,185807,2017
CO,56,WY,Wyoming,2774,4982,154999,2017
CO,40,OK,Oklahoma,2773,5610,188343,2017
CO,26,MI,Michigan,2644,4019,149984,2017
CO,55,WI,Wisconsin,2641,4088,162016,2017
CO,31,NE,Nebraska,2584,4725,171630,2017
CO,49,UT,Utah,2484,4962,144984,2017
CO,47,TN,Tennessee,2306,4353,148824,2017
CO,18,IN,Indiana,2294,3750,137055,2017
CO,24,MD,Maryland,2219,3980,185800,2017
CO,41,OR,Oregon,2207,3721,121699,2017
CO,32,NV,Nevada,2148,3959,141068,2017
CO,25,MA,Massachusetts,2108,3110,180660,2017
CO,19,IA,Iowa,2061,3333,107499,2017
CO,34,NJ,New Jersey,1959,3258,171278,2017
CO,22,LA,Louisiana,1549,2839,76527,2017
CO,15,HI,Hawaii,1525,3344,89093,2017
CO,57,FR,Foreign,1439,3342,75326,2017
CO,45,SC,South Carolina,1247,2280,68920,2017
CO,30,MT,Montana,1216,2042,63744,2017
CO,1,AL,Alabama,1180,2383,69315,2017
CO,2,AK,Alaska,1085,2269,70174,2017
CO,9,CT,Connecticut,1081,1674,117570,2017
CO,21,KY,Kentucky,1067,2070,61198,2017
CO,38,ND,North Dakota,1060,1936,59032,2017
CO,16,ID,Idaho,1019,1979,50622,2017
CO,5,AR,Arkansas,996,1867,56677,2017
CO,46,SD,South Dakota,922,1504,49280,2017
CO,11,DC,District Of Columbia,652,886,60638,2017
CO,28,MS,Mississippi,643,1313,35053,2017
CO,33,NH,New Hampshire,570,923,50371,2017
CO,50,VT,Vermont,424,592,21237,2017
CO,23,ME,Maine,404,648,22079,2017
CO,54,WV,West Virginia,347,565,18462,2017
CO,44,RI,Rhode Island,221,350,14049,2017
CO,10,DE,Delaware,211,399,14284,2017
CT,96,CT,CT Total Migration-US and Foreign,50378,90481,4663269,2017
CT,97,CT,CT Total Migration-US,50107,89877,4654132,2017
CT,98,CT,CT Total Migration-Foreign,271,604,9137,2017
CT,97,CT,CT Total Migration-Same State,39630,65552,2517677,2017
CT,9,CT,CT Non-migrants,1363890,2769550,144957632,2017
CT,36,NY,New York,15036,27796,1896914,2017
CT,25,MA,Massachusetts,6195,10075,450488,2017
CT,12,FL,Florida,4563,7800,292280,2017
CT,6,CA,California,2445,4314,254285,2017
CT,34,NJ,New Jersey,2439,4494,254430,2017
CT,44,RI,Rhode Island,1672,2845,106112,2017
CT,42,PA,Pennsylvania,1539,2630,124324,2017
CT,48,TX,Texas,1479,2922,135309,2017
CT,51,VA,Virginia,1328,2583,115744,2017
CT,37,NC,North Carolina,1218,2314,95968,2017
CT,17,IL,Illinois,914,1647,102318,2017
CT,13,GA,Georgia,865,1760,65143,2017
CT,24,MD,Maryland,848,1536,69108,2017
CT,45,SC,South Carolina,723,1345,42207,2017
CT,39,OH,Ohio,647,1165,56990,2017
CT,33,NH,New Hampshire,642,1072,44385,2017
CT,4,AZ,Arizona,595,1078,45642,2017
CT,8,CO,Colorado,567,921,44692,2017
CT,53,WA,Washington,533,1005,43539,2017
CT,23,ME,Maine,507,861,29496,2017
CT,26,MI,Michigan,459,774,36202,2017
CT,50,VT,Vermont,426,685,27684,2017
CT,47,TN,Tennessee,380,708,24761,2017
CT,18,IN,Indiana,317,564,21507,2017
CT,11,DC,District Of Columbia,310,387,28937,2017
CT,27,MN,Minnesota,301,580,26558,2017
CT,29,MO,Missouri,272,481,23058,2017
CT,57,FR,Foreign,271,604,9137,2017
CT,15,HI,Hawaii,265,605,15098,2017
CT,55,WI,Wisconsin,252,464,19958,2017
CT,41,OR,Oregon,231,381,13937,2017
CT,22,LA,Louisiana,199,365,11865,2017
CT,1,AL,Alabama,188,384,12358,2017
CT,21,KY,Kentucky,174,339,11320,2017
CT,49,UT,Utah,170,388,12092,2017
CT,32,NV,Nevada,153,273,15764,2017
CT,10,DE,Delaware,149,289,13096,2017
CT,20,KS,Kansas,143,312,10356,2017
CT,40,OK,Oklahoma,135,262,9456,2017
CT,19,IA,Iowa,122,191,7904,2017
CT,35,NM,New Mexico,120,197,7495,2017
CT,31,NE,Nebraska,90,171,7247,2017
CT,5,AR,Arkansas,90,199,7554,2017
CT,28,MS,Mississippi,81,146,3591,2017
CT,54,WV,West Virginia,66,122,4482,2017
CT,2,AK,Alaska,64,122,2944,2017
CT,16,ID,Idaho,49,96,2318,2017
CT,38,ND,North Dakota,42,69,2381,2017
CT,30,MT,Montana,39,56,1360,2017
CT,56,WY,Wyoming,35,56,2487,2017
CT,46,SD,South Dakota,30,48,990,2017
DE,96,DE,DE Total Migration-US and Foreign,23472,43270,1673187,2017
DE,97,DE,DE Total Migration-US,23324,42918,1665977,2017
DE,98,DE,DE Total Migration-Foreign,148,352,7210,2017
DE,97,DE,DE Total Migration-Same State,5055,9248,258549,2017
DE,10,DE,DE Non-migrants,347563,712270,25140191,2017
DE,42,PA,Pennsylvania,5992,10933,413043,2017
DE,24,MD,Maryland,4865,8847,362505,2017
DE,34,NJ,New Jersey,2834,5212,228609,2017
DE,36,NY,New York,1712,3135,119388,2017
DE,51,VA,Virginia,1114,2039,91632,2017
DE,12,FL,Florida,1018,1869,53931,2017
DE,48,TX,Texas,564,1126,39541,2017
DE,37,NC,North Carolina,564,1095,31725,2017
DE,6,CA,California,556,1045,42351,2017
DE,13,GA,Georgia,326,628,20869,2017
DE,39,OH,Ohio,279,504,18564,2017
DE,9,CT,Connecticut,269,470,25685,2017
DE,45,SC,South Carolina,250,445,12495,2017
DE,17,IL,Illinois,239,458,22150,2017
DE,25,MA,Massachusetts,217,370,19800,2017
DE,4,AZ,Arizona,175,346,11088,2017
DE,47,TN,Tennessee,154,317,9078,2017
DE,57,FR,Foreign,148,352,7210,2017
DE,8,CO,Colorado,147,277,8257,2017
DE,26,MI,Michigan,146,281,10694,2017
DE,53,WA,Washington,127,222,9768,2017
DE,11,DC,District Of Columbia,126,162,14745,2017
DE,54,WV,West Virginia,121,204,5600,2017
DE,29,MO,Missouri,111,200,7483,2017
DE,18,IN,Indiana,104,190,6608,2017
DE,32,NV,Nevada,83,135,5557,2017
DE,22,LA,Louisiana,77,158,5623,2017
DE,27,MN,Minnesota,76,131,4455,2017
DE,1,AL,Alabama,74,123,4022,2017
DE,33,NH,New Hampshire,73,128,5790,2017
DE,21,KY,Kentucky,72,139,4241,2017
DE,40,OK,Oklahoma,67,146,3245,2017
DE,55,WI,Wisconsin,63,121,4126,2017
DE,23,ME,Maine,61,102,3175,2017
DE,20,KS,Kansas,58,127,4575,2017
DE,15,HI,Hawaii,57,122,3239,2017
DE,28,MS,Mississippi,56,119,2978,2017
DE,41,OR,Oregon,52,84,3270,2017
DE,19,IA,Iowa,49,81,3436,2017
DE,44,RI,Rhode Island,48,87,2821,2017
DE,50,VT,Vermont,47,71,2767,2017
DE,2,AK,Alaska,47,125,2456,2017
DE,49,UT,Utah,44,102,2719,2017
DE,35,NM,New Mexico,44,86,2173,2017
DE,5,AR,Arkansas,41,102,2189,2017
DE,31,NE,Nebraska,35,58,2130,2017
DE,56,WY,Wyoming,23,51,1955,2017
DE,38,ND,North Dakota,23,55,1225,2017
DE,46,SD,South Dakota,15,28,803,2017
DE,30,MT,Montana,15,33,865,2017
DE,16,ID,Idaho,14,29,533,2017
DC,96,DC,DC Total Migration-US and Foreign,35591,48061,2795658,2017
DC,97,DC,DC Total Migration-US,35336,47571,2769678,2017
DC,98,DC,DC Total Migration-Foreign,255,490,25981,2017
DC,11,DC,DC Non-migrants,253045,422694,26588260,2017
DC,24,MD,Maryland,9495,14496,634704,2017
DC,51,VA,Virginia,7766,9781,670234,2017
DC,36,NY,New York,2536,3185,272104,2017
DC,6,CA,California,2054,2700,214461,2017
DC,12,FL,Florida,1255,1708,92806,2017
DC,25,MA,Massachusetts,1129,1333,83576,2017
DC,42,PA,Pennsylvania,1121,1343,75500,2017
DC,48,TX,Texas,1003,1423,105131,2017
DC,37,NC,North Carolina,934,1275,55789,2017
DC,17,IL,Illinois,767,940,61652,2017
DC,13,GA,Georgia,721,931,48269,2017
DC,34,NJ,New Jersey,675,818,47888,2017
DC,39,OH,Ohio,458,568,32268,2017
DC,9,CT,Connecticut,403,484,30266,2017
DC,53,WA,Washington,376,487,25623,2017
DC,26,MI,Michigan,365,435,20160,2017
DC,8,CO,Colorado,362,498,35971,2017
DC,45,SC,South Carolina,270,381,14852,2017
DC,47,TN,Tennessee,256,339,25286,2017
DC,57,FR,Foreign,255,490,25981,2017
DC,29,MO,Missouri,250,326,16665,2017
DC,27,MN,Minnesota,233,292,19223,2017
DC,4,AZ,Arizona,225,321,13165,2017
DC,55,WI,Wisconsin,223,274,15033,2017
DC,22,LA,Louisiana,201,271,12992,2017
DC,18,IN,Indiana,176,212,10522,2017
DC,41,OR,Oregon,166,201,9368,2017
DC,1,AL,Alabama,158,229,10002,2017
DC,21,KY,Kentucky,147,192,8628,2017
DC,15,HI,Hawaii,127,195,9352,2017
DC,33,NH,New Hampshire,120,147,13974,2017
DC,10,DE,Delaware,112,133,6848,2017
DC,32,NV,Nevada,106,137,6873,2017
DC,40,OK,Oklahoma,99,152,6049,2017
DC,44,RI,Rhode Island,94,123,6635,2017
DC,49,UT,Utah,93,133,4565,2017
DC,35,NM,New Mexico,88,129,6509,2017
DC,54,WV,West Virginia,87,106,4772,2017
DC,19,IA,Iowa,85,109,4999,2017
DC,50,VT,Vermont,82,97,4996,2017
DC,23,ME,Maine,81,98,4258,2017
DC,31,NE,Nebraska,77,102,5944,2017
DC,28,MS,Mississippi,73,104,4293,2017
DC,20,KS,Kansas,70,91,4885,2017
DC,5,AR,Arkansas,56,70,3812,2017
DC,2,AK,Alaska,43,68,2976,2017
DC,30,MT,Montana,32,34,1346,2017
DC,16,ID,Idaho,31,33,1174,2017
DC,46,SD,South Dakota,23,29,1755,2017
DC,38,ND,North Dakota,16,19,834,2017
DC,56,WY,Wyoming,16,19,690,2017
FL,96,FL,FL Total Migration-US and Foreign,395021,747566,33190827,2017
FL,97,FL,FL Total Migration-US,390012,736023,32958576,2017
FL,98,FL,FL Total Migration-Foreign,5009,11543,232251,2017
FL,97,FL,FL Total Migration-Same State,389249,711802,20431259,2017
FL,12,FL,FL Non-migrants,7226627,14388463,500618382,2017
FL,36,NY,New York,44629,79853,3862119,2017
FL,13,GA,Georgia,25503,50635,1783190,2017
FL,48,TX,Texas,22565,44403,1594854,2017
FL,34,NJ,New Jersey,21059,39746,2287135,2017
FL,42,PA,Pennsylvania,19189,35046,1825158,2017
FL,6,CA,California,18641,34699,1610982,2017
FL,51,VA,Virginia,17122,34753,1565439,2017
FL,17,IL,Illinois,16975,31571,2106644,2017
FL,39,OH,Ohio,16636,30182,1398837,2017
FL,37,NC,North Carolina,16376,32397,993033,2017
FL,26,MI,Michigan,12846,22891,1160264,2017
FL,25,MA,Massachusetts,12454,21718,1137752,2017
FL,24,MD,Maryland,11037,20778,1094728,2017
FL,47,TN,Tennessee,10379,20254,712652,2017
FL,9,CT,Connecticut,9855,17996,1495053,2017
FL,18,IN,Indiana,9701,18258,742655,2017
FL,8,CO,Colorado,8263,15566,571073,2017
FL,1,AL,Alabama,8189,16218,450844,2017
FL,45,SC,South Carolina,8077,15404,505952,2017
FL,29,MO,Missouri,6304,12050,588801,2017
FL,21,KY,Kentucky,5730,10908,418652,2017
FL,55,WI,Wisconsin,5481,10096,476324,2017
FL,57,FR,Foreign,5009,11543,232251,2017
FL,53,WA,Washington,4999,9971,355184,2017
FL,4,AZ,Arizona,4909,9094,306863,2017
FL,27,MN,Minnesota,4325,7930,448819,2017
FL,22,LA,Louisiana,4234,8313,255833,2017
FL,33,NH,New Hampshire,3493,6124,295018,2017
FL,32,NV,Nevada,3182,5594,208932,2017
FL,28,MS,Mississippi,2855,5913,165428,2017
FL,40,OK,Oklahoma,2727,5629,174794,2017
FL,44,RI,Rhode Island,2643,4721,251227,2017
FL,20,KS,Kansas,2539,5226,220574,2017
FL,23,ME,Maine,2531,4338,162505,2017
FL,54,WV,West Virginia,2424,4590,171099,2017
FL,5,AR,Arkansas,2167,4319,165139,2017
FL,19,IA,Iowa,2132,3961,179816,2017
FL,15,HI,Hawaii,2015,4368,117989,2017
FL,35,NM,New Mexico,1974,4094,128857,2017
FL,41,OR,Oregon,1918,3488,124813,2017
FL,10,DE,Delaware,1830,3420,121722,2017
FL,49,UT,Utah,1561,3387,99581,2017
FL,31,NE,Nebraska,1423,2764,94422,2017
FL,2,AK,Alaska,1313,2804,80420,2017
FL,50,VT,Vermont,1264,2143,102498,2017
FL,11,DC,District Of Columbia,1144,1682,126117,2017
FL,38,ND,North Dakota,794,1533,42879,2017
FL,16,ID,Idaho,718,1502,44483,2017
FL,46,SD,South Dakota,683,1303,46240,2017
FL,30,MT,Montana,638,1211,41461,2017
FL,56,WY,Wyoming,566,1179,43719,2017
GA,96,GA,GA Total Migration-US and Foreign,171389,347944,10404342,2017
GA,97,GA,GA Total Migration-US,169517,343696,10312717,2017
GA,98,GA,GA Total Migration-Foreign,1872,4248,91626,2017
GA,97,GA,GA Total Migration-Same State,270800,547982,14609761,2017
GA,13,GA,GA Non-migrants,3215962,7126802,223780188,2017
GA,12,FL,Florida,28310,55758,1499609,2017
GA,48,TX,Texas,11281,24708,741081,2017
GA,36,NY,New York,10258,19599,586896,2017
GA,37,NC,North Carolina,10193,20310,581315,2017
GA,1,AL,Alabama,9625,19361,459014,2017
GA,6,CA,California,9481,18887,703866,2017
GA,45,SC,South Carolina,8920,17656,473739,2017
GA,47,TN,Tennessee,8917,17869,481665,2017
GA,51,VA,Virginia,6810,14227,471015,2017
GA,17,IL,Illinois,5782,11721,494080,2017
GA,39,OH,Ohio,4597,9003,294409,2017
GA,42,PA,Pennsylvania,4360,8494,274893,2017
GA,34,NJ,New Jersey,4330,8995,331304,2017
GA,24,MD,Maryland,3826,7695,258004,2017
GA,26,MI,Michigan,3515,6971,241429,2017
GA,8,CO,Colorado,2880,6273,174828,2017
GA,22,LA,Louisiana,2836,5861,135134,2017
GA,18,IN,Indiana,2472,4912,145634,2017
GA,53,WA,Washington,2423,5475,165895,2017
GA,28,MS,Mississippi,2394,4921,107905,2017
GA,25,MA,Massachusetts,2178,4041,171034,2017
GA,21,KY,Kentucky,2111,4418,123090,2017
GA,29,MO,Missouri,2050,4347,130739,2017
GA,4,AZ,Arizona,1961,4156,134324,2017
GA,57,FR,Foreign,1872,4248,91626,2017
GA,9,CT,Connecticut,1731,3504,141182,2017
GA,55,WI,Wisconsin,1468,3020,93031,2017
GA,20,KS,Kansas,1378,3369,83351,2017
GA,27,MN,Minnesota,1172,2349,86895,2017
GA,40,OK,Oklahoma,1161,2534,67437,2017
GA,15,HI,Hawaii,1142,2951,58970,2017
GA,5,AR,Arkansas,1106,2341,67922,2017
GA,32,NV,Nevada,916,1844,46110,2017
GA,19,IA,Iowa,725,1482,45209,2017
GA,41,OR,Oregon,682,1324,42375,2017
GA,11,DC,District Of Columbia,680,989,53438,2017
GA,2,AK,Alaska,655,1658,34641,2017
GA,54,WV,West Virginia,584,1190,34061,2017
GA,49,UT,Utah,577,1387,35194,2017
GA,35,NM,New Mexico,560,1145,34285,2017
GA,10,DE,Delaware,539,1046,29241,2017
GA,31,NE,Nebraska,524,1101,33414,2017
GA,33,NH,New Hampshire,416,804,30967,2017
GA,44,RI,Rhode Island,358,717,27797,2017
GA,23,ME,Maine,311,579,21131,2017
GA,38,ND,North Dakota,309,651,14510,2017
GA,16,ID,Idaho,275,651,13426,2017
GA,30,MT,Montana,217,399,9278,2017
GA,50,VT,Vermont,175,324,8557,2017
GA,56,WY,Wyoming,173,323,10336,2017
GA,46,SD,South Dakota,173,356,9058,2017
HI,96,HI,HI Total Migration-US and Foreign,32888,67282,2077177,2017
HI,97,HI,HI Total Migration-US,31599,64265,2000571,2017
HI,98,HI,HI Total Migration-Foreign,1289,3017,76606,2017
HI,97,HI,HI Total Migration-Same State,3795,6490,184558,2017
HI,15,HI,HI Non-migrants,539771,1075941,37647905,2017
HI,6,CA,California,7043,12910,511946,2017
HI,48,TX,Texas,2336,5134,137505,2017
HI,53,WA,Washington,2243,4697,138767,2017
HI,51,VA,Virginia,1642,4054,123570,2017
HI,12,FL,Florida,1540,2910,81553,2017
HI,57,FR,Foreign,1289,3017,76606,2017
HI,8,CO,Colorado,1149,2410,68381,2017
HI,36,NY,New York,1051,1851,69925,2017
HI,37,NC,North Carolina,1042,2633,52838,2017
HI,13,GA,Georgia,970,2404,48777,2017
HI,41,OR,Oregon,946,1676,56019,2017
HI,4,AZ,Arizona,893,1818,55748,2017
HI,32,NV,Nevada,870,1655,46836,2017
HI,24,MD,Maryland,685,1564,55113,2017
HI,17,IL,Illinois,624,1097,40287,2017
HI,2,AK,Alaska,527,1183,32192,2017
HI,45,SC,South Carolina,512,1138,29683,2017
HI,42,PA,Pennsylvania,468,824,26321,2017
HI,47,TN,Tennessee,450,1051,35601,2017
HI,49,UT,Utah,444,1006,27423,2017
HI,29,MO,Missouri,433,949,26342,2017
HI,39,OH,Ohio,399,707,19830,2017
HI,25,MA,Massachusetts,395,609,25124,2017
HI,34,NJ,New Jersey,366,627,22936,2017
HI,26,MI,Michigan,359,592,19638,2017
HI,20,KS,Kansas,349,898,19747,2017
HI,1,AL,Alabama,328,798,17742,2017
HI,40,OK,Oklahoma,305,711,15334,2017
HI,27,MN,Minnesota,298,486,19559,2017
HI,18,IN,Indiana,277,477,12502,2017
HI,9,CT,Connecticut,265,501,17564,2017
HI,21,KY,Kentucky,248,645,12136,2017
HI,22,LA,Louisiana,228,513,15588,2017
HI,55,WI,Wisconsin,224,377,12595,2017
HI,35,NM,New Mexico,206,427,13891,2017
HI,16,ID,Idaho,203,432,11275,2017
HI,28,MS,Mississippi,132,283,6362,2017
HI,30,MT,Montana,131,251,6900,2017
HI,31,NE,Nebraska,118,234,6165,2017
HI,11,DC,District Of Columbia,110,176,10490,2017
HI,5,AR,Arkansas,110,241,5771,2017
HI,19,IA,Iowa,107,204,6225,2017
HI,44,RI,Rhode Island,98,255,7223,2017
HI,33,NH,New Hampshire,80,137,3965,2017
HI,23,ME,Maine,79,127,5598,2017
HI,10,DE,Delaware,71,141,4247,2017
HI,56,WY,Wyoming,66,120,7884,2017
HI,38,ND,North Dakota,54,105,2579,2017
HI,54,WV,West Virginia,47,88,2743,2017
HI,50,VT,Vermont,41,64,2458,2017
HI,46,SD,South Dakota,37,75,1671,2017
ID,96,ID,ID Total Migration-US and Foreign,42113,91749,2716573,2017
ID,97,ID,ID Total Migration-US,41842,91124,2703934,2017
ID,98,ID,ID Total Migration-Foreign,271,625,12639,2017
ID,97,ID,ID Total Migration-Same State,26637,58143,1161107,2017
ID,16,ID,ID Non-migrants,546694,1264586,35047753,2017
ID,6,CA,California,9177,20115,704511,2017
ID,53,WA,Washington,6780,13706,420916,2017
ID,49,UT,Utah,3401,8561,177938,2017
ID,41,OR,Oregon,3391,7013,207486,2017
ID,8,CO,Colorado,1814,3887,120132,2017
ID,4,AZ,Arizona,1755,4016,94581,2017
ID,48,TX,Texas,1659,3927,113603,2017
ID,32,NV,Nevada,1566,3398,94420,2017
ID,30,MT,Montana,1276,2549,59170,2017
ID,56,WY,Wyoming,912,2050,51707,2017
ID,12,FL,Florida,830,1685,41763,2017
ID,2,AK,Alaska,722,1658,55769,2017
ID,38,ND,North Dakota,538,1221,30744,2017
ID,51,VA,Virginia,506,1174,44845,2017
ID,17,IL,Illinois,494,970,51249,2017
ID,37,NC,North Carolina,430,998,22606,2017
ID,36,NY,New York,377,721,28620,2017
ID,35,NM,New Mexico,371,843,24992,2017
ID,29,MO,Missouri,361,813,21272,2017
ID,27,MN,Minnesota,337,666,26352,2017
ID,39,OH,Ohio,330,662,22124,2017
ID,26,MI,Michigan,322,676,20376,2017
ID,47,TN,Tennessee,313,752,23586,2017
ID,42,PA,Pennsylvania,313,655,9155,2017
ID,13,GA,Georgia,312,721,19330,2017
ID,15,HI,Hawaii,312,706,19234,2017
ID,55,WI,Wisconsin,286,534,18248,2017
ID,57,FR,Foreign,271,625,12639,2017
ID,40,OK,Oklahoma,253,622,14860,2017
ID,20,KS,Kansas,252,567,14858,2017
ID,18,IN,Indiana,246,523,13015,2017
ID,31,NE,Nebraska,216,465,12088,2017
ID,19,IA,Iowa,194,448,13633,2017
ID,45,SC,South Carolina,179,371,12876,2017
ID,24,MD,Maryland,178,399,13385,2017
ID,46,SD,South Dakota,170,380,9279,2017
ID,5,AR,Arkansas,148,333,7117,2017
ID,25,MA,Massachusetts,130,266,8272,2017
ID,34,NJ,New Jersey,129,250,7042,2017
ID,22,LA,Louisiana,127,276,7261,2017
ID,1,AL,Alabama,125,314,6481,2017
ID,21,KY,Kentucky,115,250,6157,2017
ID,28,MS,Mississippi,99,209,4748,2017
ID,33,NH,New Hampshire,75,137,6330,2017
ID,9,CT,Connecticut,74,167,6521,2017
ID,54,WV,West Virginia,63,136,3527,2017
ID,50,VT,Vermont,57,90,3340,2017
ID,23,ME,Maine,47,103,2318,2017
ID,11,DC,District Of Columbia,33,43,3216,2017
ID,10,DE,Delaware,30,58,1979,2017
ID,44,RI,Rhode Island,17,40,903,2017
IL,96,IL,IL Total Migration-US and Foreign,124277,219906,8680116,2017
IL,97,IL,IL Total Migration-US,123432,218054,8639141,2017
IL,98,IL,IL Total Migration-Foreign,845,1852,40975,2017
IL,97,IL,IL Total Migration-Same State,189069,360068,12131870,2017
IL,17,IL,IL Non-migrants,4744994,10198281,390396429,2017
IL,6,CA,California,9965,17371,875451,2017
IL,18,IN,Indiana,9775,17624,487448,2017
IL,29,MO,Missouri,8662,15352,459075,2017
IL,55,WI,Wisconsin,8614,14611,520006,2017
IL,12,FL,Florida,8487,14304,614193,2017
IL,48,TX,Texas,8321,16028,599762,2017
IL,26,MI,Michigan,5551,8917,369647,2017
IL,36,NY,New York,5412,8291,562192,2017
IL,19,IA,Iowa,5135,9272,246116,2017
IL,39,OH,Ohio,4324,7238,338403,2017
IL,4,AZ,Arizona,3427,5872,221154,2017
IL,13,GA,Georgia,3237,6249,213342,2017
IL,8,CO,Colorado,2942,5042,183581,2017
IL,51,VA,Virginia,2869,5585,228353,2017
IL,27,MN,Minnesota,2789,4713,232714,2017
IL,37,NC,North Carolina,2699,5124,195763,2017
IL,42,PA,Pennsylvania,2683,4467,233282,2017
IL,47,TN,Tennessee,2651,4865,151096,2017
IL,25,MA,Massachusetts,2155,3316,212782,2017
IL,53,WA,Washington,2151,3832,157791,2017
IL,34,NJ,New Jersey,1953,3851,222258,2017
IL,21,KY,Kentucky,1869,3567,94806,2017
IL,24,MD,Maryland,1506,2649,131500,2017
IL,20,KS,Kansas,1191,2324,79378,2017
IL,32,NV,Nevada,1166,2079,70300,2017
IL,5,AR,Arkansas,1081,2144,58421,2017
IL,45,SC,South Carolina,999,1861,68903,2017
IL,40,OK,Oklahoma,980,1934,73898,2017
IL,9,CT,Connecticut,958,1756,123218,2017
IL,1,AL,Alabama,942,1763,50551,2017
IL,11,DC,District Of Columbia,927,1154,85153,2017
IL,22,LA,Louisiana,914,1627,53134,2017
IL,41,OR,Oregon,885,1411,59565,2017
