y1_statefips,y1_statefips,y1_state,y1_state_name,n1,n2,AGI,Year
OH,37,NC,North Carolina,3551,7074,170778,2013
OH,17,IL,Illinois,3521,6642,228974,2013
OH,54,WV,West Virginia,3306,6365,122910,2013
OH,13,GA,Georgia,3084,6131,133670,2013
OH,51,VA,Virginia,2959,6066,170759,2013
OH,47,TN,Tennessee,2263,4573,118832,2013
OH,4,AZ,Arizona,1918,3658,102269,2013
OH,45,SC,South Carolina,1637,3195,75109,2013
OH,8,CO,Colorado,1524,2786,77216,2013
OH,57,FR,Foreign,1493,3083,109430,2013
OH,24,MD,Maryland,1467,2746,92413,2013
OH,34,NJ,New Jersey,1324,2600,112016,2013
OH,29,MO,Missouri,1203,2408,71461,2013
OH,53,WA,Washington,1068,2197,63093,2013
OH,1,AL,Alabama,951,1967,38645,2013
OH,25,MA,Massachusetts,948,1668,68239,2013
OH,55,WI,Wisconsin,931,1817,62125,2013
OH,32,NV,Nevada,840,1503,37485,2013
OH,27,MN,Minnesota,734,1419,48512,2013
OH,22,LA,Louisiana,636,1243,29329,2013
OH,9,CT,Connecticut,619,1216,53158,2013
OH,40,OK,Oklahoma,579,1217,27226,2013
OH,20,KS,Kansas,560,1203,26635,2013
OH,28,MS,Mississippi,540,1136,22391,2013
OH,5,AR,Arkansas,511,1052,29090,2013
OH,19,IA,Iowa,508,991,31630,2013
OH,41,OR,Oregon,467,851,25483,2013
OH,49,UT,Utah,459,1061,23553,2013
OH,35,NM,New Mexico,410,800,20118,2013
OH,15,HI,Hawaii,389,774,14839,2013
OH,11,DC,District Of Columbia,304,411,22481,2013
OH,31,NE,Nebraska,300,599,15251,2013
OH,2,AK,Alaska,279,556,13618,2013
OH,10,DE,Delaware,222,441,10650,2013
OH,33,NH,New Hampshire,212,405,12902,2013
OH,16,ID,Idaho,204,451,7975,2013
OH,23,ME,Maine,203,366,13087,2013
OH,56,WY,Wyoming,201,389,11660,2013
OH,30,MT,Montana,178,323,7411,2013
OH,46,SD,South Dakota,158,291,6763,2013
OH,44,RI,Rhode Island,155,306,8175,2013
OH,38,ND,North Dakota,133,289,6478,2013
OH,50,VT,Vermont,112,200,5422,2013
OK,96,OK,OK Total Migration US and Foreign,45235,95890,2248385,2013
OK,97,OK,OK Total Migration US,44172,93327,2198160,2013
OK,98,OK,OK Total Migration Foreign,1063,2563,50225,2013
OK,40,OK,OK Non-migrants,1214589,2748589,81351968,2013
OK,48,TX,Texas,11028,23493,682635,2013
OK,20,KS,Kansas,3139,6920,146807,2013
OK,5,AR,Arkansas,3139,6895,118635,2013
OK,6,CA,California,3083,6359,151646,2013
OK,29,MO,Missouri,2180,4552,88537,2013
OK,12,FL,Florida,2157,4111,82891,2013
OK,8,CO,Colorado,1547,3134,74095,2013
OK,13,GA,Georgia,1103,2474,46180,2013
OK,4,AZ,Arizona,1101,2354,45841,2013
OK,57,FR,Foreign,1063,2563,50225,2013
OK,17,IL,Illinois,1003,2031,60700,2013
OK,37,NC,North Carolina,849,1869,38000,2013
OK,47,TN,Tennessee,806,1773,33766,2013
OK,53,WA,Washington,790,1719,34270,2013
OK,22,LA,Louisiana,786,1753,38440,2013
OK,36,NY,New York,752,1436,30349,2013
OK,51,VA,Virginia,735,1681,46235,2013
OK,35,NM,New Mexico,710,1562,30385,2013
OK,39,OH,Ohio,654,1373,36120,2013
OK,42,PA,Pennsylvania,557,1056,31213,2013
OK,26,MI,Michigan,535,1041,20224,2013
OK,32,NV,Nevada,528,1060,24045,2013
OK,1,AL,Alabama,486,1041,19577,2013
OK,18,IN,Indiana,482,948,18306,2013
OK,28,MS,Mississippi,404,837,16168,2013
OK,19,IA,Iowa,384,822,17231,2013
OK,45,SC,South Carolina,365,755,14505,2013
OK,21,KY,Kentucky,363,827,14511,2013
OK,31,NE,Nebraska,348,739,16272,2013
OK,41,OR,Oregon,345,685,23613,2013
OK,27,MN,Minnesota,342,687,17432,2013
OK,55,WI,Wisconsin,336,679,14735,2013
OK,49,UT,Utah,318,744,18812,2013
OK,24,MD,Maryland,299,561,14610,2013
OK,15,HI,Hawaii,295,742,13026,2013
OK,2,AK,Alaska,277,652,15726,2013
OK,56,WY,Wyoming,247,516,13276,2013
OK,34,NJ,New Jersey,218,451,14577,2013
OK,25,MA,Massachusetts,197,342,9901,2013
OK,16,ID,Idaho,193,456,7918,2013
OK,46,SD,South Dakota,188,368,4987,2013
OK,30,MT,Montana,162,350,8933,2013
OK,38,ND,North Dakota,157,339,9948,2013
OK,54,WV,West Virginia,142,313,10019,2013
OK,9,CT,Connecticut,139,253,7416,2013
OK,33,NH,New Hampshire,74,151,4315,2013
OK,10,DE,Delaware,64,139,2815,2013
OK,23,ME,Maine,57,96,1746,2013
OK,11,DC,District Of Columbia,51,81,3342,2013
OK,44,RI,Rhode Island,29,51,1471,2013
OK,50,VT,Vermont,28,56,1956,2013
OR,96,OR,OR Total Migration US and Foreign,58013,105103,3071338,2013
OR,97,OR,OR Total Migration US,57310,103830,3033763,2013
OR,98,OR,OR Total Migration Foreign,703,1273,37575,2013
OR,41,OR,OR Non-migrants,1356178,2902471,86814526,2013
OR,6,CA,California,13882,25154,794495,2013
OR,53,WA,Washington,11056,20134,540700,2013
OR,4,AZ,Arizona,2936,5481,149927,2013
OR,48,TX,Texas,2478,4688,135937,2013
OR,16,ID,Idaho,2060,4336,76449,2013
OR,8,CO,Colorado,1796,3232,97258,2013
OR,12,FL,Florida,1673,2784,84102,2013
OR,32,NV,Nevada,1631,3078,77196,2013
OR,36,NY,New York,1344,2073,77481,2013
OR,2,AK,Alaska,1115,2142,65774,2013
OR,49,UT,Utah,1100,2402,50035,2013
OR,17,IL,Illinois,1030,1749,63704,2013
OR,15,HI,Hawaii,926,1658,44280,2013
OR,30,MT,Montana,887,1519,37299,2013
OR,51,VA,Virginia,792,1416,53538,2013
OR,26,MI,Michigan,720,1207,33609,2013
OR,42,PA,Pennsylvania,716,1113,37236,2013
OR,57,FR,Foreign,703,1273,37575,2013
OR,37,NC,North Carolina,693,1286,32734,2013
OR,35,NM,New Mexico,693,1321,44488,2013
OR,27,MN,Minnesota,684,1174,48875,2013
OR,13,GA,Georgia,644,1197,31508,2013
OR,39,OH,Ohio,621,1066,34753,2013
OR,55,WI,Wisconsin,581,941,34431,2013
OR,29,MO,Missouri,567,1007,27707,2013
OR,25,MA,Massachusetts,564,837,32251,2013
OR,47,TN,Tennessee,438,805,20090,2013
OR,18,IN,Indiana,438,719,18547,2013
OR,40,OK,Oklahoma,417,825,15832,2013
OR,24,MD,Maryland,398,673,29737,2013
OR,20,KS,Kansas,387,746,16615,2013
OR,34,NJ,New Jersey,374,624,27043,2013
OR,19,IA,Iowa,354,645,19382,2013
OR,56,WY,Wyoming,329,650,13115,2013
OR,22,LA,Louisiana,280,510,10870,2013
OR,31,NE,Nebraska,272,493,12272,2013
OR,45,SC,South Carolina,268,496,12962,2013
OR,9,CT,Connecticut,241,400,37449,2013
OR,21,KY,Kentucky,232,416,9474,2013
OR,5,AR,Arkansas,219,405,7943,2013
OR,38,ND,North Dakota,211,344,8533,2013
OR,11,DC,District Of Columbia,183,261,18074,2013
OR,1,AL,Alabama,182,337,9272,2013
OR,23,ME,Maine,153,241,7463,2013
OR,33,NH,New Hampshire,147,242,6899,2013
OR,46,SD,South Dakota,138,255,5827,2013
OR,50,VT,Vermont,123,173,4647,2013
OR,28,MS,Mississippi,119,227,5014,2013
OR,44,RI,Rhode Island,87,127,3716,2013
OR,54,WV,West Virginia,82,140,4043,2013
OR,10,DE,Delaware,49,81,3178,2013
PA,96,PA,PA Total Migration US and Foreign,105837,192078,6479753,2013
PA,97,PA,PA Total Migration US,103845,188003,6330819,2013
PA,98,PA,PA Total Migration Foreign,1992,4075,148934,2013
PA,42,PA,PA Non-migrants,4851974,10110519,337710852,2013
PA,34,NJ,New Jersey,15492,27143,1081548,2013
PA,36,NY,New York,14707,27459,760940,2013
PA,12,FL,Florida,9474,16117,495536,2013
PA,24,MD,Maryland,7674,13688,475373,2013
PA,51,VA,Virginia,5062,9340,343326,2013
PA,39,OH,Ohio,4662,8414,274031,2013
PA,6,CA,California,4661,8076,337531,2013
PA,37,NC,North Carolina,4111,7737,210571,2013
PA,48,TX,Texas,3912,7520,273791,2013
PA,10,DE,Delaware,3299,6133,255385,2013
PA,13,GA,Georgia,2482,4862,131165,2013
PA,25,MA,Massachusetts,2225,3579,140407,2013
PA,57,FR,Foreign,1992,4075,148934,2013
PA,17,IL,Illinois,1991,3576,146778,2013
PA,54,WV,West Virginia,1787,3108,82241,2013
PA,45,SC,South Carolina,1618,2974,72402,2013
PA,4,AZ,Arizona,1531,2730,81776,2013
PA,26,MI,Michigan,1498,2738,85453,2013
PA,9,CT,Connecticut,1492,2657,128675,2013
PA,8,CO,Colorado,1346,2461,90277,2013
PA,47,TN,Tennessee,1291,2538,65176,2013
PA,53,WA,Washington,1023,1875,86470,2013
PA,18,IN,Indiana,993,1945,57288,2013
PA,11,DC,District Of Columbia,791,1013,65025,2013
PA,29,MO,Missouri,767,1438,46735,2013
PA,21,KY,Kentucky,718,1381,40839,2013
PA,32,NV,Nevada,714,1304,25152,2013
PA,55,WI,Wisconsin,657,1278,39904,2013
PA,27,MN,Minnesota,631,1159,44149,2013
PA,1,AL,Alabama,569,1171,33248,2013
PA,22,LA,Louisiana,562,1075,34232,2013
PA,40,OK,Oklahoma,455,884,30297,2013
PA,20,KS,Kansas,444,909,24008,2013
PA,33,NH,New Hampshire,442,722,28716,2013
PA,41,OR,Oregon,433,705,23363,2013
PA,49,UT,Utah,409,924,24686,2013
PA,23,ME,Maine,407,705,19251,2013
PA,15,HI,Hawaii,375,710,16652,2013
PA,35,NM,New Mexico,372,699,18137,2013
PA,44,RI,Rhode Island,358,615,18857,2013
PA,19,IA,Iowa,344,625,20856,2013
PA,5,AR,Arkansas,328,714,20652,2013
PA,28,MS,Mississippi,292,597,12519,2013
PA,50,VT,Vermont,253,398,12117,2013
PA,2,AK,Alaska,246,487,11166,2013
PA,31,NE,Nebraska,191,377,11081,2013
PA,30,MT,Montana,180,323,6648,2013
PA,16,ID,Idaho,178,380,6607,2013
PA,56,WY,Wyoming,177,321,8626,2013
PA,38,ND,North Dakota,117,237,7134,2013
PA,46,SD,South Dakota,104,182,4025,2013
RI,96,RI,RI Total Migration US and Foreign,14470,24595,923298,2013
RI,97,RI,RI Total Migration US,14138,23964,905255,2013
RI,98,RI,RI Total Migration Foreign,332,631,18043,2013
RI,44,RI,RI Non-migrants,398640,802340,27254611,2013
RI,25,MA,Massachusetts,4271,6831,268011,2013
RI,12,FL,Florida,1411,2365,79916,2013
RI,9,CT,Connecticut,1363,2177,112872,2013
RI,36,NY,New York,1221,2068,73208,2013
RI,6,CA,California,676,1283,41492,2013
RI,48,TX,Texas,530,889,69776,2013
RI,51,VA,Virginia,423,904,28621,2013
RI,34,NJ,New Jersey,394,682,25188,2013
RI,42,PA,Pennsylvania,371,599,20131,2013
RI,57,FR,Foreign,332,631,18043,2013
RI,33,NH,New Hampshire,331,541,17330,2013
RI,37,NC,North Carolina,298,578,14205,2013
RI,13,GA,Georgia,237,449,11099,2013
RI,23,ME,Maine,210,343,7769,2013
RI,17,IL,Illinois,202,360,13779,2013
RI,24,MD,Maryland,192,331,12485,2013
RI,53,WA,Washington,159,293,7522,2013
RI,39,OH,Ohio,150,245,7588,2013
RI,45,SC,South Carolina,137,235,6207,2013
RI,4,AZ,Arizona,130,242,6993,2013
RI,8,CO,Colorado,122,225,6256,2013
RI,50,VT,Vermont,105,158,5258,2013
RI,47,TN,Tennessee,103,194,4624,2013
RI,26,MI,Michigan,94,142,3918,2013
RI,11,DC,District Of Columbia,80,137,6654,2013
RI,32,NV,Nevada,72,122,2836,2013
RI,27,MN,Minnesota,71,108,5865,2013
RI,15,HI,Hawaii,68,155,4419,2013
RI,22,LA,Louisiana,63,108,3505,2013
RI,21,KY,Kentucky,61,120,2644,2013
RI,18,IN,Indiana,58,108,8365,2013
RI,41,OR,Oregon,57,96,2635,2013
RI,29,MO,Missouri,55,99,2796,2013
RI,1,AL,Alabama,49,97,1912,2013
RI,55,WI,Wisconsin,42,73,2379,2013
RI,20,KS,Kansas,41,82,1942,2013
RI,40,OK,Oklahoma,38,89,2182,2013
RI,19,IA,Iowa,30,54,1205,2013
RI,49,UT,Utah,30,55,881,2013
RI,5,AR,Arkansas,28,58,1419,2013
RI,35,NM,New Mexico,28,42,4194,2013
RI,28,MS,Mississippi,28,45,919,2013
RI,2,AK,Alaska,24,41,1002,2013
RI,10,DE,Delaware,21,38,1195,2013
RI,54,WV,West Virginia,14,18,428,2013
RI,16,ID,Idaho,12,15,263,2013
RI,30,MT,Montana,11,16,391,2013
RI,38,ND,North Dakota,9,20,306,2013
RI,31,NE,Nebraska,9,20,454,2013
RI,46,SD,South Dakota,6,11,196,2013
RI,56,WY,Wyoming,3,3,25,2013
SC,96,SC,SC Total Migration US and Foreign,73516,147857,4381742,2013
SC,97,SC,SC Total Migration US,71961,144350,4299038,2013
SC,98,SC,SC Total Migration Foreign,1555,3507,82704,2013
SC,45,SC,SC Non-migrants,1581071,3489914,90088524,2013
SC,37,NC,North Carolina,13319,27605,705625,2013
SC,13,GA,Georgia,8402,17313,426202,2013
SC,12,FL,Florida,6739,12980,323090,2013
SC,36,NY,New York,4538,8542,297420,2013
SC,51,VA,Virginia,3781,7536,250558,2013
SC,42,PA,Pennsylvania,2834,5455,191423,2013
SC,48,TX,Texas,2729,5640,141996,2013
SC,39,OH,Ohio,2548,4890,192436,2013
SC,34,NJ,New Jersey,2266,4356,190003,2013
SC,6,CA,California,2245,4465,129442,2013
SC,47,TN,Tennessee,1952,3956,128087,2013
SC,24,MD,Maryland,1932,3696,137956,2013
SC,57,FR,Foreign,1555,3507,82704,2013
SC,26,MI,Michigan,1392,2708,96621,2013
SC,17,IL,Illinois,1338,2645,129142,2013
SC,9,CT,Connecticut,1190,2258,108688,2013
SC,25,MA,Massachusetts,1039,1867,73651,2013
SC,1,AL,Alabama,1033,2281,51453,2013
SC,18,IN,Indiana,1000,2018,56468,2013
SC,21,KY,Kentucky,942,1980,53858,2013
SC,53,WA,Washington,858,1986,49771,2013
SC,8,CO,Colorado,830,1748,48458,2013
SC,4,AZ,Arizona,720,1469,41977,2013
SC,54,WV,West Virginia,679,1259,36979,2013
SC,29,MO,Missouri,657,1397,42779,2013
SC,22,LA,Louisiana,533,1134,26400,2013
SC,55,WI,Wisconsin,526,1104,37731,2013
SC,28,MS,Mississippi,470,960,33587,2013
SC,40,OK,Oklahoma,403,893,22250,2013
SC,20,KS,Kansas,381,863,19185,2013
SC,32,NV,Nevada,380,726,17354,2013
SC,33,NH,New Hampshire,367,697,21796,2013
SC,15,HI,Hawaii,353,837,18644,2013
SC,5,AR,Arkansas,345,685,16850,2013
SC,27,MN,Minnesota,341,665,20737,2013
SC,23,ME,Maine,309,585,16894,2013
SC,41,OR,Oregon,250,482,11791,2013
SC,2,AK,Alaska,243,577,11667,2013
SC,19,IA,Iowa,242,462,14050,2013
SC,10,DE,Delaware,240,478,17865,2013
SC,35,NM,New Mexico,219,428,11257,2013
SC,49,UT,Utah,202,476,10376,2013
SC,44,RI,Rhode Island,200,381,13419,2013
SC,11,DC,District Of Columbia,186,277,15387,2013
SC,50,VT,Vermont,173,294,8202,2013
SC,31,NE,Nebraska,154,284,9171,2013
SC,30,MT,Montana,110,242,4518,2013
SC,16,ID,Idaho,106,248,4241,2013
SC,46,SD,South Dakota,95,177,4021,2013
SC,56,WY,Wyoming,90,182,4117,2013
SC,38,ND,North Dakota,80,163,3445,2013
SD,96,SD,SD Total Migration US and Foreign,15107,28480,716400,2013
SD,97,SD,SD Total Migration US,14892,28039,705427,2013
SD,98,SD,SD Total Migration Foreign,215,441,10973,2013
SD,46,SD,SD Non-migrants,304486,660312,20970077,2013
SD,27,MN,Minnesota,1808,3331,71825,2013
SD,12,FL,Florida,1346,2166,56970,2013
SD,19,IA,Iowa,1190,2242,60039,2013
SD,31,NE,Nebraska,969,1898,47966,2013
SD,6,CA,California,809,1555,48453,2013
SD,38,ND,North Dakota,776,1470,39785,2013
SD,48,TX,Texas,735,1448,34837,2013
SD,8,CO,Colorado,667,1286,32938,2013
SD,4,AZ,Arizona,544,1029,28343,2013
SD,56,WY,Wyoming,537,1006,24359,2013
SD,53,WA,Washington,346,672,15449,2013
SD,17,IL,Illinois,325,622,62153,2013
SD,13,GA,Georgia,277,477,9063,2013
SD,29,MO,Missouri,276,563,14677,2013
SD,20,KS,Kansas,275,526,14576,2013
SD,55,WI,Wisconsin,267,508,14983,2013
SD,30,MT,Montana,250,487,9357,2013
SD,26,MI,Michigan,232,426,8900,2013
SD,32,NV,Nevada,229,424,11545,2013
SD,57,FR,Foreign,215,441,10973,2013
SD,36,NY,New York,203,360,9337,2013
SD,51,VA,Virginia,199,400,15801,2013
SD,39,OH,Ohio,188,337,8256,2013
SD,37,NC,North Carolina,188,353,8121,2013
SD,42,PA,Pennsylvania,186,370,10867,2013
SD,40,OK,Oklahoma,159,320,6512,2013
SD,47,TN,Tennessee,153,294,5815,2013
SD,35,NM,New Mexico,145,315,6804,2013
SD,18,IN,Indiana,142,285,8500,2013
SD,41,OR,Oregon,135,229,7075,2013
SD,16,ID,Idaho,121,250,5551,2013
SD,49,UT,Utah,118,291,7120,2013
SD,2,AK,Alaska,117,268,6924,2013
SD,24,MD,Maryland,102,189,6496,2013
SD,45,SC,South Carolina,88,169,4034,2013
SD,21,KY,Kentucky,85,171,3654,2013
SD,34,NJ,New Jersey,84,154,3862,2013
SD,5,AR,Arkansas,79,167,8731,2013
SD,25,MA,Massachusetts,77,129,3905,2013
SD,1,AL,Alabama,77,155,-55629,2013
SD,22,LA,Louisiana,74,124,3038,2013
SD,28,MS,Mississippi,68,132,2407,2013
SD,9,CT,Connecticut,48,82,2580,2013
SD,15,HI,Hawaii,38,75,1733,2013
SD,54,WV,West Virginia,36,66,1540,2013
SD,33,NH,New Hampshire,33,63,1829,2013
SD,23,ME,Maine,28,48,1160,2013
SD,10,DE,Delaware,19,36,716,2013
SD,50,VT,Vermont,17,32,1048,2013
SD,11,DC,District Of Columbia,17,23,900,2013
SD,44,RI,Rhode Island,10,16,520,2013
TN,96,TN,TN Total Migration US and Foreign,86334,174743,4471875,2013
TN,97,TN,TN Total Migration US,85238,172349,4414126,2013
TN,98,TN,TN Total Migration Foreign,1096,2394,57749,2013
TN,47,TN,TN Non-migrants,2213171,4897674,133502614,2013
TN,12,FL,Florida,9259,17771,471001,2013
TN,13,GA,Georgia,7751,15745,367171,2013
TN,21,KY,Kentucky,5409,11553,228314,2013
TN,28,MS,Mississippi,5374,11851,204161,2013
TN,48,TX,Texas,4888,10300,297720,2013
TN,1,AL,Alabama,4140,8499,201352,2013
TN,37,NC,North Carolina,4056,8625,204407,2013
TN,6,CA,California,3965,7734,251353,2013
TN,51,VA,Virginia,3764,7588,202159,2013
TN,17,IL,Illinois,3460,6741,248417,2013
TN,39,OH,Ohio,2879,5574,152068,2013
TN,26,MI,Michigan,2724,5317,113551,2013
TN,36,NY,New York,2437,4432,126189,2013
TN,18,IN,Indiana,2261,4654,110474,2013
TN,5,AR,Arkansas,1983,4064,79286,2013
TN,45,SC,South Carolina,1791,3568,87859,2013
TN,29,MO,Missouri,1630,3316,70275,2013
TN,42,PA,Pennsylvania,1606,3015,85582,2013
TN,22,LA,Louisiana,1292,2753,60505,2013
TN,8,CO,Colorado,1194,2436,64647,2013
TN,4,AZ,Arizona,1156,2325,61765,2013
TN,57,FR,Foreign,1096,2394,57749,2013
TN,24,MD,Maryland,1068,2083,75015,2013
TN,53,WA,Washington,1004,2094,52975,2013
TN,55,WI,Wisconsin,970,1965,56891,2013
TN,34,NJ,New Jersey,933,1857,62473,2013
TN,40,OK,Oklahoma,676,1474,30364,2013
TN,20,KS,Kansas,663,1434,34682,2013
TN,25,MA,Massachusetts,625,1058,34947,2013
TN,27,MN,Minnesota,554,1093,32836,2013
TN,32,NV,Nevada,543,1044,26399,2013
TN,9,CT,Connecticut,519,992,69593,2013
TN,54,WV,West Virginia,516,1026,24485,2013
TN,19,IA,Iowa,499,944,25689,2013
TN,41,OR,Oregon,371,685,17211,2013
TN,15,HI,Hawaii,355,852,18188,2013
TN,2,AK,Alaska,346,838,20088,2013
TN,35,NM,New Mexico,326,654,16871,2013
TN,49,UT,Utah,309,737,17229,2013
TN,31,NE,Nebraska,251,487,12342,2013
TN,33,NH,New Hampshire,202,360,10506,2013
TN,23,ME,Maine,194,375,8468,2013
TN,16,ID,Idaho,177,384,8741,2013
TN,11,DC,District Of Columbia,176,260,11641,2013
TN,46,SD,South Dakota,151,287,7190,2013
TN,30,MT,Montana,148,285,14725,2013
TN,56,WY,Wyoming,146,303,7213,2013
TN,10,DE,Delaware,146,279,8281,2013
TN,44,RI,Rhode Island,134,232,6267,2013
TN,50,VT,Vermont,114,216,5598,2013
TN,38,ND,North Dakota,103,190,8959,2013
TX,96,TX,TX Total Migration US and Foreign,291659,595288,19446456,2013
TX,97,TX,TX Total Migration US,281543,572347,18628177,2013
TX,98,TX,TX Total Migration Foreign,10116,22941,818279,2013
TX,48,TX,TX Non-migrants,8560970,20049405,636191901,2013
TX,6,CA,California,30771,64053,2369471,2013
TX,12,FL,Florida,30296,53818,2290417,2013
TX,22,LA,Louisiana,14515,30214,981479,2013
TX,13,GA,Georgia,12735,26270,651069,2013
TX,36,NY,New York,12676,23044,793211,2013
TX,40,OK,Oklahoma,11287,23137,691106,2013
TX,17,IL,Illinois,10993,22858,789303,2013
TX,57,FR,Foreign,10116,22941,818279,2013
TX,8,CO,Colorado,9285,19601,985988,2013
TX,4,AZ,Arizona,8427,17835,439859,2013
TX,51,VA,Virginia,8179,17660,636534,2013
TX,37,NC,North Carolina,8101,18008,427539,2013
TX,35,NM,New Mexico,7672,16986,365201,2013
TX,5,AR,Arkansas,6831,14190,313656,2013
TX,53,WA,Washington,6503,13974,428620,2013
TX,39,OH,Ohio,6366,12552,389222,2013
TX,42,PA,Pennsylvania,6271,12183,443490,2013
TX,26,MI,Michigan,6213,12220,298750,2013
TX,47,TN,Tennessee,6145,12725,317820,2013
TX,29,MO,Missouri,6096,12289,320573,2013
TX,34,NJ,New Jersey,5389,10737,406795,2013
TX,20,KS,Kansas,5042,11311,310598,2013
TX,1,AL,Alabama,4536,9719,220678,2013
TX,24,MD,Maryland,4515,9218,321408,2013
TX,28,MS,Mississippi,4133,8480,174174,2013
TX,32,NV,Nevada,4094,8134,213751,2013
TX,18,IN,Indiana,4061,8366,209458,2013
TX,25,MA,Massachusetts,3390,6193,262721,2013
TX,27,MN,Minnesota,3379,7009,220625,2013
TX,55,WI,Wisconsin,3262,6626,186399,2013
TX,45,SC,South Carolina,3261,6755,158914,2013
TX,21,KY,Kentucky,2635,5749,131326,2013
TX,49,UT,Utah,2501,6054,139781,2013
TX,41,OR,Oregon,2395,4660,124148,2013
TX,15,HI,Hawaii,2233,5208,108473,2013
TX,19,IA,Iowa,2114,4209,104615,2013
TX,9,CT,Connecticut,1978,3861,235487,2013
TX,31,NE,Nebraska,1914,4024,105790,2013
TX,2,AK,Alaska,1829,4052,155071,2013
TX,56,WY,Wyoming,1214,2379,65162,2013
TX,16,ID,Idaho,1115,2587,59362,2013
TX,46,SD,South Dakota,914,1759,46830,2013
TX,30,MT,Montana,898,1693,51259,2013
TX,33,NH,New Hampshire,892,1639,53721,2013
TX,11,DC,District Of Columbia,829,1218,416525,2013
TX,54,WV,West Virginia,819,1617,50205,2013
TX,38,ND,North Dakota,803,1650,48183,2013
TX,23,ME,Maine,641,1182,31691,2013
TX,10,DE,Delaware,598,1222,35866,2013
TX,44,RI,Rhode Island,549,982,32744,2013
TX,50,VT,Vermont,248,437,13112,2013
UT,96,UT,UT Total Migration US and Foreign,33046,75056,1990598,2013
UT,97,UT,UT Total Migration US,32428,73505,1943649,2013
UT,98,UT,UT Total Migration Foreign,618,1551,46950,2013
UT,49,UT,UT Non-migrants,883831,2348033,60732227,2013
UT,6,CA,California,5544,12657,394739,2013
UT,16,ID,Idaho,2437,5739,95316,2013
UT,4,AZ,Arizona,2388,5785,115838,2013
UT,32,NV,Nevada,2278,5230,107004,2013
UT,48,TX,Texas,1965,4806,117306,2013
UT,8,CO,Colorado,1825,4099,105155,2013
UT,53,WA,Washington,1590,3681,87291,2013
UT,12,FL,Florida,1197,2613,63689,2013
UT,41,OR,Oregon,917,1917,45555,2013
UT,56,WY,Wyoming,882,2071,44028,2013
UT,36,NY,New York,725,1312,52940,2013
UT,51,VA,Virginia,628,1466,72204,2013
UT,57,FR,Foreign,618,1551,46950,2013
UT,35,NM,New Mexico,586,1368,26692,2013
UT,17,IL,Illinois,576,1224,42116,2013
UT,13,GA,Georgia,559,1294,33213,2013
UT,37,NC,North Carolina,492,1137,30580,2013
UT,42,PA,Pennsylvania,465,960,47830,2013
UT,39,OH,Ohio,448,963,29910,2013
UT,15,HI,Hawaii,441,1107,17791,2013
UT,30,MT,Montana,431,922,23486,2013
UT,29,MO,Missouri,389,957,21970,2013
UT,26,MI,Michigan,377,722,31537,2013
UT,2,AK,Alaska,343,791,16063,2013
UT,25,MA,Massachusetts,336,640,21962,2013
UT,40,OK,Oklahoma,333,808,22411,2013
UT,27,MN,Minnesota,323,622,17072,2013
UT,47,TN,Tennessee,307,645,24130,2013
UT,55,WI,Wisconsin,292,586,16366,2013
UT,34,NJ,New Jersey,286,551,29412,2013
UT,24,MD,Maryland,273,654,18467,2013
UT,18,IN,Indiana,258,556,13988,2013
UT,20,KS,Kansas,235,561,10135,2013
UT,45,SC,South Carolina,198,412,10313,2013
UT,19,IA,Iowa,195,442,9994,2013
UT,38,ND,North Dakota,194,456,11243,2013
UT,31,NE,Nebraska,179,405,10514,2013
UT,21,KY,Kentucky,172,406,8298,2013
UT,9,CT,Connecticut,168,360,33227,2013
UT,5,AR,Arkansas,167,404,8495,2013
UT,22,LA,Louisiana,159,344,7513,2013
UT,1,AL,Alabama,157,337,10242,2013
UT,28,MS,Mississippi,121,326,5076,2013
UT,46,SD,South Dakota,110,216,4415,2013
UT,33,NH,New Hampshire,101,200,6201,2013
UT,23,ME,Maine,94,166,4068,2013
UT,50,VT,Vermont,76,149,3657,2013
UT,54,WV,West Virginia,73,170,4620,2013
UT,11,DC,District Of Columbia,57,96,5405,2013
UT,44,RI,Rhode Island,42,82,2058,2013
UT,10,DE,Delaware,39,90,2119,2013
VT,96,VT,VT Total Migration US and Foreign,9670,15642,539766,2013
VT,97,VT,VT Total Migration US,9537,15405,530234,2013
VT,98,VT,VT Total Migration Foreign,133,237,9532,2013
VT,50,VT,VT Non-migrants,254197,501228,15566264,2013
VT,36,NY,New York,1433,2236,97345,2013
VT,33,NH,New Hampshire,1276,2124,53646,2013
VT,25,MA,Massachusetts,1221,1864,66664,2013
VT,12,FL,Florida,739,1144,23885,2013
VT,9,CT,Connecticut,465,748,38264,2013
VT,6,CA,California,424,637,26572,2013
VT,34,NJ,New Jersey,316,526,28520,2013
VT,42,PA,Pennsylvania,293,446,14238,2013
VT,23,ME,Maine,269,423,12484,2013
VT,37,NC,North Carolina,260,465,13063,2013
VT,51,VA,Virginia,240,464,15899,2013
VT,48,TX,Texas,213,404,12281,2013
VT,8,CO,Colorado,196,310,16473,2013
VT,57,FR,Foreign,133,237,9532,2013
VT,13,GA,Georgia,133,242,5066,2013
VT,4,AZ,Arizona,130,203,5448,2013
VT,24,MD,Maryland,129,203,8889,2013
VT,39,OH,Ohio,124,201,7923,2013
VT,44,RI,Rhode Island,123,196,6676,2013
VT,17,IL,Illinois,121,190,6857,2013
VT,53,WA,Washington,120,210,5630,2013
