Inflow_State,y1_statefips,Origin_State,Origin_Extended_Name,Num_Returns,Num_Exceptions,Adj_Gross_Income,Year
MD,46,SD,South Dakota,92,164,5956,2014
MA,96,MA,MA Total Migration-US and Foreign,75295,123903,5445749,2014
MA,97,MA,MA Total Migration-US,73210,120001,5210621,2014
MA,98,MA,MA Total Migration-Foreign,2085,3902,235128,2014
MA,97,MA,MA Total Migration-Same State,84810,135381,6493114,2014
MA,25,MA,MA Non-migrants,2539722,5185253,235511442,2014
MA,12,FL,Florida,9278,16257,789734,2014
MA,33,NH,New Hampshire,7807,13105,537802,2014
MA,36,NY,New York,7587,10641,495085,2014
MA,6,CA,California,7023,10635,579739,2014
MA,44,RI,Rhode Island,4290,6951,246252,2014
MA,9,CT,Connecticut,3981,6264,253885,2014
MA,48,TX,Texas,3440,6349,247678,2014
MA,23,ME,Maine,2391,3895,166222,2014
MA,37,NC,North Carolina,2306,4376,161710,2014
MA,57,FR,Foreign,2085,3902,235128,2014
MA,42,PA,Pennsylvania,2035,3407,140076,2014
MA,51,VA,Virginia,2005,3374,138955,2014
MA,34,NJ,New Jersey,1910,3207,129301,2014
MA,17,IL,Illinois,1517,2295,143492,2014
MA,13,GA,Georgia,1506,2810,98605,2014
MA,24,MD,Maryland,1344,2233,88222,2014
MA,8,CO,Colorado,1305,1920,81696,2014
MA,53,WA,Washington,1245,2020,103753,2014
MA,50,VT,Vermont,1148,1785,63332,2014
MA,45,SC,South Carolina,1064,1955,78985,2014
MA,4,AZ,Arizona,985,1709,64048,2014
MA,39,OH,Ohio,948,1673,63252,2014
MA,11,DC,District Of Columbia,787,931,49840,2014
MA,26,MI,Michigan,762,1277,52144,2014
MA,47,TN,Tennessee,636,1085,36969,2014
MA,41,OR,Oregon,594,911,38676,2014
MA,27,MN,Minnesota,467,819,38605,2014
MA,29,MO,Missouri,393,656,27547,2014
MA,18,IN,Indiana,387,671,29360,2014
MA,32,NV,Nevada,371,572,27648,2014
MA,22,LA,Louisiana,351,550,17113,2014
MA,55,WI,Wisconsin,346,551,21074,2014
MA,49,UT,Utah,292,550,44373,2014
MA,15,HI,Hawaii,286,433,15821,2014
MA,21,KY,Kentucky,275,472,13999,2014
MA,1,AL,Alabama,267,470,14690,2014
MA,35,NM,New Mexico,229,375,16416,2014
MA,40,OK,Oklahoma,207,373,9374,2014
MA,20,KS,Kansas,174,300,12065,2014
MA,10,DE,Delaware,155,260,10247,2014
MA,5,AR,Arkansas,136,244,7723,2014
MA,19,IA,Iowa,134,234,7297,2014
MA,2,AK,Alaska,132,225,6622,2014
MA,28,MS,Mississippi,123,213,6147,2014
MA,30,MT,Montana,111,154,6045,2014
MA,31,NE,Nebraska,109,186,5772,2014
MA,16,ID,Idaho,94,179,5869,2014
MA,54,WV,West Virginia,88,151,5040,2014
MA,56,WY,Wyoming,65,96,7355,2014
MA,46,SD,South Dakota,62,91,2326,2014
MA,38,ND,North Dakota,62,111,2641,2014
MI,96,MI,MI Total Migration-US and Foreign,76962,140941,4245297,2014
MI,97,MI,MI Total Migration-US,75111,137329,4104897,2014
MI,98,MI,MI Total Migration-Foreign,1851,3612,140400,2014
MI,97,MI,MI Total Migration-Same State,141597,259338,7159983,2014
MI,26,MI,MI Non-migrants,3598621,7686856,224409042,2014
MI,12,FL,Florida,9771,17655,724994,2014
MI,48,TX,Texas,8111,15872,353864,2014
MI,6,CA,California,5104,8589,310707,2014
MI,39,OH,Ohio,5010,9324,253403,2014
MI,17,IL,Illinois,4583,7339,262698,2014
MI,18,IN,Indiana,4150,7978,186392,2014
MI,13,GA,Georgia,2908,5901,144094,2014
MI,37,NC,North Carolina,2594,5001,137194,2014
MI,4,AZ,Arizona,2554,4745,141179,2014
MI,47,TN,Tennessee,2503,4808,112477,2014
MI,55,WI,Wisconsin,2391,4258,115581,2014
MI,36,NY,New York,2097,3341,112946,2014
MI,8,CO,Colorado,1959,3245,91627,2014
MI,57,FR,Foreign,1851,3612,140400,2014
MI,51,VA,Virginia,1659,3078,96662,2014
MI,53,WA,Washington,1449,2475,83835,2014
MI,45,SC,South Carolina,1368,2646,99665,2014
MI,42,PA,Pennsylvania,1361,2457,88880,2014
MI,21,KY,Kentucky,1212,2452,58942,2014
MI,27,MN,Minnesota,1115,2047,63804,2014
MI,29,MO,Missouri,996,1872,56690,2014
MI,32,NV,Nevada,983,1737,45500,2014
MI,1,AL,Alabama,951,1933,39132,2014
MI,24,MD,Maryland,869,1443,46370,2014
MI,25,MA,Massachusetts,729,1249,54548,2014
MI,41,OR,Oregon,699,1152,32430,2014
MI,34,NJ,New Jersey,611,1145,40662,2014
MI,19,IA,Iowa,561,1075,27957,2014
MI,22,LA,Louisiana,545,1005,21680,2014
MI,38,ND,North Dakota,527,945,22619,2014
MI,40,OK,Oklahoma,489,955,19010,2014
MI,5,AR,Arkansas,443,901,17386,2014
MI,20,KS,Kansas,442,848,21845,2014
MI,28,MS,Mississippi,423,875,16477,2014
MI,9,CT,Connecticut,383,673,27303,2014
MI,49,UT,Utah,362,778,23792,2014
MI,35,NM,New Mexico,339,588,15435,2014
MI,15,HI,Hawaii,320,545,12539,2014
MI,11,DC,District Of Columbia,318,391,19842,2014
MI,2,AK,Alaska,302,498,12100,2014
MI,30,MT,Montana,241,381,9234,2014
MI,56,WY,Wyoming,238,417,11597,2014
MI,31,NE,Nebraska,233,453,10298,2014
MI,54,WV,West Virginia,221,446,8528,2014
MI,46,SD,South Dakota,193,377,9289,2014
MI,16,ID,Idaho,193,401,9092,2014
MI,23,ME,Maine,164,289,9004,2014
MI,33,NH,New Hampshire,147,258,10144,2014
MI,10,DE,Delaware,109,192,5896,2014
MI,44,RI,Rhode Island,98,151,5335,2014
MI,50,VT,Vermont,83,145,4219,2014
MN,96,MN,MN Total Migration-US and Foreign,49797,90312,3486239,2014
MN,97,MN,MN Total Migration-US,48800,88357,3404091,2014
MN,98,MN,MN Total Migration-Foreign,997,1955,82148,2014
MN,97,MN,MN Total Migration-Same State,101910,181131,4859791,2014
MN,27,MN,MN Non-migrants,2039343,4401168,155879067,2014
MN,55,WI,Wisconsin,6140,10591,313055,2014
MN,38,ND,North Dakota,4272,7131,200809,2014
MN,6,CA,California,3752,6474,280510,2014
MN,48,TX,Texas,3603,7434,239168,2014
MN,12,FL,Florida,3363,6307,443987,2014
MN,4,AZ,Arizona,2352,4295,275547,2014
MN,19,IA,Iowa,2230,4197,101411,2014
MN,17,IL,Illinois,2155,3762,124312,2014
MN,8,CO,Colorado,1934,3346,115097,2014
MN,46,SD,South Dakota,1657,2967,87183,2014
MN,53,WA,Washington,1383,2363,85682,2014
MN,36,NY,New York,1076,1593,174314,2014
MN,37,NC,North Carolina,1002,1911,82359,2014
MN,57,FR,Foreign,997,1955,82148,2014
MN,13,GA,Georgia,910,1834,72917,2014
MN,26,MI,Michigan,901,1684,54627,2014
MN,29,MO,Missouri,758,1427,46157,2014
MN,39,OH,Ohio,697,1337,53567,2014
MN,51,VA,Virginia,688,1292,46058,2014
MN,41,OR,Oregon,685,1180,35017,2014
MN,47,TN,Tennessee,634,1234,47247,2014
MN,32,NV,Nevada,634,1088,49396,2014
MN,18,IN,Indiana,598,1161,33567,2014
MN,42,PA,Pennsylvania,583,1096,47933,2014
MN,31,NE,Nebraska,565,1140,25474,2014
MN,25,MA,Massachusetts,511,824,41146,2014
MN,20,KS,Kansas,477,924,-5977,2014
MN,30,MT,Montana,423,758,26270,2014
MN,24,MD,Maryland,371,651,24705,2014
MN,45,SC,South Carolina,365,778,27584,2014
MN,34,NJ,New Jersey,360,660,25848,2014
MN,49,UT,Utah,309,637,21467,2014
MN,40,OK,Oklahoma,303,648,14879,2014
MN,21,KY,Kentucky,281,525,16069,2014
MN,5,AR,Arkansas,279,580,19103,2014
MN,35,NM,New Mexico,268,448,13741,2014
MN,2,AK,Alaska,264,452,11589,2014
MN,15,HI,Hawaii,252,405,10504,2014
MN,16,ID,Idaho,216,449,16008,2014
MN,22,LA,Louisiana,216,374,10873,2014
MN,1,AL,Alabama,211,476,12248,2014
MN,9,CT,Connecticut,204,359,16720,2014
MN,56,WY,Wyoming,192,362,17549,2014
MN,11,DC,District Of Columbia,185,229,17575,2014
MN,28,MS,Mississippi,145,282,5274,2014
MN,23,ME,Maine,96,172,5543,2014
MN,33,NH,New Hampshire,78,129,5938,2014
MN,44,RI,Rhode Island,63,113,4843,2014
MN,50,VT,Vermont,54,83,2651,2014
MN,10,DE,Delaware,53,90,3115,2014
MN,54,WV,West Virginia,52,105,3433,2014
MS,96,MS,MS Total Migration-US and Foreign,32801,67275,1379863,2014
MS,97,MS,MS Total Migration-US,32279,66220,1357443,2014
MS,98,MS,MS Total Migration-Foreign,522,1055,22420,2014
MS,97,MS,MS Total Migration-Same State,41200,88852,1494748,2014
MS,28,MS,MS Non-migrants,952984,2166148,48889164,2014
MS,48,TX,Texas,5130,10630,194347,2014
MS,47,TN,Tennessee,5040,10508,193552,2014
MS,22,LA,Louisiana,3536,7109,151420,2014
MS,1,AL,Alabama,2796,5857,124921,2014
MS,12,FL,Florida,2316,4641,122706,2014
MS,13,GA,Georgia,1894,3931,75796,2014
MS,6,CA,California,1120,2254,54590,2014
MS,5,AR,Arkansas,975,2110,39656,2014
MS,37,NC,North Carolina,756,1548,31355,2014
MS,51,VA,Virginia,736,1505,31209,2014
MS,17,IL,Illinois,685,1377,26591,2014
MS,57,FR,Foreign,522,1055,22420,2014
MS,29,MO,Missouri,519,1116,20595,2014
MS,8,CO,Colorado,447,878,17928,2014
MS,45,SC,South Carolina,423,887,20704,2014
MS,39,OH,Ohio,414,847,17226,2014
MS,40,OK,Oklahoma,394,817,13798,2014
MS,26,MI,Michigan,376,760,13627,2014
MS,36,NY,New York,359,660,14721,2014
MS,53,WA,Washington,337,688,14426,2014
MS,4,AZ,Arizona,332,646,13913,2014
MS,18,IN,Indiana,331,700,12269,2014
MS,21,KY,Kentucky,323,675,12534,2014
MS,42,PA,Pennsylvania,271,505,12668,2014
MS,55,WI,Wisconsin,262,545,7184,2014
MS,24,MD,Maryland,231,415,10726,2014
MS,32,NV,Nevada,224,419,24993,2014
MS,20,KS,Kansas,185,418,7446,2014
MS,27,MN,Minnesota,166,331,5691,2014
MS,19,IA,Iowa,149,315,5330,2014
MS,34,NJ,New Jersey,144,275,5739,2014
MS,35,NM,New Mexico,124,256,5989,2014
MS,25,MA,Massachusetts,123,226,4863,2014
MS,41,OR,Oregon,119,234,4593,2014
MS,2,AK,Alaska,110,247,4841,2014
MS,31,NE,Nebraska,101,208,4217,2014
MS,15,HI,Hawaii,99,207,4361,2014
MS,49,UT,Utah,98,236,4182,2014
MS,38,ND,North Dakota,91,194,4110,2014
MS,54,WV,West Virginia,67,136,2508,2014
MS,16,ID,Idaho,66,124,2646,2014
MS,11,DC,District Of Columbia,63,88,3154,2014
MS,56,WY,Wyoming,61,113,2049,2014
MS,30,MT,Montana,58,140,2436,2014
MS,9,CT,Connecticut,45,73,1362,2014
MS,23,ME,Maine,40,79,1815,2014
MS,46,SD,South Dakota,39,88,2088,2014
MS,10,DE,Delaware,34,77,1482,2014
MS,33,NH,New Hampshire,31,60,1541,2014
MS,44,RI,Rhode Island,27,45,1187,2014
MS,50,VT,Vermont,12,22,357,2014
MO,96,MO,MO Total Migration-US and Foreign,64987,124600,3364024,2014
MO,97,MO,MO Total Migration-US,63934,122407,3307971,2014
MO,98,MO,MO Total Migration-Foreign,1053,2193,56053,2014
MO,97,MO,MO Total Migration-Same State,94877,181792,3645527,2014
MO,29,MO,MO Non-migrants,2097523,4527845,131626744,2014
MO,20,KS,Kansas,9644,17526,486802,2014
MO,48,TX,Texas,6582,13217,347527,2014
MO,17,IL,Illinois,6226,11195,283981,2014
MO,12,FL,Florida,4405,8278,319209,2014
MO,6,CA,California,3498,6208,169971,2014
MO,5,AR,Arkansas,2738,5686,107605,2014
MO,8,CO,Colorado,2171,3891,114528,2014
MO,40,OK,Oklahoma,1994,4093,76077,2014
MO,47,TN,Tennessee,1649,3148,85308,2014
MO,19,IA,Iowa,1598,3152,67800,2014
MO,4,AZ,Arizona,1598,3085,93046,2014
MO,13,GA,Georgia,1577,3168,79280,2014
MO,37,NC,North Carolina,1434,2981,83874,2014
MO,53,WA,Washington,1251,2430,64387,2014
MO,36,NY,New York,1138,1869,66119,2014
MO,39,OH,Ohio,1101,2190,74230,2014
MO,51,VA,Virginia,1100,2093,60404,2014
MO,18,IN,Indiana,1091,2222,51645,2014
MO,57,FR,Foreign,1053,2193,56053,2014
MO,26,MI,Michigan,928,1828,45564,2014
MO,31,NE,Nebraska,901,1785,41229,2014
MO,21,KY,Kentucky,822,1710,36613,2014
MO,55,WI,Wisconsin,800,1549,43148,2014
MO,27,MN,Minnesota,772,1514,42504,2014
MO,22,LA,Louisiana,748,1491,39855,2014
MO,42,PA,Pennsylvania,694,1367,41686,2014
MO,45,SC,South Carolina,619,1262,36584,2014
MO,1,AL,Alabama,601,1266,31091,2014
MO,41,OR,Oregon,582,1104,26301,2014
MO,32,NV,Nevada,567,1014,25189,2014
MO,28,MS,Mississippi,518,1075,21257,2014
MO,24,MD,Maryland,479,918,29697,2014
MO,25,MA,Massachusetts,416,699,26732,2014
MO,49,UT,Utah,383,947,18486,2014
MO,35,NM,New Mexico,357,691,15990,2014
MO,34,NJ,New Jersey,349,603,18717,2014
MO,15,HI,Hawaii,328,715,16656,2014
MO,46,SD,South Dakota,289,608,13573,2014
MO,38,ND,North Dakota,266,534,11929,2014
MO,2,AK,Alaska,244,491,10023,2014
MO,30,MT,Montana,230,489,9843,2014
MO,16,ID,Idaho,227,536,11000,2014
MO,56,WY,Wyoming,182,347,7618,2014
MO,9,CT,Connecticut,178,313,19204,2014
MO,11,DC,District Of Columbia,165,204,10959,2014
MO,54,WV,West Virginia,113,244,4705,2014
MO,23,ME,Maine,97,169,3854,2014
MO,10,DE,Delaware,90,167,5116,2014
MO,33,NH,New Hampshire,86,153,4218,2014
MO,44,RI,Rhode Island,55,87,3810,2014
MO,50,VT,Vermont,53,95,3026,2014
MT,96,MT,MT Total Migration-US and Foreign,15430,27893,687081,2014
MT,97,MT,MT Total Migration-US,15180,27411,674656,2014
MT,98,MT,MT Total Migration-Foreign,250,482,12425,2014
MT,97,MT,MT Total Migration-Same State,12154,22035,482107,2014
MT,30,MT,MT Non-migrants,376543,775865,22037437,2014
MT,53,WA,Washington,1817,3216,81614,2014
MT,6,CA,California,1189,1986,49707,2014
MT,16,ID,Idaho,966,1811,41125,2014
MT,38,ND,North Dakota,939,1704,51090,2014
MT,8,CO,Colorado,906,1546,43956,2014
MT,41,OR,Oregon,857,1427,32196,2014
MT,4,AZ,Arizona,825,1492,37874,2014
MT,48,TX,Texas,824,1544,40668,2014
MT,56,WY,Wyoming,721,1298,35278,2014
MT,12,FL,Florida,554,1026,28362,2014
MT,49,UT,Utah,449,940,18967,2014
MT,32,NV,Nevada,411,791,3045,2014
MT,27,MN,Minnesota,341,568,13546,2014
MT,2,AK,Alaska,285,511,13032,2014
MT,57,FR,Foreign,250,482,12425,2014
MT,46,SD,South Dakota,248,478,10293,2014
MT,26,MI,Michigan,221,418,9401,2014
MT,17,IL,Illinois,206,344,13851,2014
MT,36,NY,New York,205,314,6804,2014
MT,29,MO,Missouri,204,419,8425,2014
MT,51,VA,Virginia,203,392,9033,2014
MT,37,NC,North Carolina,182,329,7745,2014
MT,13,GA,Georgia,181,383,8420,2014
MT,47,TN,Tennessee,168,297,7736,2014
MT,39,OH,Ohio,168,310,6431,2014
MT,55,WI,Wisconsin,167,299,7104,2014
MT,35,NM,New Mexico,167,317,7955,2014
MT,40,OK,Oklahoma,163,326,6937,2014
MT,42,PA,Pennsylvania,146,246,7315,2014
MT,31,NE,Nebraska,127,242,4640,2014
MT,15,HI,Hawaii,123,214,10042,2014
MT,19,IA,Iowa,116,217,5252,2014
MT,20,KS,Kansas,113,225,4568,2014
MT,18,IN,Indiana,113,209,4645,2014
MT,45,SC,South Carolina,97,194,4719,2014
MT,5,AR,Arkansas,92,200,3269,2014
MT,25,MA,Massachusetts,89,122,2827,2014
MT,1,AL,Alabama,85,173,4277,2014
MT,24,MD,Maryland,83,138,3752,2014
MT,22,LA,Louisiana,78,146,3236,2014
MT,21,KY,Kentucky,64,121,3105,2014
MT,28,MS,Mississippi,48,103,2336,2014
MT,50,VT,Vermont,41,59,1350,2014
MT,34,NJ,New Jersey,40,60,1666,2014
MT,54,WV,West Virginia,35,81,1860,2014
MT,33,NH,New Hampshire,33,51,1477,2014
MT,11,DC,District Of Columbia,31,35,1178,2014
MT,23,ME,Maine,30,52,1652,2014
MT,9,CT,Connecticut,29,37,894,2014
MT,10,DE,Delaware,-1,-1,-1,2014
MT,44,RI,Rhode Island,-1,-1,-1,2014
NE,96,NE,NE Total Migration-US and Foreign,21458,42079,1155428,2014
NE,97,NE,NE Total Migration-US,21085,41294,1135971,2014
NE,98,NE,NE Total Migration-Foreign,373,785,19457,2014
NE,97,NE,NE Total Migration-Same State,25706,48170,1080884,2014
NE,31,NE,NE Non-migrants,680685,1520210,45865485,2014
NE,19,IA,Iowa,2790,5441,117982,2014
NE,48,TX,Texas,2009,4307,104168,2014
NE,8,CO,Colorado,1916,3498,120744,2014
NE,6,CA,California,1224,2342,59735,2014
NE,20,KS,Kansas,1131,2189,53886,2014
NE,12,FL,Florida,1046,1928,72180,2014
NE,29,MO,Missouri,991,1896,49631,2014
NE,46,SD,South Dakota,908,1714,42797,2014
NE,4,AZ,Arizona,858,1596,52254,2014
NE,27,MN,Minnesota,679,1304,36329,2014
NE,17,IL,Illinois,596,1069,39750,2014
NE,53,WA,Washington,467,902,22880,2014
NE,56,WY,Wyoming,420,846,19040,2014
NE,57,FR,Foreign,373,785,19457,2014
NE,40,OK,Oklahoma,352,754,16039,2014
NE,37,NC,North Carolina,341,669,20044,2014
NE,51,VA,Virginia,330,719,19302,2014
NE,13,GA,Georgia,300,667,15425,2014
NE,55,WI,Wisconsin,289,554,15597,2014
NE,36,NY,New York,287,473,13688,2014
NE,32,NV,Nevada,282,516,19047,2014
NE,41,OR,Oregon,271,484,17555,2014
NE,39,OH,Ohio,266,542,13932,2014
NE,26,MI,Michigan,230,452,15900,2014
NE,47,TN,Tennessee,226,425,9710,2014
NE,42,PA,Pennsylvania,218,433,12807,2014
NE,38,ND,North Dakota,213,443,9597,2014
NE,5,AR,Arkansas,211,446,11734,2014
NE,18,IN,Indiana,201,450,13627,2014
NE,49,UT,Utah,176,445,8578,2014
NE,45,SC,South Carolina,175,370,9315,2014
NE,35,NM,New Mexico,162,312,8170,2014
NE,30,MT,Montana,155,316,6841,2014
NE,22,LA,Louisiana,153,312,6360,2014
NE,24,MD,Maryland,148,324,30186,2014
NE,16,ID,Idaho,141,315,6259,2014
NE,1,AL,Alabama,137,336,7036,2014
NE,21,KY,Kentucky,134,285,5469,2014
NE,34,NJ,New Jersey,113,220,7569,2014
NE,28,MS,Mississippi,97,201,4307,2014
NE,15,HI,Hawaii,92,174,3402,2014
NE,25,MA,Massachusetts,83,144,4431,2014
NE,2,AK,Alaska,74,149,3251,2014
NE,9,CT,Connecticut,35,60,1851,2014
NE,11,DC,District Of Columbia,32,37,1258,2014
NE,23,ME,Maine,26,43,1006,2014
NE,54,WV,West Virginia,24,38,872,2014
NE,44,RI,Rhode Island,23,51,1112,2014
NE,50,VT,Vermont,18,40,1114,2014
NE,10,DE,Delaware,18,36,1241,2014
NE,33,NH,New Hampshire,17,27,965,2014
NV,96,NV,NV Total Migration-US and Foreign,48667,93798,2023228,2014
NV,97,NV,NV Total Migration-US,47663,91874,1949375,2014
NV,98,NV,NV Total Migration-Foreign,1004,1924,73853,2014
NV,97,NV,NV Total Migration-Same State,8534,16312,405915,2014
NV,32,NV,NV Non-migrants,998824,2162286,62368365,2014
NV,6,CA,California,13640,25733,627244,2014
NV,48,TX,Texas,4149,8505,229428,2014
NV,4,AZ,Arizona,3252,6507,104308,2014
NV,12,FL,Florida,2628,4662,130939,2014
NV,53,WA,Washington,2281,4391,-184768,2014
NV,49,UT,Utah,2056,4767,125462,2014
NV,8,CO,Colorado,1807,3516,45251,2014
NV,41,OR,Oregon,1587,2930,74325,2014
NV,16,ID,Idaho,1016,2165,49699,2014
NV,57,FR,Foreign,1004,1924,73853,2014
NV,36,NY,New York,994,1655,56537,2014
NV,17,IL,Illinois,927,1700,56738,2014
NV,26,MI,Michigan,740,1339,35795,2014
NV,13,GA,Georgia,735,1424,32617,2014
NV,15,HI,Hawaii,731,1385,32223,2014
NV,39,OH,Ohio,706,1321,30781,2014
NV,51,VA,Virginia,686,1395,46242,2014
NV,37,NC,North Carolina,652,1262,28986,2014
NV,35,NM,New Mexico,582,1210,30039,2014
NV,42,PA,Pennsylvania,565,1033,30726,2014
NV,29,MO,Missouri,522,1002,24256,2014
NV,40,OK,Oklahoma,471,977,18898,2014
NV,47,TN,Tennessee,465,865,24923,2014
NV,30,MT,Montana,443,816,22294,2014
NV,27,MN,Minnesota,423,785,19002,2014
NV,18,IN,Indiana,423,820,17550,2014
NV,34,NJ,New Jersey,387,668,21388,2014
NV,24,MD,Maryland,361,633,20007,2014
NV,55,WI,Wisconsin,354,636,13219,2014
NV,20,KS,Kansas,312,620,7499,2014
NV,2,AK,Alaska,311,564,13844,2014
NV,25,MA,Massachusetts,296,466,15652,2014
NV,22,LA,Louisiana,296,525,13307,2014
NV,45,SC,South Carolina,281,566,14423,2014
NV,38,ND,North Dakota,279,583,10887,2014
NV,56,WY,Wyoming,274,543,13022,2014
NV,1,AL,Alabama,232,517,11125,2014
NV,19,IA,Iowa,230,433,10427,2014
NV,31,NE,Nebraska,225,451,11274,2014
NV,5,AR,Arkansas,217,428,7893,2014
NV,21,KY,Kentucky,215,412,9705,2014
NV,46,SD,South Dakota,183,369,9850,2014
NV,28,MS,Mississippi,180,388,7545,2014
NV,9,CT,Connecticut,124,196,7565,2014
NV,33,NH,New Hampshire,92,167,4154,2014
NV,54,WV,West Virginia,71,128,3222,2014
NV,11,DC,District Of Columbia,70,102,3759,2014
NV,44,RI,Rhode Island,64,103,3364,2014
NV,23,ME,Maine,54,85,2334,2014
NV,10,DE,Delaware,46,86,3055,2014
NV,50,VT,Vermont,28,40,1357,2014
NH,96,NH,NH Total Migration-US and Foreign,21289,35446,1324093,2014
NH,97,NH,NH Total Migration-US,20951,34827,1298021,2014
NH,98,NH,NH Total Migration-Foreign,338,619,26072,2014
NH,97,NH,NH Total Migration-Same State,14548,24102,718054,2014
NH,33,NH,NH Non-migrants,525205,1071564,39968705,2014
NH,25,MA,Massachusetts,6036,9236,352103,2014
NH,12,FL,Florida,2412,4220,169151,2014
NH,23,ME,Maine,1875,3092,94646,2014
NH,50,VT,Vermont,1225,1968,51521,2014
NH,36,NY,New York,951,1468,51079,2014
NH,6,CA,California,877,1336,87410,2014
NH,48,TX,Texas,750,1402,46067,2014
NH,37,NC,North Carolina,658,1254,39956,2014
NH,9,CT,Connecticut,495,797,31958,2014
NH,51,VA,Virginia,422,769,25424,2014
NH,42,PA,Pennsylvania,395,709,23887,2014
NH,45,SC,South Carolina,386,755,22851,2014
NH,8,CO,Colorado,382,588,44530,2014
NH,57,FR,Foreign,338,619,26072,2014
NH,4,AZ,Arizona,316,584,43094,2014
NH,13,GA,Georgia,297,586,17084,2014
NH,44,RI,Rhode Island,260,425,13824,2014
NH,34,NJ,New Jersey,259,434,18375,2014
NH,53,WA,Washington,239,402,13310,2014
NH,39,OH,Ohio,237,451,13793,2014
NH,24,MD,Maryland,226,390,16619,2014
NH,17,IL,Illinois,193,340,12141,2014
NH,47,TN,Tennessee,180,313,11958,2014
NH,26,MI,Michigan,163,312,12380,2014
NH,41,OR,Oregon,137,211,4131,2014
NH,49,UT,Utah,104,187,4902,2014
NH,32,NV,Nevada,99,166,4666,2014
NH,55,WI,Wisconsin,96,191,5846,2014
NH,18,IN,Indiana,93,177,5220,2014
NH,29,MO,Missouri,89,183,5063,2014
NH,15,HI,Hawaii,86,132,4384,2014
NH,27,MN,Minnesota,83,143,6665,2014
NH,22,LA,Louisiana,80,125,3945,2014
NH,21,KY,Kentucky,80,134,3066,2014
NH,1,AL,Alabama,76,138,3196,2014
NH,11,DC,District Of Columbia,69,84,3455,2014
NH,35,NM,New Mexico,65,121,3205,2014
NH,30,MT,Montana,61,84,2251,2014
NH,2,AK,Alaska,55,87,2558,2014
NH,40,OK,Oklahoma,53,107,2360,2014
NH,20,KS,Kansas,44,86,2762,2014
NH,5,AR,Arkansas,44,83,2588,2014
NH,10,DE,Delaware,43,72,2821,2014
NH,19,IA,Iowa,41,78,1781,2014
NH,31,NE,Nebraska,39,77,1574,2014
NH,28,MS,Mississippi,34,62,1350,2014
NH,54,WV,West Virginia,33,69,1552,2014
NH,56,WY,Wyoming,32,48,1523,2014
NH,16,ID,Idaho,30,55,1330,2014
NH,38,ND,North Dakota,29,49,866,2014
NH,46,SD,South Dakota,22,47,1801,2014
NJ,96,NJ,NJ Total Migration-US and Foreign,106155,193002,9110867,2014
NJ,97,NJ,NJ Total Migration-US,103380,187101,8806488,2014
NJ,98,NJ,NJ Total Migration-Foreign,2775,5901,304379,2014
NJ,97,NJ,NJ Total Migration-Same State,105767,190549,7519137,2014
NJ,34,NJ,NJ Non-migrants,3319345,7210580,300934882,2014
NJ,36,NY,New York,22299,35681,2284556,2014
NJ,12,FL,Florida,14863,27797,1508519,2014
NJ,42,PA,Pennsylvania,14842,25831,1050042,2014
NJ,6,CA,California,6205,10893,598241,2014
NJ,48,TX,Texas,5490,12123,409799,2014
NJ,37,NC,North Carolina,4686,9647,329450,2014
NJ,24,MD,Maryland,4008,7500,216233,2014
NJ,51,VA,Virginia,3554,6519,244192,2014
NJ,13,GA,Georgia,3066,6280,196955,2014
NJ,57,FR,Foreign,2775,5901,304379,2014
NJ,25,MA,Massachusetts,2573,4297,232062,2014
NJ,45,SC,South Carolina,2249,4317,174100,2014
NJ,9,CT,Connecticut,1880,3401,195737,2014
NJ,10,DE,Delaware,1686,3063,127116,2014
NJ,17,IL,Illinois,1518,2911,146404,2014
NJ,8,CO,Colorado,1205,2014,88335,2014
NJ,4,AZ,Arizona,1203,2208,111576,2014
NJ,39,OH,Ohio,1189,2437,93158,2014
NJ,47,TN,Tennessee,915,1872,70812,2014
NJ,53,WA,Washington,897,1587,68868,2014
NJ,26,MI,Michigan,715,1494,61976,2014
NJ,32,NV,Nevada,705,1229,40577,2014
NJ,11,DC,District Of Columbia,499,598,28848,2014
NJ,18,IN,Indiana,495,1030,35918,2014
NJ,29,MO,Missouri,415,781,58355,2014
NJ,27,MN,Minnesota,404,751,39220,2014
NJ,22,LA,Louisiana,398,721,21692,2014
NJ,33,NH,New Hampshire,391,746,38209,2014
NJ,41,OR,Oregon,379,659,25268,2014
NJ,23,ME,Maine,373,649,25709,2014
NJ,55,WI,Wisconsin,359,717,34155,2014
NJ,21,KY,Kentucky,343,721,18071,2014
NJ,15,HI,Hawaii,343,594,18563,2014
NJ,44,RI,Rhode Island,342,554,28582,2014
NJ,1,AL,Alabama,328,649,15901,2014
NJ,40,OK,Oklahoma,258,490,13546,2014
NJ,50,VT,Vermont,255,433,24606,2014
NJ,20,KS,Kansas,241,482,19300,2014
NJ,49,UT,Utah,231,484,20871,2014
NJ,54,WV,West Virginia,229,413,12675,2014
NJ,35,NM,New Mexico,198,351,11169,2014
NJ,5,AR,Arkansas,198,414,13684,2014
NJ,19,IA,Iowa,181,358,9702,2014
NJ,28,MS,Mississippi,162,323,6862,2014
NJ,31,NE,Nebraska,123,217,8126,2014
NJ,2,AK,Alaska,120,212,5144,2014
NJ,30,MT,Montana,92,154,6040,2014
NJ,16,ID,Idaho,85,163,6824,2014
