Inflow_State,y1_statefips,Origin_State,Origin_Extended_Name,Num_Returns,Num_Exceptions,Adj_Gross_Income,Year
AL,96,AL,AL Total Migration-US and Foreign,45226,89318,2474087,2018
AL,97,AL,AL Total Migration-US,44600,87927,2439333,2018
AL,98,AL,AL Total Migration-Foreign,626,1391,34755,2018
AL,97,AL,AL Total Migration-Same State,59337,119622,2833824,2018
AL,1,AL,AL Non-migrants,1582765,3468405,104423723,2018
AL,13,GA,Georgia,8046,15813,382562,2018
AL,12,FL,Florida,6859,13261,415716,2018
AL,47,TN,Tennessee,4097,7803,218707,2018
AL,48,TX,Texas,3436,7080,197865,2018
AL,28,MS,Mississippi,2387,4925,111077,2018
AL,37,NC,North Carolina,1705,3372,96085,2018
AL,6,CA,California,1531,2797,80557,2018
AL,51,VA,Virginia,1327,2772,93065,2018
AL,22,LA,Louisiana,1156,2201,63399,2018
AL,45,SC,South Carolina,1060,2264,83605,2018
AL,8,CO,Colorado,928,1785,62049,2018
AL,36,NY,New York,838,1552,39660,2018
AL,39,OH,Ohio,819,1625,41016,2018
AL,17,IL,Illinois,750,1429,37299,2018
AL,21,KY,Kentucky,743,1519,36672,2018
AL,26,MI,Michigan,706,1362,35040,2018
AL,53,WA,Washington,692,1375,39495,2018
AL,18,IN,Indiana,633,1260,29313,2018
AL,57,FR,Foreign,626,1391,34755,2018
AL,4,AZ,Arizona,581,1169,35359,2018
AL,29,MO,Missouri,547,1106,27704,2018
AL,24,MD,Maryland,494,906,28185,2018
AL,42,PA,Pennsylvania,491,930,29934,2018
AL,5,AR,Arkansas,439,866,18777,2018
AL,40,OK,Oklahoma,362,753,19753,2018
AL,20,KS,Kansas,338,769,18909,2018
AL,34,NJ,New Jersey,282,522,16235,2018
AL,55,WI,Wisconsin,277,523,13886,2018
AL,25,MA,Massachusetts,272,485,17628,2018
AL,32,NV,Nevada,272,542,12387,2018
AL,41,OR,Oregon,247,452,14041,2018
AL,15,HI,Hawaii,230,565,14775,2018
AL,27,MN,Minnesota,214,416,10766,2018
AL,2,AK,Alaska,186,468,10405,2018
AL,49,UT,Utah,185,407,11894,2018
AL,19,IA,Iowa,183,364,9251,2018
AL,35,NM,New Mexico,166,324,5535,2018
AL,9,CT,Connecticut,130,228,6548,2018
AL,11,DC,District Of Columbia,126,179,9600,2018
AL,54,WV,West Virginia,120,251,5381,2018
AL,31,NE,Nebraska,111,238,5830,2018
AL,16,ID,Idaho,110,252,5114,2018
AL,30,MT,Montana,98,183,4681,2018
AL,38,ND,North Dakota,76,170,3469,2018
AL,23,ME,Maine,73,163,5306,2018
AL,10,DE,Delaware,56,99,3408,2018
AL,56,WY,Wyoming,56,107,2915,2018
AL,33,NH,New Hampshire,55,97,2284,2018
AL,46,SD,South Dakota,44,93,3132,2018
AL,44,RI,Rhode Island,41,68,1866,2018
AL,50,VT,Vermont,25,37,1192,2018
AK,96,AK,AK Total Migration-US and Foreign,17978,35890,1063918,2018
AK,97,AK,AK Total Migration-US,17568,35030,1042243,2018
AK,98,AK,AK Total Migration-Foreign,410,860,21675,2018
AK,97,AK,AK Total Migration-Same State,6313,11863,357507,2018
AK,2,AK,AK Non-migrants,258617,541059,20796383,2018
AK,53,WA,Washington,2252,4173,131725,2018
AK,6,CA,California,1434,2561,70079,2018
AK,48,TX,Texas,1302,2989,89762,2018
AK,4,AZ,Arizona,992,1888,66794,2018
AK,41,OR,Oregon,963,1712,57723,2018
AK,12,FL,Florida,832,1614,49044,2018
AK,8,CO,Colorado,786,1449,47287,2018
AK,32,NV,Nevada,534,1031,33489,2018
AK,16,ID,Idaho,529,1102,36578,2018
AK,37,NC,North Carolina,493,1052,25628,2018
AK,13,GA,Georgia,472,1043,23577,2018
AK,15,HI,Hawaii,430,866,24705,2018
AK,51,VA,Virginia,424,921,26897,2018
AK,57,FR,Foreign,410,860,21675,2018
AK,49,UT,Utah,334,744,21514,2018
AK,36,NY,New York,331,593,16196,2018
AK,30,MT,Montana,322,612,22050,2018
AK,26,MI,Michigan,314,591,17558,2018
AK,27,MN,Minnesota,307,608,15675,2018
AK,47,TN,Tennessee,297,680,18321,2018
AK,42,PA,Pennsylvania,251,452,14485,2018
AK,40,OK,Oklahoma,247,568,16214,2018
AK,29,MO,Missouri,246,555,14690,2018
AK,39,OH,Ohio,246,490,12735,2018
AK,45,SC,South Carolina,226,496,13998,2018
AK,17,IL,Illinois,215,409,11348,2018
AK,35,NM,New Mexico,214,470,12346,2018
AK,1,AL,Alabama,212,491,13957,2018
AK,55,WI,Wisconsin,212,408,12332,2018
AK,20,KS,Kansas,197,484,10809,2018
AK,24,MD,Maryland,173,367,10395,2018
AK,22,LA,Louisiana,155,381,9599,2018
AK,21,KY,Kentucky,152,333,8724,2018
AK,18,IN,Indiana,146,287,7377,2018
AK,34,NJ,New Jersey,127,225,5271,2018
AK,25,MA,Massachusetts,119,206,6298,2018
AK,5,AR,Arkansas,119,246,6056,2018
AK,19,IA,Iowa,117,266,6603,2018
AK,56,WY,Wyoming,112,235,7752,2018
AK,28,MS,Mississippi,112,218,6637,2018
AK,31,NE,Nebraska,98,203,7112,2018
AK,46,SD,South Dakota,96,215,6177,2018
AK,38,ND,North Dakota,95,198,5179,2018
AK,23,ME,Maine,90,179,7225,2018
AK,33,NH,New Hampshire,48,79,2983,2018
AK,9,CT,Connecticut,39,69,1644,2018
AK,11,DC,District Of Columbia,36,59,2539,2018
AK,50,VT,Vermont,34,52,2039,2018
AK,54,WV,West Virginia,32,53,2040,2018
AK,10,DE,Delaware,30,60,1654,2018
AK,44,RI,Rhode Island,24,47,1419,2018
AZ,96,AZ,AZ Total Migration-US and Foreign,85671,159284,5335361,2018
AZ,97,AZ,AZ Total Migration-US,84705,157267,5278009,2018
AZ,98,AZ,AZ Total Migration-Foreign,966,2017,57352,2018
AZ,97,AZ,AZ Total Migration-Same State,43338,85869,2145644,2018
AZ,4,AZ,AZ Non-migrants,2338957,5039710,168227838,2018
AZ,6,CA,California,14685,26048,872129,2018
AZ,48,TX,Texas,7625,15211,522240,2018
AZ,8,CO,Colorado,4874,8739,302859,2018
AZ,53,WA,Washington,4845,8602,304866,2018
AZ,12,FL,Florida,3761,6681,360068,2018
AZ,32,NV,Nevada,3283,6105,199559,2018
AZ,41,OR,Oregon,2843,4878,165871,2018
AZ,17,IL,Illinois,2778,4685,151569,2018
AZ,35,NM,New Mexico,2765,5648,128984,2018
AZ,49,UT,Utah,2716,6163,150432,2018
AZ,26,MI,Michigan,2051,3786,131031,2018
AZ,36,NY,New York,1921,3099,108080,2018
AZ,37,NC,North Carolina,1875,3663,118523,2018
AZ,27,MN,Minnesota,1811,3287,131727,2018
AZ,39,OH,Ohio,1752,3200,93738,2018
AZ,13,GA,Georgia,1593,3121,112278,2018
AZ,51,VA,Virginia,1549,3042,112279,2018
AZ,55,WI,Wisconsin,1493,2740,82006,2018
AZ,42,PA,Pennsylvania,1367,2421,75646,2018
AZ,47,TN,Tennessee,1360,2634,91458,2018
AZ,29,MO,Missouri,1325,2482,84977,2018
AZ,16,ID,Idaho,1318,2730,80275,2018
AZ,18,IN,Indiana,1158,2220,64670,2018
AZ,57,FR,Foreign,966,2017,57352,2018
AZ,40,OK,Oklahoma,946,1906,49742,2018
AZ,19,IA,Iowa,903,1650,46916,2018
AZ,24,MD,Maryland,830,1562,57820,2018
AZ,20,KS,Kansas,822,1593,45738,2018
AZ,25,MA,Massachusetts,812,1265,60257,2018
AZ,45,SC,South Carolina,806,1592,49896,2018
AZ,34,NJ,New Jersey,793,1410,59063,2018
AZ,30,MT,Montana,773,1423,42465,2018
AZ,15,HI,Hawaii,703,1315,38950,2018
AZ,31,NE,Nebraska,648,1316,37521,2018
AZ,21,KY,Kentucky,574,1119,30231,2018
AZ,5,AR,Arkansas,564,1091,26031,2018
AZ,1,AL,Alabama,511,1021,31217,2018
AZ,38,ND,North Dakota,508,975,24815,2018
AZ,2,AK,Alaska,506,936,29085,2018
AZ,46,SD,South Dakota,493,871,31075,2018
AZ,56,WY,Wyoming,418,758,22329,2018
AZ,22,LA,Louisiana,412,781,22539,2018
AZ,9,CT,Connecticut,406,685,34745,2018
AZ,28,MS,Mississippi,284,567,12485,2018
AZ,23,ME,Maine,279,516,15565,2018
AZ,33,NH,New Hampshire,255,476,17835,2018
AZ,11,DC,District Of Columbia,192,260,14899,2018
AZ,54,WV,West Virginia,142,297,8334,2018
AZ,10,DE,Delaware,131,267,9118,2018
AZ,50,VT,Vermont,123,206,5767,2018
AZ,44,RI,Rhode Island,123,224,8304,2018
AR,96,AR,AR Total Migration-US and Foreign,30046,59827,1631119,2018
AR,97,AR,AR Total Migration-US,29782,59273,1620325,2018
AR,98,AR,AR Total Migration-Foreign,264,554,10794,2018
AR,97,AR,AR Total Migration-Same State,41262,84185,1721984,2018
AR,5,AR,AR Non-migrants,943044,2097158,65327022,2018
AR,48,TX,Texas,6150,12397,342386,2018
AR,29,MO,Missouri,2707,5428,118389,2018
AR,40,OK,Oklahoma,2611,5504,109165,2018
AR,47,TN,Tennessee,1915,3809,96551,2018
AR,12,FL,Florida,1617,3093,111434,2018
AR,6,CA,California,1393,2576,75296,2018
AR,22,LA,Louisiana,1098,2238,50618,2018
AR,17,IL,Illinois,823,1563,42790,2018
AR,8,CO,Colorado,812,1558,45111,2018
AR,13,GA,Georgia,810,1653,54123,2018
AR,28,MS,Mississippi,808,1724,46120,2018
AR,37,NC,North Carolina,634,1224,44346,2018
AR,20,KS,Kansas,581,1145,27373,2018
AR,4,AZ,Arizona,555,1042,26994,2018
AR,53,WA,Washington,536,986,29516,2018
AR,1,AL,Alabama,472,984,27940,2018
AR,18,IN,Indiana,450,901,19752,2018
AR,51,VA,Virginia,447,901,29236,2018
AR,39,OH,Ohio,433,898,28474,2018
AR,26,MI,Michigan,364,698,19953,2018
AR,45,SC,South Carolina,330,692,20242,2018
AR,36,NY,New York,323,573,18454,2018
AR,55,WI,Wisconsin,320,610,18221,2018
AR,42,PA,Pennsylvania,303,597,23423,2018
AR,21,KY,Kentucky,292,577,14410,2018
AR,19,IA,Iowa,272,544,12588,2018
AR,57,FR,Foreign,264,554,10794,2018
AR,27,MN,Minnesota,264,531,17189,2018
AR,41,OR,Oregon,255,445,11304,2018
AR,32,NV,Nevada,245,471,15179,2018
AR,35,NM,New Mexico,184,379,10732,2018
AR,34,NJ,New Jersey,180,342,12836,2018
AR,24,MD,Maryland,171,313,10029,2018
AR,49,UT,Utah,162,344,12413,2018
AR,31,NE,Nebraska,159,314,8449,2018
AR,25,MA,Massachusetts,156,284,14822,2018
AR,16,ID,Idaho,107,236,6532,2018
AR,54,WV,West Virginia,91,189,5337,2018
AR,38,ND,North Dakota,90,204,4235,2018
AR,15,HI,Hawaii,88,177,4268,2018
AR,30,MT,Montana,82,172,3949,2018
AR,2,AK,Alaska,81,188,4136,2018
AR,56,WY,Wyoming,78,151,4259,2018
AR,9,CT,Connecticut,75,146,7381,2018
AR,46,SD,South Dakota,72,144,3777,2018
AR,11,DC,District Of Columbia,55,77,3410,2018
AR,23,ME,Maine,37,76,1947,2018
AR,33,NH,New Hampshire,31,63,2221,2018
AR,50,VT,Vermont,23,43,803,2018
AR,44,RI,Rhode Island,23,44,1490,2018
AR,10,DE,Delaware,17,25,723,2018
CA,96,CA,CA Total Migration-US and Foreign,322169,592703,27715920,2018
CA,97,CA,CA Total Migration-US,317449,583053,27460020,2018
CA,98,CA,CA Total Migration-Foreign,4720,9650,255900,2018
CA,97,CA,CA Total Migration-Same State,501775,911915,39631874,2018
CA,6,CA,CA Non-migrants,14159070,30682756,1360000753,2018
CA,48,TX,Texas,34526,70130,3143998,2018
CA,4,AZ,Arizona,27982,53096,2078363,2018
CA,32,NV,Nevada,27492,51389,2379177,2018
CA,53,WA,Washington,25259,44686,2466521,2018
CA,41,OR,Oregon,19311,33172,1433794,2018
CA,12,FL,Florida,15409,27630,1831536,2018
CA,36,NY,New York,15101,20795,1767113,2018
CA,8,CO,Colorado,13686,24425,1335896,2018
CA,37,NC,North Carolina,8545,16848,696429,2018
CA,51,VA,Virginia,8441,16616,708191,2018
CA,17,IL,Illinois,8209,13621,723791,2018
CA,16,ID,Idaho,8092,17310,712306,2018
CA,13,GA,Georgia,7629,14587,582977,2018
CA,49,UT,Utah,7134,15208,577835,2018
CA,47,TN,Tennessee,5867,11095,477773,2018
CA,25,MA,Massachusetts,5658,8727,607570,2018
CA,15,HI,Hawaii,5649,10142,436468,2018
CA,42,PA,Pennsylvania,5267,8794,440440,2018
CA,39,OH,Ohio,4942,9033,414624,2018
CA,57,FR,Foreign,4720,9650,255900,2018
CA,26,MI,Michigan,4638,8224,354436,2018
CA,34,NJ,New Jersey,4361,7452,462956,2018
CA,24,MD,Maryland,4115,7290,304671,2018
CA,29,MO,Missouri,4019,7533,267365,2018
CA,27,MN,Minnesota,3702,6688,285656,2018
CA,35,NM,New Mexico,3322,5975,219498,2018
CA,18,IN,Indiana,3118,5960,206201,2018
CA,40,OK,Oklahoma,3015,5989,150122,2018
CA,45,SC,South Carolina,2995,5928,275381,2018
CA,55,WI,Wisconsin,2639,4629,180163,2018
CA,30,MT,Montana,2306,4172,176253,2018
CA,20,KS,Kansas,2144,4456,129170,2018
CA,22,LA,Louisiana,2138,3844,135793,2018
CA,5,AR,Arkansas,2006,4003,107644,2018
CA,1,AL,Alabama,1949,3936,124596,2018
CA,9,CT,Connecticut,1927,3273,229654,2018
CA,21,KY,Kentucky,1776,3384,105757,2018
CA,11,DC,District Of Columbia,1629,2049,157109,2018
CA,19,IA,Iowa,1582,2940,84788,2018
CA,2,AK,Alaska,1413,2477,75175,2018
CA,31,NE,Nebraska,1411,2805,82901,2018
CA,28,MS,Mississippi,1104,2201,60050,2018
CA,56,WY,Wyoming,874,1667,70299,2018
CA,33,NH,New Hampshire,853,1443,94194,2018
CA,23,ME,Maine,821,1371,73628,2018
CA,46,SD,South Dakota,794,1514,53923,2018
CA,38,ND,North Dakota,720,1346,38609,2018
CA,44,RI,Rhode Island,651,1088,51011,2018
CA,10,DE,Delaware,440,780,31175,2018
CA,50,VT,Vermont,424,674,36194,2018
CA,54,WV,West Virginia,364,658,20846,2018
CO,96,CO,CO Total Migration-US and Foreign,95270,174110,6455968,2018
CO,97,CO,CO Total Migration-US,94214,171743,6375174,2018
CO,98,CO,CO Total Migration-Foreign,1056,2367,80794,2018
CO,97,CO,CO Total Migration-Same State,132121,229586,8156114,2018
CO,8,CO,CO Non-migrants,1990835,4157422,178810295,2018
CO,48,TX,Texas,10229,20334,723680,2018
CO,6,CA,California,9084,15133,624546,2018
CO,12,FL,Florida,6791,12414,765266,2018
CO,4,AZ,Arizona,6044,11003,435480,2018
CO,53,WA,Washington,3752,6494,257254,2018
CO,35,NM,New Mexico,2668,4978,139486,2018
CO,37,NC,North Carolina,2581,4975,185248,2018
CO,36,NY,New York,2370,3568,140818,2018
CO,17,IL,Illinois,2334,3758,147588,2018
CO,13,GA,Georgia,2245,4531,145367,2018
CO,29,MO,Missouri,2190,4161,121628,2018
CO,51,VA,Virginia,2163,4237,154649,2018
CO,41,OR,Oregon,2162,3444,122604,2018
CO,49,UT,Utah,2127,4435,141453,2018
CO,32,NV,Nevada,2017,3599,122127,2018
CO,56,WY,Wyoming,1989,3502,113609,2018
CO,20,KS,Kansas,1957,3789,102302,2018
CO,26,MI,Michigan,1951,3537,116522,2018
CO,39,OH,Ohio,1854,3406,111376,2018
CO,40,OK,Oklahoma,1801,3725,101359,2018
CO,27,MN,Minnesota,1793,3043,124151,2018
CO,47,TN,Tennessee,1747,3304,103769,2018
CO,31,NE,Nebraska,1711,3279,116835,2018
CO,42,PA,Pennsylvania,1687,2873,104126,2018
CO,55,WI,Wisconsin,1427,2454,90903,2018
CO,18,IN,Indiana,1271,2318,65523,2018
CO,30,MT,Montana,1270,2163,84055,2018
CO,16,ID,Idaho,1266,2507,83843,2018
CO,19,IA,Iowa,1175,2151,66530,2018
CO,25,MA,Massachusetts,1100,1563,77773,2018
CO,45,SC,South Carolina,1059,1975,64878,2018
CO,57,FR,Foreign,1056,2367,80794,2018
CO,24,MD,Maryland,974,1707,59388,2018
CO,15,HI,Hawaii,944,1856,63404,2018
CO,1,AL,Alabama,850,1890,53432,2018
CO,5,AR,Arkansas,835,1632,46321,2018
CO,46,SD,South Dakota,817,1489,47382,2018
CO,34,NJ,New Jersey,738,1266,52404,2018
CO,21,KY,Kentucky,715,1447,40265,2018
CO,22,LA,Louisiana,679,1262,35615,2018
CO,2,AK,Alaska,630,1121,33837,2018
CO,38,ND,North Dakota,521,944,30275,2018
CO,9,CT,Connecticut,463,717,30958,2018
CO,28,MS,Mississippi,439,857,21227,2018
CO,23,ME,Maine,419,688,22907,2018
CO,33,NH,New Hampshire,342,574,20364,2018
CO,11,DC,District Of Columbia,298,401,20428,2018
CO,50,VT,Vermont,290,460,16396,2018
CO,54,WV,West Virginia,203,360,11073,2018
CO,44,RI,Rhode Island,136,216,8431,2018
CO,10,DE,Delaware,106,203,6319,2018
CT,96,CT,CT Total Migration-US and Foreign,50824,85836,5491136,2018
CT,97,CT,CT Total Migration-US,50499,85257,5477455,2018
CT,98,CT,CT Total Migration-Foreign,325,579,13681,2018
CT,97,CT,CT Total Migration-Same State,31408,51001,1986084,2018
CT,9,CT,CT Non-migrants,1389011,2801782,158118664,2018
CT,36,NY,New York,8776,13040,956496,2018
CT,12,FL,Florida,7905,14262,1302474,2018
CT,25,MA,Massachusetts,5465,8299,537742,2018
CT,6,CA,California,2887,4555,304689,2018
CT,37,NC,North Carolina,2331,4354,216082,2018
CT,34,NJ,New Jersey,1923,3444,194372,2018
CT,48,TX,Texas,1828,3594,218357,2018
CT,45,SC,South Carolina,1647,3091,169736,2018
CT,42,PA,Pennsylvania,1623,2836,166728,2018
CT,51,VA,Virginia,1517,2828,121908,2018
CT,13,GA,Georgia,1390,2689,115026,2018
CT,44,RI,Rhode Island,1369,2115,116489,2018
CT,33,NH,New Hampshire,964,1551,108185,2018
CT,24,MD,Maryland,908,1625,80298,2018
CT,8,CO,Colorado,852,1239,81367,2018
CT,23,ME,Maine,808,1315,63779,2018
CT,53,WA,Washington,712,1217,62898,2018
CT,4,AZ,Arizona,709,1231,70159,2018
CT,17,IL,Illinois,704,1216,78128,2018
CT,39,OH,Ohio,627,1193,58429,2018
CT,47,TN,Tennessee,563,1005,52815,2018
CT,50,VT,Vermont,535,847,43107,2018
CT,26,MI,Michigan,425,763,40601,2018
CT,11,DC,District Of Columbia,350,430,25736,2018
CT,57,FR,Foreign,325,579,13681,2018
CT,41,OR,Oregon,290,464,24670,2018
CT,18,IN,Indiana,264,498,19754,2018
CT,15,HI,Hawaii,258,445,16266,2018
CT,32,NV,Nevada,253,417,17834,2018
CT,27,MN,Minnesota,241,470,23909,2018
CT,49,UT,Utah,225,449,32275,2018
CT,29,MO,Missouri,223,388,20601,2018
CT,55,WI,Wisconsin,213,387,15994,2018
CT,1,AL,Alabama,199,365,12525,2018
CT,21,KY,Kentucky,197,366,12944,2018
CT,10,DE,Delaware,192,331,15887,2018
CT,22,LA,Louisiana,144,244,12951,2018
CT,35,NM,New Mexico,123,201,7805,2018
CT,20,KS,Kansas,109,204,7935,2018
CT,40,OK,Oklahoma,105,198,6196,2018
CT,19,IA,Iowa,96,173,7599,2018
CT,30,MT,Montana,75,102,5508,2018
CT,5,AR,Arkansas,73,123,3085,2018
CT,54,WV,West Virginia,66,121,3894,2018
CT,16,ID,Idaho,61,115,5323,2018
CT,31,NE,Nebraska,60,107,3836,2018
CT,28,MS,Mississippi,58,108,3166,2018
CT,2,AK,Alaska,49,77,2125,2018
CT,56,WY,Wyoming,42,58,4674,2018
CT,46,SD,South Dakota,33,55,3170,2018
CT,38,ND,North Dakota,32,52,1929,2018
DE,96,DE,DE Total Migration-US and Foreign,15426,27298,1032254,2018
DE,97,DE,DE Total Migration-US,15245,26931,1024666,2018
DE,98,DE,DE Total Migration-Foreign,181,367,7588,2018
DE,97,DE,DE Total Migration-Same State,4220,7748,217330,2018
DE,10,DE,DE Non-migrants,358837,730980,27261837,2018
DE,42,PA,Pennsylvania,3444,5991,233272,2018
DE,24,MD,Maryland,2853,4985,150915,2018
DE,12,FL,Florida,1317,2403,132868,2018
DE,34,NJ,New Jersey,1153,1938,73085,2018
DE,51,VA,Virginia,767,1374,51138,2018
DE,36,NY,New York,718,1153,56897,2018
DE,37,NC,North Carolina,590,1114,42769,2018
DE,48,TX,Texas,540,1049,37192,2018
DE,6,CA,California,503,828,37404,2018
DE,13,GA,Georgia,382,765,21796,2018
DE,45,SC,South Carolina,292,594,26475,2018
DE,39,OH,Ohio,213,396,11211,2018
DE,25,MA,Massachusetts,193,293,11672,2018
DE,57,FR,Foreign,181,367,7588,2018
DE,17,IL,Illinois,164,285,11004,2018
DE,4,AZ,Arizona,163,287,10701,2018
DE,8,CO,Colorado,162,268,10040,2018
DE,53,WA,Washington,147,236,8699,2018
DE,9,CT,Connecticut,118,226,7059,2018
DE,47,TN,Tennessee,115,209,6093,2018
DE,11,DC,District Of Columbia,106,136,8388,2018
DE,26,MI,Michigan,99,184,6828,2018
DE,18,IN,Indiana,90,185,6435,2018
DE,29,MO,Missouri,83,149,2997,2018
DE,21,KY,Kentucky,79,140,4783,2018
DE,32,NV,Nevada,76,133,3786,2018
DE,54,WV,West Virginia,74,149,3868,2018
DE,27,MN,Minnesota,63,126,5055,2018
DE,22,LA,Louisiana,57,101,3067,2018
DE,55,WI,Wisconsin,56,103,4159,2018
DE,1,AL,Alabama,52,101,3332,2018
DE,41,OR,Oregon,50,72,3160,2018
DE,40,OK,Oklahoma,46,95,2647,2018
DE,20,KS,Kansas,45,88,3134,2018
DE,33,NH,New Hampshire,43,66,3197,2018
DE,15,HI,Hawaii,43,77,1670,2018
DE,23,ME,Maine,43,72,3381,2018
DE,49,UT,Utah,38,73,2031,2018
DE,35,NM,New Mexico,38,65,1794,2018
DE,28,MS,Mississippi,32,69,914,2018
DE,19,IA,Iowa,31,46,1640,2018
DE,5,AR,Arkansas,30,54,1659,2018
DE,2,AK,Alaska,29,52,1071,2018
DE,44,RI,Rhode Island,24,39,1724,2018
DE,30,MT,Montana,23,35,878,2018
DE,16,ID,Idaho,21,49,1273,2018
DE,31,NE,Nebraska,17,28,633,2018
DE,38,ND,North Dakota,13,25,492,2018
DE,56,WY,Wyoming,10,25,383,2018
DE,50,VT,Vermont,-1,-1,-1,2018
DE,46,SD,South Dakota,-1,-1,-1,2018
DC,96,DC,DC Total Migration-US and Foreign,31587,46553,2891294,2018
DC,97,DC,DC Total Migration-US,31261,45905,2853361,2018
DC,98,DC,DC Total Migration-Foreign,326,648,37933,2018
DC,11,DC,DC Non-migrants,263046,436839,29026864,2018
DC,24,MD,Maryland,10123,17280,718737,2018
DC,51,VA,Virginia,5736,8331,574860,2018
DC,36,NY,New York,2287,2723,231727,2018
DC,6,CA,California,2235,2888,249654,2018
DC,12,FL,Florida,1027,1448,155655,2018
DC,42,PA,Pennsylvania,885,1132,77077,2018
DC,37,NC,North Carolina,851,1195,63411,2018
DC,25,MA,Massachusetts,829,1023,87238,2018
DC,48,TX,Texas,785,1096,71525,2018
DC,17,IL,Illinois,730,875,64015,2018
DC,13,GA,Georgia,534,742,50922,2018
DC,8,CO,Colorado,514,710,54540,2018
DC,53,WA,Washington,502,685,51324,2018
DC,34,NJ,New Jersey,490,607,54254,2018
DC,57,FR,Foreign,326,648,37933,2018
DC,26,MI,Michigan,289,359,20685,2018
DC,39,OH,Ohio,286,385,22843,2018
DC,45,SC,South Carolina,244,361,27083,2018
DC,9,CT,Connecticut,230,305,26517,2018
DC,27,MN,Minnesota,205,283,20597,2018
DC,47,TN,Tennessee,202,274,16432,2018
DC,4,AZ,Arizona,190,262,17894,2018
DC,41,OR,Oregon,175,219,17349,2018
DC,29,MO,Missouri,151,214,13294,2018
DC,10,DE,Delaware,127,173,15944,2018
DC,55,WI,Wisconsin,125,157,11132,2018
DC,18,IN,Indiana,114,151,10475,2018
DC,22,LA,Louisiana,108,138,7112,2018
DC,32,NV,Nevada,105,161,8507,2018
DC,23,ME,Maine,104,154,13697,2018
DC,21,KY,Kentucky,102,156,10646,2018
DC,15,HI,Hawaii,79,148,7686,2018
DC,33,NH,New Hampshire,76,95,6545,2018
DC,1,AL,Alabama,76,120,5754,2018
DC,54,WV,West Virginia,75,104,5369,2018
DC,44,RI,Rhode Island,74,101,6267,2018
DC,35,NM,New Mexico,67,104,6037,2018
DC,49,UT,Utah,59,92,4855,2018
DC,50,VT,Vermont,59,78,6731,2018
DC,19,IA,Iowa,53,66,3620,2018
DC,40,OK,Oklahoma,49,63,3735,2018
DC,5,AR,Arkansas,47,63,5222,2018
DC,28,MS,Mississippi,46,71,4896,2018
DC,20,KS,Kansas,45,67,3292,2018
DC,30,MT,Montana,40,63,5623,2018
DC,16,ID,Idaho,34,43,2869,2018
DC,31,NE,Nebraska,29,54,2323,2018
DC,2,AK,Alaska,27,38,3787,2018
DC,46,SD,South Dakota,15,16,1209,2018
DC,56,WY,Wyoming,14,19,1685,2018
DC,38,ND,North Dakota,12,13,710,2018
FL,96,FL,FL Total Migration-US and Foreign,255262,455874,15961587,2018
FL,97,FL,FL Total Migration-US,251255,447669,15759157,2018
FL,98,FL,FL Total Migration-Foreign,4007,8205,202430,2018
FL,97,FL,FL Total Migration-Same State,329030,591033,17727249,2018
FL,12,FL,FL Non-migrants,7551877,14948265,551419661,2018
FL,13,GA,Georgia,24036,46414,1351304,2018
FL,48,TX,Texas,19103,36176,1128062,2018
FL,36,NY,New York,18426,29025,1373798,2018
FL,37,NC,North Carolina,16563,30797,1062245,2018
FL,6,CA,California,14283,23692,1227402,2018
FL,51,VA,Virginia,10365,19512,657841,2018
FL,47,TN,Tennessee,10360,19713,601465,2018
FL,42,PA,Pennsylvania,9309,15972,537691,2018
FL,39,OH,Ohio,9058,15886,574260,2018
FL,34,NJ,New Jersey,7927,13305,507749,2018
FL,8,CO,Colorado,7798,12819,497337,2018
FL,17,IL,Illinois,7357,12128,490916,2018
FL,26,MI,Michigan,7266,12507,422757,2018
FL,45,SC,South Carolina,7090,13404,413628,2018
FL,1,AL,Alabama,7004,13862,372582,2018
FL,25,MA,Massachusetts,6879,11046,447077,2018
FL,24,MD,Maryland,5458,9332,426750,2018
FL,18,IN,Indiana,5341,9693,278805,2018
FL,53,WA,Washington,4682,8102,276580,2018
FL,4,AZ,Arizona,4150,7404,276782,2018
FL,57,FR,Foreign,4007,8205,202430,2018
FL,21,KY,Kentucky,3925,7382,192993,2018
FL,9,CT,Connecticut,3663,6283,270093,2018
FL,29,MO,Missouri,3416,6046,192664,2018
FL,32,NV,Nevada,3103,5269,180165,2018
FL,55,WI,Wisconsin,2988,5195,183091,2018
FL,22,LA,Louisiana,2529,4758,142140,2018
FL,27,MN,Minnesota,2455,4211,174276,2018
FL,28,MS,Mississippi,1937,3795,96643,2018
FL,41,OR,Oregon,1932,3096,102873,2018
FL,23,ME,Maine,1871,3202,114410,2018
FL,33,NH,New Hampshire,1693,2852,111256,2018
FL,40,OK,Oklahoma,1617,3242,92540,2018
FL,20,KS,Kansas,1493,2855,79930,2018
FL,19,IA,Iowa,1443,2534,75164,2018
FL,49,UT,Utah,1396,2702,95058,2018
FL,5,AR,Arkansas,1390,2592,69408,2018
FL,44,RI,Rhode Island,1348,2342,80734,2018
FL,15,HI,Hawaii,1322,2463,67104,2018
FL,35,NM,New Mexico,1289,2285,64155,2018
FL,54,WV,West Virginia,1142,2079,54195,2018
FL,11,DC,District Of Columbia,1037,1347,105551,2018
FL,31,NE,Nebraska,1020,1791,45101,2018
FL,10,DE,Delaware,939,1655,47373,2018
FL,2,AK,Alaska,758,1453,34881,2018
