State,agi_stub,N1,    MARS1,    MARS2,    MARS4,    PREP,N2,NUMDEP,A00100,    N02650,        A02650,    N00200,        A00200,    N00300,        A00300,    N00600,        A00600,    N00650,        A00650,    N00700,        A00700,N00900,        A00900,    N01000,        A01000,N01400,        A01400,    N01700,        A01700,    SCHF,    N02300,        A02300,    N02500,        A02500,    N26270,        A26270,N02900,    A02900,    N03220,        A03220,    N03300,        A03300,    N03270,        A03270,    N03150,        A03150,    N03210,        A03210,    N03230,        A03230,    N03240,        A03240,N04470,    A04470,    N18425,        A18425,    N18450,        A18450,    N18500,        A18500,    N18300,        A18300,    N19300,        A19300,    N19700,        A19700,N04800,    A04800,N05800,    A05800,N09600,        A09600,N07100,    A07100,    N07300,        A07300,    N07180,        A07180,    N07230,        A07230,    N07240,        A07240,    N07220,        A07220,    N07260,        A07260,N09400,    A09400,N10600,    A10600,    N59660,    A59660,N59720,        A59720,    N11070,        A11070,    N10960,        A10960,N06500,    A06500,N10300,    A10300,    N85530,    A85530,    N85300,    A85300,N11901,    A11901,N11902,    A11902
US,0 ,"146,542,500","68,000,920","53,790,930","21,831,840","80,786,560","288,734,990","97,496,690","9,057,169,217","146,021,300","9,195,622,901","121,492,330","6,450,670,537","44,682,860","99,836,029","27,513,390","210,600,378","25,283,880","154,265,283","21,384,760","28,063,667","23,720,890","311,850,142","23,963,200","486,555,752","13,322,730","215,278,038","27,382,090","628,097,054","1,881,430","9,476,990","53,467,348","18,174,350","240,247,207","8,489,820","528,936,594","37,251,950","138,453,685","3,787,900","959,159","961,790","22,115,199","4,016,880","27,201,316","2,613,790","12,477,796","11,343,230","11,535,644","1,881,250","4,315,477","690,050","10,949,492","44,559,850","1,200,005,996","32,876,940","305,302,274","9,956,040","16,560,772","37,910,800","174,135,517","44,216,860","507,721,768","33,027,470","293,882,815","36,654,190","195,801,863","109,970,210","6,370,920,262","109,076,510","1,291,066,761","3,975,720","27,500,711","45,353,540","68,982,314","7,402,140","20,310,019","6,267,160","3,396,399","10,059,710","10,487,022","7,171,490","1,250,842","22,459,660","27,137,834","3,118,570","1,592,240","18,741,750","55,378,626","137,877,770","1,549,235,962","28,487,090","67,276,706","24,823,780","58,495,106","20,394,710","27,364,946","10,243,560","9,099,883","97,402,280","1,228,719,330","106,645,000","1,307,974,931","2,863,230","6,211,352","3,149,120","16,600,463","26,535,090","138,164,325","111,772,110","338,105,804"
US,1 ,"2,177,050","1,331,970","656,970","96,040","1,438,570","3,242,330","579,530","-203,222,078","1,655,850","-200,481,437","604,580","20,120,123","737,590","5,474,139","527,170","4,475,167","478,300","2,988,653","65,600","260,570","727,000","-8,550,798","745,370","12,853,546","156,880","2,442,811","243,630","3,087,048","137,550","35,280","233,699","3,680","25,652","407,710","-43,866,423","516,940","2,740,642","9,410","2,239","4,080","67,373","133,180","720,893","12,330","61,154","86,190","101,516","90,110","318,107","11,700","269,782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,780","202,893","7,450","199,143","4,470","15,738",210,91,50,32,770,952,950,900,"2,300","3,007",160,757,"288,200","690,520","940,340","5,134,967","227,060","244,197","147,190","159,646","93,380","143,909","163,590","153,330","7,090","187,853","338,580","1,007,326","10,000","18,020",910,"8,882","195,880","418,576","777,710","3,786,853"
US,2 ,"22,673,700","18,182,030","1,816,480","2,374,490","10,906,580","22,796,270","5,526,610","119,218,527","22,673,700","123,408,838","16,843,110","94,501,952","3,353,980","1,797,093","2,074,420","2,636,260","1,848,950","1,570,036","178,330","112,821","3,707,540","15,657,731","1,768,960","391,149","910,250","3,427,996","1,999,400","9,113,446","118,080","819,300","2,832,449","49,650","218,655","296,070","-520,185","4,002,840","4,190,311","44,330","9,396","6,790","29,137","245,340","867,896","45,150","138,132","428,560","380,020","356,050","1,042,607","13,180","18,709","867,530","13,881,379","224,550","448,827","473,060","299,882","598,000","2,076,038","816,960","2,955,976","434,070","3,170,175","499,640","622,154","2,418,580","4,346,574","2,201,640","436,123","2,070","8,478","138,540","12,515","95,520","3,557",180,49,"25,860","7,143","1,920",343,"1,380",397,540,109,"3,185,200","2,586,474","19,053,690","19,271,828","7,610,410","9,242,938","6,624,310","7,830,704","2,546,080","1,738,470","1,353,790","1,173,427","2,164,670","423,672","5,531,670","3,116,731","1,020","1,279",720,"3,656","2,129,000","990,463","17,735,380","17,088,789"
US,3 ,"33,764,700","19,140,450","5,474,920","8,561,850","18,071,590","60,481,940","22,801,050","576,873,727","33,764,700","586,692,968","27,131,580","441,276,887","5,115,330","4,160,701","2,789,900","5,935,031","2,476,100","3,565,750","709,110","410,430","5,516,900","46,352,990","2,257,220","2,635,098","2,096,550","14,054,591","4,859,840","51,115,354","227,000","2,831,400","15,518,453","2,099,650","3,689,659","594,290","1,469,972","6,923,550","9,819,241","227,650","51,164","22,770","124,229","464,490","1,863,042","222,170","685,112","1,629,110","1,479,926","249,530","596,298","28,510","52,104","2,706,300","41,887,419","1,088,950","1,472,420","1,316,590","1,088,521","1,873,330","5,803,930","2,622,680","8,877,599","1,406,280","9,421,924","1,823,090","3,821,252","21,322,060","133,891,570","20,968,310","14,067,341","7,900","15,291","6,857,360","2,423,658","292,210","27,728","440,880","146,567","2,263,370","1,226,887","2,140,310","346,392","1,981,900","634,057","120,090","27,304","4,651,220","7,853,778","31,591,280","98,352,371","12,978,070","42,778,936","11,712,050","37,895,445","10,251,220","14,135,259","2,679,590","2,281,232","16,525,580","11,643,783","20,306,150","19,779,809","2,620","40,734",830,"4,155","3,119,280","3,193,980","29,402,670","81,636,429"
US,4 ,"34,182,810","16,500,050","9,717,180","6,970,170","18,266,810","68,163,320","24,381,760","1,235,053,386","34,182,810","1,251,453,479","29,752,840","1,004,471,539","7,709,640","6,329,126","4,108,860","10,425,583","3,695,820","6,640,247","3,072,330","1,889,277","4,238,200","36,851,475","3,344,690","6,413,982","2,671,290","25,424,572","6,066,190","101,422,026","352,330","2,567,140","15,226,696","5,247,320","33,987,275","1,014,400","6,560,533","7,871,950","16,400,094","762,660","181,377","56,590","441,813","664,840","3,220,980","623,380","2,338,562","3,487,170","3,662,957","255,770","548,029","60,670","141,366","7,376,130","116,052,145","4,675,580","8,944,808","2,262,210","2,507,772","5,513,450","15,949,312","7,267,230","28,934,039","4,765,360","30,844,448","5,412,400","13,682,474","32,663,130","631,912,488","32,444,540","77,397,011","8,510","29,955","13,982,880","12,223,775","855,460","165,168","1,580,210","902,454","2,963,500","2,907,154","4,140,930","759,496","7,863,690","7,106,722","606,360","193,763","3,065,190","7,331,396","33,276,960","142,126,825","7,621,250","15,002,407","6,301,860","12,603,104","6,486,040","9,942,396","2,195,110","1,872,549","26,376,810","65,284,616","27,794,890","73,413,511","5,360","7,222","2,210","5,534","4,866,340","7,636,798","28,706,390","75,524,370"
US,5 ,"19,328,370","7,101,820","9,481,430","2,246,020","10,978,570","42,328,230","13,530,960","1,188,985,634","19,328,370","1,203,749,151","16,724,690","919,323,599","7,184,180","6,723,208","4,003,350","12,959,028","3,645,520","8,611,045","4,250,710","3,239,235","2,859,340","28,765,365","3,304,610","9,723,123","2,274,310","29,546,154","4,773,680","113,182,532","312,110","1,382,680","8,140,240","3,915,700","56,828,459","1,013,200","10,078,587","5,762,110","14,763,517","780,790","193,651","70,550","697,183","524,850","2,936,087","544,340","2,424,159","2,503,850","2,465,169","302,810","600,858","71,770","194,008","8,144,510","148,321,407","6,029,040","18,416,255","1,809,250","2,584,065","6,814,370","21,660,865","8,094,750","44,402,168","6,050,250","42,683,612","6,472,400","18,679,808","19,216,930","768,951,367","19,152,980","108,326,525","31,320","57,926","8,181,940","11,815,975","1,034,160","295,332","1,093,950","591,556","1,746,000","2,150,096","887,370","143,711","5,287,330","8,171,136","684,550","260,834","2,067,580","5,750,603","18,995,540","135,375,613","50,310","8,227","38,370","6,208","883,280","1,204,272","1,303,390","1,179,048","18,217,820","96,510,802","18,488,520","103,719,713","4,610","24,601","2,400","4,612","4,375,240","9,773,931","14,491,680","40,658,085"
US,6 ,"12,397,060","2,842,340","8,497,040","842,420","7,186,950","30,579,650","9,690,060","1,073,161,909","12,397,060","1,085,575,896","10,833,670","814,035,757","5,934,010","6,189,891","3,512,060","13,235,955","3,226,880","9,118,563","4,058,020","3,678,832","2,082,310","25,239,665","2,925,420","12,009,612","1,794,660","31,074,130","3,511,650","103,714,189","245,280","826,000","4,929,291","2,710,430","51,674,704","931,790","12,533,864","3,846,150","12,413,987","672,910","177,165","79,140","917,885","405,900","2,535,666","409,210","2,049,980","1,412,070","1,642,469","109,870","208,841","72,390","235,292","7,213,950","149,681,131","5,717,870","24,855,208","1,300,280","2,302,240","6,344,390","23,041,002","7,191,680","51,897,351","5,699,290","46,172,299","6,035,010","19,716,451","12,364,910","750,210,077","12,333,640","111,557,621","77,720","137,998","5,728,730","9,482,869","982,140","355,171","971,780","542,981","1,343,360","1,726,835",0,0,"3,785,280","6,380,231","571,430","254,867","1,533,950","4,944,472","12,243,860","129,847,690",0,0,0,0,"107,420","157,334","971,700","902,998","12,203,220","102,075,113","12,251,760","107,957,312","5,900","5,802","2,530","20,889","3,176,290","9,265,065","8,852,030","29,828,353"
US,7 ,"16,422,010","2,292,730","13,351,200","605,740","9,789,720","44,859,280","15,091,590","2,208,749,172","16,422,010","2,237,449,877","14,670,720","1,666,246,382","10,014,990","13,989,627","6,686,070","35,804,390","6,253,450","25,929,487","7,114,890","8,432,247","3,182,500","64,054,399","5,849,870","43,899,956","2,551,280","66,840,262","4,687,230","181,317,579","338,270","862,750","5,494,317","3,198,770","69,889,293","2,115,230","54,059,325","6,075,840","28,700,705","1,117,010","300,114","282,860","4,638,289","795,580","6,081,267","620,190","3,485,117","1,796,290","1,803,587","517,110","1,000,737","176,450","830,136","12,996,180","336,013,815","10,739,180","77,866,878","2,005,350","4,688,177","11,901,500","56,910,176","12,974,670","143,092,106","10,660,770","101,753,941","11,538,000","47,118,607","16,397,630","1,659,491,046","16,375,930","291,110,391","626,720","1,520,260","7,801,360","11,035,013","2,195,060","1,558,528","1,662,870","928,606","1,716,850","2,467,954",0,0,"3,535,610","4,840,316","887,900","523,740","2,472,740","11,184,336","16,251,530","312,980,424",0,0,0,0,"27,270","43,242","1,576,390","1,537,298","16,321,800","280,076,824","16,345,970","293,492,858","131,040","50,533","57,470","39,824","5,801,170","28,248,378","9,900,140","42,972,138"
US,8 ,"4,538,210","491,740","3,897,320","109,650","3,215,800","13,145,740","4,712,860","1,290,856,351","4,538,210","1,316,092,189","4,035,970","877,338,923","3,633,520","12,792,792","2,930,590","36,595,854","2,804,860","27,685,619","1,610,690","3,689,758","1,120,270","61,994,311","2,859,730","65,308,913","721,860","33,141,740","1,063,930","55,340,101","114,730","139,700","991,844","774,570","19,218,280","1,443,010","117,429,258","1,688,630","25,235,838","163,000","41,557","303,260","8,616,048","537,170","5,619,051","108,230","1,007,871",0,0,0,0,"144,560","1,517,521","4,271,530","189,906,372","3,555,840","63,329,766","659,830","2,281,182","3,942,990","31,596,857","4,266,880","98,703,210","3,333,940","46,071,049","3,937,920","29,532,388","4,531,110","1,057,417,212","4,532,920","255,431,856","2,840,300","14,831,149","1,955,750","4,838,109","1,361,460","3,731,291","454,610","246,176",0,0,0,0,"2,160","1,968","214,860","220,373","1,095,990","8,707,773","4,479,250","253,905,382",0,0,0,0,30,65,0,0,"4,528,540","250,604,932","4,530,470","264,116,632","1,951,040","1,512,606","2,166,960","2,247,235","2,328,160","33,206,460","1,678,890","13,986,130"
US,9 ,"711,530","76,630","609,120","17,060","610,510","2,122,390","802,360","479,153,210","711,530","489,722,916","609,290","267,881,622","661,440","7,269,054","573,510","19,077,413","554,650","14,445,104","181,460","1,275,932","194,060","21,189,782","589,480","44,733,423","100,080","5,874,040","120,030","6,288,603","22,750","10,210","79,554","114,240","3,029,554","414,430","96,204,193","359,940","10,569,706","8,350","2,059","89,810","3,978,333","153,100","1,987,300","19,550","194,996",0,0,0,0,"54,960","1,344,456","664,570","59,343,821","565,790","28,047,518","92,950","393,629","622,630","8,682,759","663,570","37,535,839","480,980","9,280,183","629,090","11,984,188","709,900","419,270,828","710,980","125,584,341","311,150","4,360,735","445,840","4,015,185","359,760","3,340,408","48,930","29,030",0,0,0,0,0,0,"24,270","56,600","246,280","3,004,090","701,960","122,532,707",0,0,0,0,0,0,0,0,"710,300","121,582,050","710,490","128,933,732","510,520","1,619,356","603,700","2,539,379","390,290","17,473,404","150,800","3,887,024"
US,10 ,"347,070","41,170","289,270","8,420","321,460","1,015,850","379,920","1,088,339,379","347,070","1,101,959,022","285,880","345,473,753","338,190","35,110,396","307,480","69,455,698","299,340","53,710,781","143,630","5,074,566","92,770","20,295,223","317,850","288,586,950","45,570","3,451,743","56,510","3,516,177","13,340","2,530","20,805","60,340","1,685,676","259,690","274,987,470","204,000","13,619,643","1,800",436,"45,940","2,604,909","92,450","1,369,135","9,250","92,713",0,0,0,0,"55,850","6,346,118","319,160","144,918,507","280,140","81,920,594","36,530","415,304","300,140","8,414,576","318,450","91,323,481","196,530","4,485,185","306,660","50,644,540","345,960","945,429,100","346,800","306,952,659","62,570","6,339,776","256,660","13,119,476","226,170","10,832,747","13,710","8,949",0,0,0,0,0,0,"8,420","53,892","135,410","3,325,185","343,380","329,708,156",0,0,0,0,0,0,0,0,"346,450","300,329,685","346,510","312,437,306","241,130","2,931,200","311,370","11,726,297","153,440","27,957,270","76,410","28,737,633"
AL,0 ,"2,048,730","816,250","770,650","422,400","1,212,970","4,215,050","1,510,680","103,844,557","2,043,280","105,208,174","1,716,270","76,139,396","519,540","882,918","272,100","1,551,361","245,920","1,162,674","338,560","325,122","336,270","2,955,832","227,790","2,917,194","165,150","2,481,526","420,560","9,388,036","46,330","98,300","371,830","273,300","3,378,083","95,220","5,633,737","464,280","1,363,617","51,320","12,948","7,290","149,659","45,000","276,587","28,610","126,494","124,380","124,033","20,710","51,939","5,770","116,499","551,240","11,853,221","444,130","2,152,669","92,890","136,762","446,470","604,119","546,260","3,046,108","408,580","3,061,429","479,360","3,040,744","1,469,410","68,357,296","1,460,780","12,484,553","20,900","97,760","630,400","779,872","59,940","84,867","97,270","51,463","146,420","153,191","111,710","19,916","337,220","392,559","48,010","18,876","246,700","602,705","1,955,960","16,266,383","536,120","1,437,905","486,100","1,285,505","376,360","501,441","174,380","163,755","1,269,510","11,717,123","1,412,520","12,522,792","21,140","35,352","25,740","88,153","329,070","1,533,590","1,633,460","4,933,577"
AL,1 ,"25,450","14,220","9,220","1,090","17,710","39,220","6,180","-1,815,288","20,000","-1,791,188","5,930","190,789","8,470","42,651","5,370","36,401","4,910","25,168",870,"2,251","10,230","-135,423","7,410","125,638","2,070","25,879","3,340","41,824","2,730",310,"1,419",50,151,"4,870","-342,847","5,760","24,099",130,30,30,513,"1,680","8,301",140,784,710,803,860,"2,997",**,**,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,"1,902",90,"1,884",60,278,10,0,0,0,10,13,10,9,20,23,[19],35,"3,420","7,544","12,120","53,052","2,610","2,838","1,640","1,823","1,050","1,595","2,350","2,257",80,"1,623","4,060","10,584",100,230,10,198,"2,360","4,588","10,220","40,014"
AL,2 ,"309,510","228,970","28,100","48,480","164,100","342,850","97,280","1,739,304","309,510","1,795,752","238,760","1,340,130","35,770","24,258","19,110","25,439","17,100","16,042","2,870","1,332","53,060","229,128","16,590","6,518","11,450","45,569","26,290","129,440","2,820","11,430","36,607",700,"3,299","3,390","-10,428","54,760","56,447",620,138,70,294,"3,910","13,945",540,"1,704","4,280","3,772","3,860","11,568",** 90,** 43,"12,330","176,210","3,560","5,238","6,830","5,757","6,240","6,639","11,600","19,841","5,690","35,133","8,230","13,605","30,240","54,210","28,230","5,509",20,116,"1,360",103,890,23,**,**,270,63,30,5,10,1,20,2,"45,300","39,392","273,870","344,357","123,530","186,737","112,490","159,540","46,690","33,490","25,340","23,985","27,850","5,407","75,860","46,324",10,10,[19],1,"22,350","10,355","259,570","308,688"
AL,3 ,"561,090","259,130","94,210","198,560","336,740","1,109,940","474,030","9,519,222","561,090","9,651,907","462,160","7,552,781","68,270","58,349","28,720","55,056","24,790","35,384","13,600","6,178","93,530","597,801","22,280","26,750","27,710","183,866","85,150","941,457","6,190","38,580","152,008","34,690","59,546","6,720","9,919","100,890","132,685","3,450",791,310,"1,296","6,500","26,416","2,830","7,633","17,370","14,918","3,380","8,937",140,137,"45,210","633,545","21,280","24,077","19,980","18,937","23,680","20,496","43,950","73,038","22,110","121,624","34,890","100,690","308,660","1,821,786","305,190","191,337",70,80,"107,810","37,241","2,090",102,"** 9,250","** 3,071","33,290","17,193","32,440","5,558","33,740","10,258","3,130",877,"72,580","114,303","534,370","1,934,497","276,430","988,639","259,360","900,458","211,800","293,936","55,670","53,077","228,270","154,096","295,890","273,309",30,34,10,144,"37,780","39,432","507,860","1,697,725"
AL,4 ,"491,000","195,850","155,230","125,300","286,120","1,027,860","383,250","17,632,033","491,000","17,810,423","427,780","14,502,863","97,740","84,637","42,960","96,789","37,670","65,183","59,060","30,125","61,600","254,941","33,270","62,509","35,290","325,898","101,730","1,767,899","9,150","23,770","84,895","87,190","543,049","11,360","51,921","95,370","178,390","13,090","3,144",560,"3,277","7,630","35,360","7,310","24,265","36,700","37,219","3,020","7,568",340,625,"115,650","1,720,968","85,160","143,177","25,780","34,876","77,660","61,822","113,480","264,088","73,060","407,569","94,490","342,555","470,420","8,601,797","468,210","1,038,880",70,210,"217,850","194,776","6,760",399,"29,530","16,653","46,510","48,184","65,660","12,222","125,080","110,982","13,670","5,378","37,460","78,861","480,910","2,041,682","132,890","259,585","112,100","223,603","104,760","156,524","37,570","34,532","367,110","844,103","386,610","935,362",80,77,10,78,"66,070","94,894","418,160","1,193,160"
AL,5 ,"258,760","72,720","146,790","32,850","157,590","594,600","189,220","15,905,912","258,760","16,059,931","223,860","12,285,313","87,220","85,687","41,340","124,753","36,830","86,692","68,690","42,851","40,120","263,822","32,940","96,201","28,370","356,392","72,610","1,733,249","8,130","11,710","45,373","59,590","850,023","11,610","109,490","69,040","154,019","10,120","2,502",480,"3,940","5,410","28,357","5,900","24,051","27,250","26,743","2,850","6,429",420,"1,183","105,550","1,823,761","86,460","219,487","17,140","26,225","85,890","78,492","105,020","348,365","80,110","501,512","90,480","397,297","257,650","10,157,114","257,030","1,399,783",380,738,"115,500","171,057","8,660",875,"19,060","10,012","25,410","32,167","13,570","2,122","78,040","118,476","11,480","4,736","26,930","67,129","255,300","1,748,542",660,106,520,82,"10,800","13,930","19,310","17,730","245,770","1,228,766","249,000","1,309,607",50,79,10,35,"59,050","126,853","194,380","552,973"
AL,6 ,"162,870","24,820","126,030","9,770","98,510","422,860","134,000","14,093,093","162,870","14,219,638","142,940","10,733,227","72,250","76,390","36,810","127,418","33,230","91,144","62,110","44,372","27,690","228,307","29,440","119,107","22,210","370,171","52,330","1,540,722","6,300","6,570","26,040","39,280","750,156","10,890","129,296","48,640","126,544","9,660","2,612",530,"5,491","3,800","22,270","4,440","20,866","18,330","20,773","1,190","2,646",510,"1,501","85,980","1,664,677","74,410","258,330","10,640","19,516","77,020","80,969","85,810","381,829","71,470","510,671","77,070","398,809","162,610","9,885,510","162,340","1,429,232",690,"1,540","77,530","131,764","8,510","1,276","16,150","8,899","18,710","24,366",0,0,"55,140","91,214","7,990","3,106","19,060","53,658","161,400","1,648,619",0,0,0,0,"1,030","1,532","13,750","12,731","161,190","1,297,479","161,640","1,364,540",60,66,10,9,"42,040","115,141","116,730","385,638"
AL,7 ,"190,970","16,800","167,070","5,450","114,170","534,860","176,910","25,244,786","190,970","25,505,759","171,710","18,943,881","109,990","157,068","66,570","322,548","61,590","241,418","106,090","102,936","36,560","589,258","55,920","417,656","29,510","756,289","65,290","2,459,051","8,160","5,370","22,892","41,580","913,334","24,050","614,169","67,740","260,973","12,960","3,407","1,880","28,664","7,630","54,519","6,020","33,044","19,740","19,805","5,560","11,794","1,540","7,364","140,420","3,281,612","128,950","686,354","10,800","25,284","132,080","191,987","140,330","949,654","120,780","1,018,803","130,280","855,790","190,800","19,270,787","190,640","3,326,573","3,080","7,965","89,450","124,274","18,840","8,293","20,080","11,035","22,220","31,205",0,0,"45,180","61,585","9,930","3,571","27,290","113,272","189,480","3,491,008",0,0,0,0,240,435,"20,390","19,443","190,240","3,202,300","190,430","3,343,767",930,389,460,214,"72,910","342,784","110,930","443,125"
AL,8 ,"40,390","3,010","36,290",750,"30,030","116,810","40,160","11,346,368","40,390","11,574,902","35,670","7,050,455","31,620","117,985","24,230","293,199","23,040","230,797","21,370","42,820","10,810","618,130","22,860","537,742","7,220","343,314","12,220","692,104","2,150",520,"2,387","8,570","213,653","15,590","1,407,187","16,540","228,534","1,220",305,"2,450","66,870","5,800","57,435","1,110","10,755",0,0,0,0,"1,490","17,215","37,700","1,466,373","36,030","403,169","1,600","5,661","35,860","106,134","37,680","531,846","29,930","365,549","35,750","431,234","40,360","9,475,578","40,360","2,202,828","14,700","50,961","15,540","30,216","10,070","19,626","2,890","1,594",0,0,0,0,20,21,"1,620",937,"11,060","86,036","39,890","2,160,675",0,0,0,0,0,0,0,0,"40,330","2,172,646","40,350","2,299,219","14,100","10,416","17,820","18,426","21,750","339,225","13,920","123,298"
AL,9 ,"6,170",450,"5,550",110,"5,600","18,850","7,140","4,151,761","6,170","4,251,099","5,300","2,047,249","5,770","62,090","4,830","155,580","4,670","123,327","2,470","13,929","1,890","210,226","4,860","324,008",940,"51,003","1,130","58,581",470,30,171,"1,130","30,233","4,540","1,161,441","3,850","99,339",60,15,750,"30,094","1,850","21,169",240,"2,511",0,0,0,0,680,"20,085","5,990","460,305","5,900","162,872",90,422,"5,760","32,941","5,990","199,795","4,160","74,128","5,800","181,574","6,160","3,689,056","6,160","1,095,365","1,520","18,245","3,680","14,583","2,710","6,707",260,162,0,0,0,0,0,0,140,151,"2,570","27,786","6,100","1,055,295",0,0,0,0,0,0,0,0,"6,160","1,080,848","6,170","1,143,900","4,190","12,133","5,200","20,956","3,450","178,475","1,260","34,603"
AL,10 ,"2,520",270,"2,170",40,"2,400","7,210","2,530","6,027,364","2,520","6,129,951","2,160","1,492,707","2,460","173,803","2,170","314,178","2,100","247,520","1,430","38,327",770,"99,642","2,220","1,201,066",380,"23,143",470,"23,710",240,10,39,530,"14,639","2,200","2,503,588","1,690","102,587",20,4,210,"9,220",800,"8,815",90,881,0,0,0,0,560,"68,345","2,410","625,769","2,380","249,966",30,85,"2,290","24,639","2,410","277,653","1,270","26,441","2,370","319,191","2,510","5,401,459","2,520","1,793,145",310,"16,022","1,630","75,582","1,400","47,566",50,36,0,0,0,0,0,0,30,83,"1,020","14,723","2,500","1,788,656",0,0,0,0,0,0,0,0,"2,520","1,729,856","2,520","1,796,180","1,600","11,917","2,220","48,091","1,320","281,844",440,"154,353"
AK,0 ,"359,140","184,100","128,510","37,590","152,670","669,920","210,830","22,931,040","358,430","23,285,465","307,290","16,555,698","98,740","161,732","80,770","328,452","69,100","241,364","3,060","4,229","56,050","959,151","50,880","690,687","21,850","390,053","61,960","1,851,388","1,520","89,830","215,825","33,250","429,932","18,280","1,331,441","93,000","354,425","8,310","2,145","2,680","57,112","7,950","61,558","6,040","27,816","30,810","29,862","7,460","12,445","2,020","30,911","82,930","1,669,828","21,160","28,341","23,590","24,284","74,300","308,039","79,890","374,477","69,380","675,437","59,770","311,943","298,690","17,082,969","296,770","3,263,489","3,490","12,255","109,770","146,208","16,600","22,453","13,490","7,732","23,130","22,062","14,620","2,524","60,030","80,579","7,700","3,098","43,960","154,309","336,770","3,826,167","51,800","103,910","44,520","93,108","33,610","45,554","19,070","16,495","272,700","3,119,907","285,560","3,320,217","5,740","7,456","6,780","20,152","73,120","365,362","265,430","761,792"
AK,1 ,"3,600","2,330","1,010",140,"2,240","5,210",890,"-203,529","2,900","-199,404","1,010","32,221","1,250","4,998",780,"3,366",670,"2,244",20,248,"1,560","-30,249","1,080","6,249",210,"4,002",430,"8,772",90,150,551,10,79,690,"-70,177",940,"4,125",20,5,10,274,160,"1,033",30,137,190,218,230,764,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,46,10,46,20,5,[19],[20],0,0,[19],[20],[19],1,20,4,**,**,470,"1,104","1,770","10,446",340,307,230,195,140,202,180,164,10,41,550,"1,369",20,23,**,**,330,661,"1,510","7,852"
AK,2 ,"55,370","48,220","2,530","3,710","18,820","45,370","10,320","262,658","55,370","269,959","39,480","186,351","7,030","2,564","8,840","8,818","7,320","6,326",50,31,"5,380","13,569","3,450","1,326",740,"2,691","2,350","11,344",90,"18,190","25,936",90,413,500,"-1,484","6,600","7,301",60,13,20,158,270,910,100,241,"1,040",870,900,"2,560",30,37,"1,170","18,241",140,110,310,136,770,"2,447",980,"2,800",640,"5,179",570,751,"16,380","17,742","15,710","1,753",10,3,720,39,440,6,[19],[20],120,20,10,0,120,8,0,0,"4,580","2,983","41,840","34,067","14,080","12,417","12,730","11,352","3,440","1,796","2,260","2,029","15,440","1,714","19,600","4,954",**,**,**,**,"7,560","1,969","37,620","30,783"
AK,3 ,"65,930","46,070","7,810","10,090","24,260","98,480","29,560","1,143,768","65,930","1,162,889","56,870","901,300","8,060","6,140","9,560","17,134","7,670","12,608",150,93,"8,490","61,937","3,770","5,235","1,850","11,976","6,480","69,100",130,"21,670","53,994","2,540","4,608",900,533,"12,590","19,121",280,60,60,368,590,"2,347",460,"1,446","3,780","3,184",600,"1,356",70,129,"3,240","50,293",590,483,910,478,"2,110","6,174","2,770","7,766","1,840","13,623","1,780","4,141","50,870","355,316","50,140","37,488",20,76,"13,820","5,076",640,28,580,173,"4,910","2,862","4,550",707,"3,700","1,234",** 180,** 39,"7,290","11,400","62,520","174,581","19,670","56,954","17,020","52,279","13,560","17,164","4,200","3,567","41,850","32,412","46,220","44,469",** 10,** 3,**,**,"6,600","7,516","57,650","136,985"
AK,4 ,"80,690","45,530","19,260","12,910","31,120","149,140","49,700","2,942,944","80,690","2,984,111","72,340","2,431,986","14,120","11,874","13,030","26,031","10,530","18,772",430,316,"10,110","114,104","6,230","13,296","3,420","31,286","10,910","192,729",190,"25,370","60,086","7,560","46,936","1,820","10,362","20,320","41,167","1,010",234,190,"1,682","1,000","4,772","1,290","4,531","9,400","9,422","1,000","1,587",140,384,"10,020","152,454","2,210","1,387","2,630","1,813","7,960","23,798","9,260","28,488","7,470","55,351","5,950","17,145","78,130","1,654,745","77,750","206,659",20,77,"31,150","28,376","1,670",177,"3,150","1,673","6,890","6,277","8,250","1,510","18,820","18,272",990,291,"8,070","21,361","78,840","368,318","17,550","34,204","14,420","29,263","13,640","21,609","4,370","3,579","65,200","178,283","68,190","201,638",10,16,** 10,** 7,"11,330","22,273","68,230","186,548"
AK,5 ,"51,400","22,620","21,220","5,950","22,560","107,780","35,230","3,172,595","51,400","3,214,831","45,460","2,511,913","15,750","13,020","11,510","29,110","9,660","21,003",520,451,"8,300","105,887","7,060","22,624","3,730","45,705","10,790","291,947",210,"12,260","34,442","7,120","91,601","2,110","20,156","16,430","42,236","1,910",466,210,"2,333","1,010","5,575","1,320","5,517","7,210","6,782","1,400","1,843",190,594,"14,950","238,427","3,440","2,564","4,040","3,080","13,020","40,405","14,250","47,967","12,400","99,517","9,730","31,361","51,220","2,178,888","51,120","319,588",40,70,"20,710","31,127","2,220",261,"2,330","1,324","3,950","4,215","1,820",305,"14,730","23,954","1,560",508,"6,180","19,930","50,590","401,314",160,27,130,18,"2,430","4,039","2,550","2,190","48,630","288,461","49,310","311,030",20,22,[19],[20],"11,240","30,335","39,240","117,041"
