State,agi_stub,N1,    MARS1,    MARS2,    MARS4,    PREP,N2,NUMDEP,A00100,    N02650,        A02650,    N00200,        A00200,    N00300,        A00300,    N00600,        A00600,    N00650,        A00650,    N00700,        A00700,N00900,        A00900,    N01000,        A01000,N01400,        A01400,    N01700,        A01700,    SCHF,    N02300,        A02300,    N02500,        A02500,    N26270,        A26270,N02900,    A02900,    N03220,        A03220,    N03300,        A03300,    N03270,        A03270,    N03150,        A03150,    N03210,        A03210,    N03230,        A03230,    N03240,        A03240,N04470,    A04470,    N18425,        A18425,    N18450,        A18450,    N18500,        A18500,    N18300,        A18300,    N19300,        A19300,    N19700,        A19700,N04800,    A04800,N05800,    A05800,N09600,        A09600,N07100,    A07100,    N07300,        A07300,    N07180,        A07180,    N07230,        A07230,    N07240,        A07240,    N07220,        A07220,    N07260,        A07260,N09400,    A09400,N10600,    A10600,    N59660,    A59660,N59720,        A59720,    N11070,        A11070,    N10960,        A10960,N06500,    A06500,N10300,    A10300,    N85530,    A85530,    N85300,    A85300,N11901,    A11901,N11902,    A11902
MS,7 ,"94,570","8,480","82,280","2,980","63,000","264,770","87,950","12,440,389","94,570","12,594,011","84,380","9,071,547","50,850","73,854","29,960","142,697","27,790","106,943","47,280","46,323","20,340","381,867","26,200","231,293","13,810","327,994","31,930","1,260,616","7,810","2,620","11,536","21,710","476,095","13,100","383,107","35,480","153,621","6,950","1,841","1,190","18,967","5,310","37,219","3,180","18,762","9,320","9,090","2,620","5,420","1,090","6,263","68,940","1,663,200","60,120","332,309","8,380","21,606","63,430","138,466","68,890","526,655","55,830","411,534","61,930","429,066","94,470","9,438,786","94,370","1,624,834","2,250","5,770","43,040","70,984","8,840","13,980","10,100","5,928","10,310","13,407",0,0,"22,860","31,420","3,860","1,484","15,730","72,436","93,270","1,692,356",0,0,0,0,** 140,** 205,"9,430","8,340","93,980","1,553,855","94,130","1,641,514",520,249,230,97,"37,360","201,738","53,240","226,882"
MS,8 ,"19,750","1,650","17,480",430,"16,250","56,370","19,160","5,610,884","19,750","5,753,838","17,010","3,282,810","15,110","56,008","11,000","129,699","10,530","101,888","9,060","16,461","6,250","413,702","10,710","281,330","3,150","130,945","5,490","292,047","2,480",220,989,"4,270","106,454","8,330","858,142","9,200","142,954",660,166,"1,550","45,757","3,580","34,198",700,"6,693",0,0,0,0,910,"11,517","18,470","748,299","17,260","224,735","1,180","4,684","16,970","64,681","18,470","305,572","13,470","138,730","16,980","220,134","19,730","4,671,377","19,730","1,097,970","9,260","33,419","7,390","36,769","5,020","30,198","1,330",755,0,0,0,0,10,7,600,316,"6,530","58,835","19,300","1,063,671",0,0,0,0,**,**,0,0,"19,620","1,061,213","19,680","1,140,957","7,130","5,673","9,000","10,074","10,200","195,704","6,930","72,382"
MS,9 ,"2,910",240,"2,580",60,"2,710","8,660","3,170","1,926,638","2,910","1,978,222","2,430","853,746","2,680","28,306","2,190","57,512","2,110","44,096","1,100","5,802","1,200","141,197","2,200","160,247",410,"20,575",520,"25,115",420,** 10,** 60,570,"15,326","2,150","575,655","1,930","51,584",30,8,410,"17,367",910,"10,481",130,"1,318",0,0,0,0,310,"8,066","2,810","226,962","2,750","89,811",60,266,"2,590","18,042","2,810","110,492","1,790","29,350","2,690","75,114","2,910","1,698,671","2,910","501,233",920,"8,700","1,620","8,036","1,160","3,248",130,83,0,0,0,0,0,0,50,143,"1,420","16,908","2,850","491,555",0,0,0,0,0,0,0,0,"2,910","493,287","2,910","526,616","1,940","5,471","2,440","10,484","1,550","84,418",620,"18,010"
MS,10 ,"1,120",130,950,20,"1,080","3,030",950,"2,619,073","1,120","2,680,672",900,"496,944","1,090","65,023",930,"101,895",910,"78,868",610,"12,319",480,"102,884",990,"418,807",170,"7,173",220,"11,852",220,**,**,280,"7,858",980,"1,281,489",820,"61,599",10,3,120,"6,560",360,"4,202",60,558,0,0,0,0,250,"40,879","1,070","269,101","1,050","131,185",20,54,950,"10,803","1,070","143,386",500,"10,264","1,020","108,344","1,120","2,349,548","1,120","792,020",130,"5,970",700,"11,278",560,"2,254",30,19,0,0,0,0,0,0,20,70,560,"12,849","1,110","821,300",0,0,0,0,0,0,0,0,"1,120","785,425","1,120","819,238",680,"4,886","1,000","19,849",550,"117,427",190,"59,827"
MO,0 ,"2,743,080","1,251,410","1,080,010","361,520","1,469,640","5,330,390","1,689,070","148,434,377","2,735,070","150,686,207","2,276,160","106,658,738","843,720","1,412,666","533,900","3,316,252","495,660","2,603,976","451,440","436,640","403,030","4,502,456","457,660","5,525,496","282,020","4,052,723","578,230","11,677,359","95,860","178,050","698,260","376,770","4,505,996","146,470","8,415,082","689,380","2,251,830","70,380","17,699","14,000","280,445","84,580","509,154","44,220","207,564","242,910","245,749","37,950","80,769","14,350","169,704","745,390","17,222,635","647,070","4,368,429","87,760","103,326","667,850","1,904,185","742,480","6,766,522","573,960","3,991,865","598,650","3,181,287","2,047,160","101,327,620","2,026,850","18,947,615","49,040","273,255","848,770","1,005,831","130,340","80,162","120,410","60,440","181,100","184,247","165,350","28,586","430,950","541,473","55,750","28,661","324,960","884,328","2,573,680","23,486,654","542,720","1,267,252","476,380","1,128,731","361,990","470,240","170,420","148,261","1,820,360","18,013,030","1,972,950","19,209,502","35,270","72,911","40,400","184,152","471,000","2,113,918","2,114,930","5,900,702"
MO,1 ,"40,170","23,330","14,300","1,500","28,190","61,830","9,670","-2,733,959","32,160","-2,691,074","9,920","253,507","14,540","63,227","9,260","42,751","8,490","29,808","1,140","2,942","14,530","-190,916","13,310","128,474","3,340","37,099","6,030","58,127","7,390",630,"2,688",50,324,"6,700","-528,266","9,640","42,886",160,35,60,709,"2,920","14,377",170,769,"1,510","1,672","1,490","5,217",290,"1,365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,954,80,939,60,137,**,**,**,**,10,10,10,8,30,36,**,**,"5,400","11,278","17,900","73,541","4,180","4,445","2,620","2,910","1,490","2,282","2,910","2,677",70,817,"6,420","13,840",110,266,[19],41,"3,810","6,003","15,130","59,560"
MO,2 ,"455,160","363,260","40,200","46,040","208,100","458,510","110,720","2,356,654","455,160","2,431,093","341,210","1,815,054","78,390","40,693","44,650","49,405","40,020","30,372","3,600","1,898","55,720","218,943","37,770","14,684","21,570","75,012","51,610","231,208","7,770","16,320","48,043",990,"4,269","5,370","-9,393","63,870","74,439",750,158,100,437,"5,790","20,161",750,"2,290","7,490","6,344","6,530","19,059",430,429,"15,840","253,888","4,230","7,617","9,230","5,152","11,050","22,984","15,210","40,576","7,450","43,408","9,070","12,085","49,590","86,880","45,010","8,449",30,93,"2,570",196,"** 1,780",** 52,** 10,** 3,460,117,30,5,30,10,** [19],** 11,"48,160","38,182","378,920","365,373","145,810","179,096","131,510","158,605","50,640","32,171","22,020","18,624","44,370","8,255","96,270","48,288",10,11,10,9,"32,830","14,461","357,860","330,952"
MO,3 ,"641,430","367,810","113,710","147,560","320,160","1,101,790","376,650","10,967,437","641,430","11,140,469","519,280","8,364,358","112,110","97,810","62,850","121,536","57,050","76,338","14,470","7,022","84,050","657,465","51,240","75,071","48,920","312,138","111,790","1,147,996","14,340","54,670","229,050","47,720","81,254","10,840","22,968","117,600","173,033","4,440",999,310,"1,494","11,230","43,795","3,850","11,666","32,950","29,046","5,160","11,977",840,"1,160","46,980","712,460","20,560","24,389","23,130","16,019","34,430","67,057","46,190","125,831","24,310","131,571","31,280","74,199","417,900","2,645,321","409,460","276,432",120,143,"127,830","41,916","5,740",217,"8,110","2,625","37,150","19,581","47,900","7,341","35,260","11,484","2,300",472,"72,010","115,942","598,930","1,816,820","239,640","779,240","215,650","709,386","176,450","239,357","40,340","33,360","332,280","234,517","391,320","356,033",40,50,10,38,"57,530","52,730","558,680","1,510,633"
MO,4 ,"657,600","310,190","213,380","115,220","343,490","1,283,350","413,910","23,706,525","657,600","24,019,329","570,710","18,978,665","162,080","141,143","92,020","212,882","84,620","141,581","69,310","33,976","81,070","647,685","75,720","166,933","61,350","560,908","135,700","2,190,520","20,960","49,200","191,463","119,790","747,053","19,250","97,898","160,340","312,804","16,950","4,036",790,"5,158","16,220","73,817","10,880","40,967","74,340","76,432","5,350","10,645","1,530","2,711","128,020","1,868,792","99,090","163,142","26,620","28,786","104,970","196,795","127,460","436,947","89,820","477,075","88,340","234,227","633,410","12,297,637","628,230","1,490,754",120,455,"266,360","219,670","18,160","1,060","28,050","14,197","50,590","47,899","94,470","17,578","145,850","134,134","11,890","3,504","62,250","134,277","641,330","2,720,836","151,930","304,282","125,720","257,688","114,990","171,440","34,960","29,276","519,350","1,271,089","548,040","1,422,607",80,95,10,64,"94,260","136,680","552,030","1,420,907"
MO,5 ,"372,860","113,770","219,260","32,280","216,290","852,220","260,270","22,951,674","372,860","23,233,285","323,290","17,467,626","142,950","139,937","85,850","260,038","79,540","180,341","95,820","60,544","57,750","517,053","71,230","232,678","50,180","631,162","103,000","2,337,610","17,160","28,620","111,859","84,130","1,187,482","19,770","162,618","118,130","281,611","16,030","4,118","1,140","9,884","12,110","62,965","9,920","44,916","54,420","54,813","5,600","10,251","1,710","3,780","142,590","2,397,804","126,600","333,495","14,620","21,205","127,120","264,491","142,170","676,510","112,230","662,130","109,010","338,561","371,230","14,837,786","370,000","2,035,812",420,814,"167,910","240,756","21,530","1,761","26,000","13,080","34,510","40,140","22,940","3,655","109,140","172,650","13,130","5,108","44,120","110,904","367,020","2,520,185","1,160",189,880,143,"16,320","21,684","23,670","20,778","352,870","1,795,063","358,340","1,925,528",70,83,10,34,"86,320","184,159","278,440","760,272"
MO,6 ,"234,680","38,980","182,470","10,620","137,910","605,840","188,750","20,285,055","234,680","20,516,230","206,680","15,277,720","112,900","120,921","72,190","258,113","67,190","185,287","90,420","66,989","39,920","419,055","59,870","269,103","37,610","641,994","71,950","2,001,444","11,570","15,500","60,762","54,630","1,004,197","18,000","214,854","80,950","231,175","13,670","3,624","1,240","12,448","8,690","50,754","7,520","37,526","35,110","39,993","2,840","4,699","1,670","4,528","127,760","2,395,848","119,910","449,870","7,230","13,941","119,400","286,474","127,500","812,518","106,790","708,475","105,130","365,526","234,250","14,281,299","233,650","2,050,080",800,"1,721","114,090","190,963","19,320","2,283","22,740","12,172","27,530","33,485",0,0,"77,000","133,319","10,530","5,008","30,640","89,611","232,040","2,364,617",0,0,0,0,"1,710","2,636","18,680","16,932","231,650","1,859,115","232,430","1,967,074",70,86,10,11,"60,380","170,430","168,160","547,442"
MO,7 ,"268,350","27,170","232,650","6,860","160,130","751,330","250,420","35,515,481","268,350","35,978,617","240,950","26,532,106","160,710","225,073","116,270","608,877","109,690","459,521","144,430","133,192","50,850","939,782","98,760","749,942","46,130","1,207,815","81,000","2,906,030","12,500","11,970","48,915","55,870","1,144,125","36,500","911,653","106,760","463,135","16,560","4,282","4,250","64,764","14,820","109,067","9,480","53,225","37,100","37,448","10,990","18,920","3,570","14,882","213,600","4,935,629","207,580","1,323,311","5,490","13,655","203,590","635,215","213,360","2,108,636","180,430","1,355,904","189,550","822,852","268,060","27,003,396","267,670","4,632,433","5,870","14,393","134,120","180,554","37,310","9,168","29,460","15,360","30,860","43,014",0,0,"63,600","89,785","14,450","9,301","41,120","179,682","265,680","4,926,435",0,0,0,0,** 390,** 670,"27,840","26,614","267,010","4,451,884","267,340","4,670,930","1,300",468,430,220,"97,800","468,725","159,990","655,994"
MO,8 ,"59,280","5,540","52,220","1,180","43,320","174,790","63,340","16,851,290","59,280","17,208,694","52,490","10,939,411","47,280","175,350","39,360","521,842","37,900","415,863","26,760","46,920","15,150","830,202","38,140","880,502","10,810","481,410","14,700","681,386","3,220","1,060","5,073","11,240","273,829","21,110","1,828,365","24,040","357,404","1,720",419,"4,240","112,018","8,840","87,468","1,330","12,895",0,0,0,0,"2,640","25,939","57,320","2,380,483","55,970","878,164","1,300","4,054","54,540","289,600","57,310","1,218,011","44,140","469,924","53,470","461,503","59,190","13,911,325","59,190","3,307,538","37,230","164,386","26,510","36,130","18,730","17,785","5,380","2,629",0,0,0,0,40,56,"2,960","3,513","15,890","123,826","58,440","3,280,724",0,0,0,0,**,**,0,0,"59,200","3,271,485","59,220","3,458,840","23,980","18,640","27,970","29,494","30,800","472,620","21,690","181,071"
MO,9 ,"9,440",910,"8,280",190,"8,230","28,670","10,960","6,328,882","9,440","6,470,621","8,180","3,409,279","8,740","97,218","7,710","257,019","7,500","207,914","3,240","17,623","2,760","257,539","7,830","533,901","1,510","71,105","1,730","76,654",630,60,353,"1,600","42,624","5,770","1,467,448","5,300","141,739",110,25,"1,220","47,811","2,450","28,691",230,"2,316",0,0,0,0,950,"23,070","9,240","759,935","9,130","375,811",110,354,"8,870","79,658","9,240","466,139","6,440","99,844","8,850","184,872","9,420","5,566,694","9,430","1,652,016","3,750","42,611","6,210","22,604","5,000","11,204",540,289,0,0,0,0,0,0,370,"1,030","3,550","39,553","9,330","1,604,429",0,0,0,0,0,0,0,0,"9,430","1,629,500","9,430","1,724,305","6,690","20,790","8,160","31,419","5,300","253,663","2,130","53,264"
MO,10 ,"4,140",450,"3,550",90,"3,820","12,070","4,390","12,205,338","4,140","12,378,941","3,460","3,621,011","4,030","311,294","3,730","983,788","3,670","876,951","2,250","65,535","1,230","205,648","3,790","2,474,207",620,"34,081",720,"46,382",300,10,53,750,"20,838","3,160","4,246,938","2,760","173,603",10,3,660,"25,722","1,520","18,060",100,994,0,0,0,0,730,"91,839","4,030","1,517,796","3,990","812,631",40,160,"3,870","61,910","4,030","881,354","2,350","43,534","3,950","687,462","4,130","10,697,282","4,130","3,493,147",620,"47,699","3,120","72,904","2,760","36,632",140,87,0,0,0,0,0,0,130,713,"1,820","41,074","4,100","3,813,694",0,0,0,0,0,0,0,0,"4,130","3,491,305","4,130","3,622,057","2,920","32,423","3,770","122,823","1,960","354,446",830,"380,606"
MT,0 ,"487,640","234,940","199,020","45,510","273,990","909,740","255,280","24,976,187","486,570","25,501,902","394,080","16,471,248","171,890","307,153","102,680","587,809","91,750","405,308","90,250","97,233","80,540","885,387","98,350","1,411,068","49,070","666,269","97,460","2,070,331","19,520","36,400","152,261","69,700","834,886","45,860","1,990,574","142,920","525,716","11,080","2,758","2,740","49,949","23,380","137,484","13,360","63,717","49,550","45,291","5,900","13,238","6,270","51,377","140,480","3,142,531","129,780","809,707","1,460","2,068","124,360","327,508","138,840","1,179,951","101,990","783,735","109,110","547,267","365,470","17,022,381","360,450","3,025,587","8,850","51,131","143,820","182,149","26,060","18,715","17,560","8,222","27,500","26,645","26,100","4,929","70,540","93,845","11,000","5,008","65,210","183,131","447,770","3,604,338","85,180","175,065","71,980","153,942","51,320","66,789","25,260","21,879","327,780","2,855,026","354,880","3,090,262","3,950","5,965","7,060","38,318","100,530","473,685","347,770","867,739"
MT,1 ,"10,030","5,490","3,980",310,"7,970","15,960","2,380","-749,349","8,960","-738,719","2,870","60,231","4,750","13,880","2,660","16,744","2,410","11,152",400,869,"3,790","-36,684","4,250","46,010",870,"9,903","1,490","17,322","2,000",180,820,10,82,"2,470","-130,512","2,780","10,630",40,10,20,353,920,"4,339",60,236,420,375,320,"1,097",110,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,391,20,391,10,22,0,0,**,**,**,**,[19],3,10,4,0,0,"1,680","3,311","4,490","15,625","1,300","1,391",800,882,430,628,380,342,20,369,"1,870","3,887",20,25,**,**,"1,110","1,805","3,620","10,893"
MT,2 ,"82,770","67,480","7,740","6,600","37,280","81,050","16,410","429,247","82,770","445,418","61,850","335,521","16,920","9,817","10,800","22,257","8,020","6,623","1,170",776,"9,210","29,650","8,640","4,670","3,660","13,359","7,560","35,284","1,360","2,890","7,598",180,843,"2,020","-1,867","11,610","16,172",110,23,30,124,"1,410","4,707",210,736,"1,980","1,429","1,450","4,389",130,170,"3,970","63,339","1,740","3,019",90,49,"2,860","6,154","3,540","9,820","1,830","12,427","2,400","2,808","8,930","15,804","8,370","1,596",300,126,500,31,350,9,** [19],** 2,** 70,** 18,10,[20],10,1,**,**,"7,830","6,092","66,350","58,236","25,740","26,510","22,830","23,861","7,150","4,254","3,690","3,068","8,260","1,565","16,860","7,976",**,**,**,**,"6,440","2,893","62,130","52,705"
MT,3 ,"113,600","72,870","21,250","17,250","54,610","175,760","46,430","1,951,279","113,600","1,991,480","90,770","1,470,595","24,660","22,892","13,710","38,072","11,630","16,903","4,430","2,608","14,700","110,774","12,360","23,673","8,390","52,036","18,230","193,290","2,490","10,350","37,431","7,900","12,907","3,930","12,463","24,270","40,201",690,150,100,476,"2,820","10,790","1,250","3,709","8,610","6,681",910,"2,204",340,641,"10,680","158,060","7,070","7,363",190,124,"8,190","16,515","10,120","25,715","5,420","33,783","7,170","14,471","80,120","528,434","78,170","55,173",170,176,"21,640","7,116","1,440",62,"1,180",372,"6,790","3,535","8,110","1,330","4,820","1,644",** 580,** 103,"12,720","20,938","103,090","268,485","34,750","100,355","29,630","91,098","22,450","29,890","6,220","5,013","66,070","48,058","74,970","70,054",** 10,** 5,** [19],** 77,"13,450","12,747","93,510","209,448"
MT,4 ,"113,590","55,980","40,370","14,420","60,980","215,270","61,630","4,094,640","113,590","4,176,730","95,620","3,091,826","34,510","34,827","18,550","48,561","16,720","29,875","16,730","11,854","17,400","160,888","17,510","61,667","10,930","91,763","23,260","396,425","4,090","11,490","52,460","22,100","135,284","6,840","41,960","34,600","82,090","2,450",575,250,"1,966","4,500","21,196","3,440","13,498","15,020","13,816",830,"1,621",830,"1,635","26,200","385,498","23,710","40,828",320,305,"22,070","43,485","25,830","89,722","17,930","111,109","17,950","40,031","109,240","2,119,243","107,560","253,277",30,74,"42,680","33,378","4,230",347,"4,060","1,889","6,900","6,104","14,130","2,932","22,640","21,179","2,460",572,"14,190","33,697","109,400","438,426","23,200","46,779","18,600","38,080","17,560","26,765","4,570","3,759","91,160","219,899","97,230","256,554",10,7,10,17,"20,750","32,283","89,620","209,489"
MT,5 ,"66,830","19,900","41,540","4,300","41,980","153,150","44,830","4,120,154","66,830","4,195,208","56,570","2,955,132","29,460","35,195","16,730","58,112","15,310","38,915","20,550","17,841","13,020","120,138","16,000","84,406","8,710","98,668","17,920","428,358","3,200","6,320","29,037","15,950","221,284","7,170","80,126","25,470","75,054","2,660",647,280,"2,252","3,650","19,772","3,160","14,614","10,680","10,057",650,"1,115","1,030","2,507","28,310","477,050","27,340","78,203",260,323,"25,200","54,588","28,180","140,086","21,250","144,708","21,140","58,348","66,510","2,632,169","66,000","353,705",90,203,"30,080","41,395","4,950",548,"4,210","1,980","5,150","5,727","3,860",665,"18,790","30,630","2,740",837,"9,960","26,967","65,360","419,216",190,30,130,20,"3,210","4,429","3,440","3,077","62,640","312,311","63,940","342,535",10,6,10,67,"19,170","43,511","45,120","114,307"
MT,6 ,"43,140","6,970","34,310","1,450","28,390","111,150","33,730","3,730,603","43,140","3,792,957","37,090","2,631,290","22,430","30,662","13,380","53,684","12,300","37,086","18,400","18,313","8,730","98,477","12,650","94,477","6,710","107,695","12,780","377,068","2,330","3,020","14,039","10,460","191,836","5,950","94,202","17,250","62,354","2,210",577,330,"3,761","2,690","16,053","2,350","11,644","6,730","7,071",360,547,950,"2,993","24,640","469,014","24,080","99,434",190,360,"22,590","53,156","24,560","160,451","19,600","146,707","19,680","60,609","43,060","2,610,913","42,800","367,361",180,321,"21,000","34,070","4,150",674,"3,610","1,779","4,240","5,131",0,0,"13,660","24,525","2,220",861,"6,760","21,897","42,390","406,375",0,0,0,0,420,637,"2,950","2,757","42,300","333,290","42,560","358,398",10,15,10,2,"13,670","41,749","27,510","83,442"
MT,7 ,"45,610","4,870","39,480",970,"32,230","124,420","39,350","5,966,523","45,610","6,080,456","39,410","3,949,601","28,730","61,142","19,060","122,167","17,940","89,579","24,110","28,536","10,260","186,311","18,590","270,975","7,640","193,504","13,410","485,974","2,910","1,970","9,695","10,240","208,275","10,630","349,304","20,610","113,933","2,680",717,880,"14,044","4,360","31,364","2,430","14,626","6,110","5,862","1,370","2,266","1,740","9,189","35,280","826,091","34,650","241,067",290,604,"32,910","95,509","35,210","350,622","28,200","236,884","30,270","124,462","45,560","4,532,607","45,450","759,365","1,170","3,435","22,450","31,454","7,000","3,075","3,850","1,862","4,360","6,129",0,0,"10,600","15,850","2,500","1,447","8,440","39,250","44,860","776,053",0,0,0,0,110,187,"4,010","3,863","45,270","727,912","45,370","773,214",200,69,110,188,"19,520","115,697","22,990","97,471"
MT,8 ,"9,990","1,140","8,570",190,"8,580","27,300","8,740","2,855,207","9,990","2,933,047","8,230","1,360,972","8,430","43,605","6,190","96,788","5,880","74,308","3,770","8,965","2,820","146,651","6,590","293,265","1,840","83,145","2,400","112,070",910,170,"1,145","2,400","52,967","5,240","544,973","5,040","77,840",220,53,670,"20,214","2,360","21,768",390,"3,934",0,0,0,0,810,"9,012","9,420","397,280","9,230","162,429",100,284,"8,710","40,088","9,410","207,051","6,580","78,253","8,610","82,802","9,970","2,367,052","9,980","550,543","6,010","29,530","4,190","8,397","2,940","4,712",580,292,0,0,0,0,10,11,440,539,"2,890","22,555","9,770","526,650",0,0,0,0,0,0,0,0,"9,970","542,172","9,980","576,420","2,690","2,027","5,100","7,542","5,320","109,690","2,880","28,942"
MT,9 ,"1,520",180,"1,300",20,"1,420","4,190","1,380","1,020,259","1,520","1,040,902","1,210","369,404","1,440","18,876","1,130","48,290","1,090","37,803",420,"2,097",420,"38,992","1,250","159,703",220,"9,642",290,"13,696",160,** 10,** 37,350,"7,831","1,110","305,706",900,"20,644",20,5,150,"5,333",460,"4,873",50,491,0,0,0,0,180,"5,237","1,440","125,089","1,420","65,620",** 10,** 18,"1,330","10,382","1,430","76,747",920,"15,196","1,370","34,405","1,510","894,508","1,520","256,631",740,"9,647",880,"4,875",680,"2,419",60,40,0,0,0,0,0,0,50,369,520,"5,423","1,480","242,055",0,0,0,0,0,0,0,0,"1,520","251,810","1,520","267,467",730,"2,024","1,300","7,831",820,"51,714",300,"8,440"
MT,10 ,580,70,500,10,560,"1,490",420,"1,557,624",580,"1,584,422",470,"246,676",570,"36,257",470,"83,135",460,"63,065",270,"5,374",200,"30,190",520,"372,222",90,"6,553",110,"10,845",80,**,**,140,"3,577",500,"694,219",390,"26,798",[19],1,40,"1,427",220,"2,621",20,229,0,0,0,0,140,"19,616",550,"241,109",550,"111,743",**,**,510,"7,631",550,"119,738",270,"4,667",530,"129,331",580,"1,321,651",580,"427,546",140,"7,228",390,"21,412",320,"6,869",10,7,0,0,0,0,0,0,10,279,230,"3,001",570,"453,217",0,0,0,0,0,0,0,0,580,"417,640",580,"433,757",270,"1,787",520,"22,594",280,"61,597",100,"52,603"
NE,0 ,"880,090","407,210","363,900","97,000","500,400","1,743,630","571,760","50,727,108","878,710","51,756,518","755,930","36,059,811","297,610","492,975","188,700","947,535","173,680","715,154","138,690","129,958","128,810","1,326,649","172,680","2,196,577","91,670","1,158,152","150,620","2,815,974","45,140","34,440","126,664","114,240","1,487,019","66,220","3,668,619","261,120","1,029,409","25,270","6,444","5,750","111,663","38,840","261,015","22,230","108,406","94,740","91,674","14,510","28,070","13,960","122,293","250,010","5,867,226","220,130","1,608,850","27,430","37,197","220,510","869,370","249,090","2,638,058","182,970","1,131,300","209,310","1,101,741","689,930","35,031,540","682,490","6,461,385","19,150","109,167","305,310","371,135","49,180","21,675","55,010","27,874","66,440","65,346","57,140","10,360","154,810","211,252","22,090","10,338","116,830","360,121","826,480","7,444,049","141,670","317,396","122,630","283,239","103,090","142,674","54,840","46,187","614,920","6,105,693","658,200","6,565,403","10,880","19,517","15,340","60,047","167,390","1,066,677","665,080","1,755,036"
NE,1 ,"12,080","6,640","4,810",380,"9,680","19,920","3,720","-945,836","10,700","-931,474","4,040","104,732","5,500","15,611","3,290","23,416","2,970","16,599",330,"1,294","4,010","-27,083","4,880","105,386","1,170","10,651","1,580","14,532","3,710",110,467,10,58,"2,450","-206,433","3,770","14,361",70,16,10,54,"1,280","6,647",70,277,550,516,480,"1,560",270,"1,049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,550,30,550,20,27,**,**,**,**,10,5,**,**,10,5,**,**,"2,220","4,445","5,860","20,750","1,610","2,235","1,050","1,450",570,969,600,533,30,521,"2,450","5,370",50,118,10,10,"1,370","2,894","4,820","15,343"
NE,2 ,"133,170","112,000","9,130","10,820","63,210","111,540","26,550","696,914","133,170","721,361","108,070","577,128","23,550","12,025","14,150","13,739","12,670","7,910","1,000",509,"14,650","47,732","13,040","8,579","6,710","24,232","10,350","41,722","2,650","3,720","9,971",210,935,"1,780","-4,429","18,420","24,447",200,41,30,91,"2,240","8,707",270,736,"2,460","1,932","2,220","6,362",230,137,"4,530","79,982","1,250","3,727","2,780","1,462","2,480","6,845","4,330","13,182","1,590","8,053","2,800","3,614","19,950","34,372","18,210","3,376",10,13,920,63,** 660,** 17,**,**,140,39,** 10,** 3,[19],1,** [19],** 5,"13,140","9,622","114,690","95,067","35,710","41,599","32,230","37,545","11,990","7,427","5,390","4,319","18,010","3,314","31,710","13,371",[19],2,[19],33,"10,620","4,875","108,370","86,091"
NE,3 ,"185,010","118,250","27,810","36,060","95,350","292,720","93,200","3,190,768","185,010","3,253,497","153,820","2,546,635","36,740","30,644","20,680","34,946","18,520","19,967","4,270","2,088","21,840","159,571","18,060","33,595","15,720","98,493","26,370","231,352","5,090","10,290","39,215","12,570","20,375","4,080","8,319","36,530","62,729","1,050",234,90,457,"4,600","20,355","1,780","5,168","12,060","9,892","1,680","3,593",630,730,"14,160","234,054","5,960","11,118","7,460","6,877","9,300","25,062","13,900","47,970","5,940","27,911","9,890","21,442","129,830","870,120","127,150","91,386",50,127,"41,850","14,076","2,200",70,"** 3,560","** 1,145","13,260","6,984","16,040","2,535","9,250","3,157",710,126,"19,860","31,933","171,250","482,526","57,760","182,418","51,240","167,387","43,820","60,251","11,740","8,882","103,870","77,310","118,200","110,752",20,10,[19],36,"18,270","18,468","158,500","388,381"
NE,4 ,"216,700","110,730","65,250","35,900","118,670","423,680","142,390","7,840,365","216,700","7,976,520","192,770","6,506,502","55,060","45,673","31,430","61,396","28,540","37,943","22,280","12,213","26,050","200,578","28,000","75,789","19,800","166,802","33,690","458,384","8,730","10,020","37,944","34,090","216,946","8,110","47,511","59,540","136,155","4,540","1,064",350,"2,515","7,030","37,392","5,400","21,308","27,880","27,057","1,790","3,174","1,510","2,650","39,740","588,910","30,830","57,363","8,210","9,283","32,310","87,778","39,420","167,879","26,070","123,512","28,180","67,918","208,030","4,125,254","205,990","502,481",50,90,"90,200","73,233","6,690",313,"11,910","6,121","16,750","14,452","32,370","6,311","48,160","44,560","4,450","1,051","22,510","50,301","209,920","898,409","46,100","91,066","37,760","76,801","38,690","62,453","10,430","8,061","170,280","429,277","179,980","484,760",20,21,**,**,"30,250","50,750","181,900","458,292"
NE,5 ,"125,810","37,330","77,590","9,100","76,820","302,740","99,400","7,761,724","125,810","7,895,797","111,260","6,036,216","50,850","47,521","30,640","75,206","28,100","48,965","30,310","19,825","21,250","176,973","27,390","108,020","16,340","184,145","27,530","535,043","7,700","5,290","19,571","25,850","374,374","9,380","92,678","46,760","134,074","5,140","1,275",520,"4,553","5,790","34,338","5,120","24,593","20,490","19,891","2,040","3,220","1,890","4,226","45,390","753,582","40,850","119,331","4,290","7,235","40,090","122,146","45,330","264,906","33,860","178,677","35,880","99,893","125,120","4,961,190","124,550","673,230",110,186,"61,230","90,311","8,190",573,"11,820","6,235","12,560","13,570","8,720","1,512","39,750","65,470","5,380","1,733","18,520","49,537","122,740","813,914",480,78,350,56,"7,130","10,196","8,180","6,981","117,250","582,919","119,850","638,608",10,12,** [19],** 3,"30,630","77,447","91,610","244,715"
