STATE,AGI_STUB,N1,MARS1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,MVITA,TCE,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,N18425,A18425,N18450,A18450,N18500,A18500,N18300,A18300,N19300,A19300,N19700,A19700,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
CA,4,"3,965,790","1,890,370","1,142,590","866,600","2,504,830","8,664,210","3,572,200","83,830","46,500","3,780","33,550","143,146,030","3,965,790","145,256,972","3,440,680","117,478,780","858,010","582,659","376,050","1,171,796","342,330","740,576","361,160","263,720","567,840","7,160,048","352,520","886,769","216,100","2,283,689","510,570","9,069,769","7,440","349,680","1,752,153","458,160","3,026,347","101,320","785,168","871,730","2,110,942","49,110","11,588","10,560","91,613","99,750","432,013","76,040","320,570","318,080","333,987","26,970","49,725","2,900","7,042","814,430","14,447,724","467,650","792,186","312,960","350,083","573,780","2,003,078","811,050","3,440,196","512,880","4,676,619","614,830","1,306,208","3,711,440","68,505,525","3,692,860","8,435,102",910,"4,454","135,810","98,503","1,659,860","1,420,273","79,550","10,677","150,130","88,666","360,340","321,381","425,140","82,070","1,016,810","892,834","22,990","13,798","440,990","1,233,625","214,530","884,933","226,080","964,984","374,520","74,210","3,821,410","15,372,946","922,610","1,913,307","741,520","1,535,324","890,960","1,402,989","279,450","211,242","77,420","61,302","2,903,650","7,014,860","3,176,250","8,387,953",490,904,40,11,"719,990","1,277,883","3,167,060","8,149,659"
CA,5,"2,206,740","919,340","929,690","316,980","1,399,430","4,936,110","1,801,620","23,290","7,970","1,930","13,380","135,643,124","2,206,740","137,591,665","1,882,370","106,105,217","874,070","653,770","387,590","1,514,065","356,070","990,746","561,860","602,073","343,140","4,787,707","357,670","1,338,642","205,060","2,864,830","438,480","11,442,428","7,030","184,180","883,421","375,900","5,367,726","99,940","1,169,367","620,870","1,948,541","72,860","17,920","12,480","145,255","74,720","410,301","65,390","315,372","245,500","264,408","35,970","62,446","3,760","12,144","955,300","19,341,687","729,370","2,112,438","202,060","336,340","746,740","2,750,186","953,870","5,583,404","675,830","6,465,422","785,680","1,953,703","2,187,710","85,156,094","2,179,990","12,125,210","3,960","8,710","51,250","84,448","902,710","1,315,477","103,060","20,514","108,320","63,595","190,860","211,624","108,970","18,256","617,450","942,507","33,010","34,273","248,770","855,827","48,250","198,885","66,220","290,288","109,010","41,277","2,148,660","14,623,656","9,450","2,414","6,900","1,672","125,220","166,809","151,290","120,805","11,870","14,203","2,048,230","10,809,738","2,091,870","11,789,880",520,469,50,12,"595,330","1,504,690","1,555,390","4,179,144"
CA,6,"1,411,400","458,070","796,650","135,320","908,760","3,331,940","1,124,570","7,190","1,440",990,"4,760","122,248,726","1,411,400","123,874,193","1,198,110","92,188,553","748,970","643,593","355,840","1,637,190","329,850","1,113,745","568,400","784,668","248,920","3,949,746","328,520","1,688,059","174,910","3,185,796","345,290","11,652,178","6,600","112,020","532,231","283,310","5,196,168","94,000","1,400,162","399,030","1,625,467","62,320","15,869","13,180","178,026","57,280","357,589","46,870","261,676","119,960","127,324","10,150","17,940","4,190","15,609","909,750","20,490,840","786,710","3,529,749","105,900","238,654","715,330","2,931,240","909,000","7,077,566","649,510","6,871,946","760,700","2,126,348","1,405,750","83,264,449","1,401,300","12,793,790","12,340","24,552","17,100","47,211","591,930","959,358","103,640","25,491","88,680","53,068","131,830","149,599",0,0,"398,130","650,205","32,060","49,240","179,090","702,395","7,880","28,219","19,520","80,982","36,040","21,057","1,384,860","14,508,500",0,0,0,0,"16,300","22,304","100,800","80,400","1,590","2,195","1,381,430","11,834,451","1,389,660","12,645,145",740,593,50,35,"427,030","1,389,905","939,200","3,072,588"
CA,7,"2,213,740","462,420","1,610,600","119,030","1,442,670","5,753,620","1,929,980","4,940","1,140",870,"2,930","303,695,400","2,213,740","307,980,908","1,924,480","226,780,741","1,477,130","1,732,630","831,440","5,080,393","783,110","3,649,372","1,133,360","2,148,779","448,440","10,272,484","788,620","7,255,078","314,650","8,440,986","567,110","25,602,044","14,090","155,600","779,465","422,050","8,894,330","250,530","6,394,630","739,180","4,285,508","118,240","33,008","46,080","838,386","116,870","880,877","97,080","576,190","181,260","188,315","51,190","91,595","13,520","69,693","1,867,350","55,589,541","1,753,920","14,409,646","88,180","280,492","1,555,350","8,186,181","1,866,550","23,759,024","1,409,420","18,180,929","1,629,030","5,878,007","2,209,420","221,346,281","2,205,880","39,268,106","122,680","326,367","11,090","44,380","925,720","1,280,594","278,370","124,462","198,910","117,495","186,890","237,798",0,0,"395,980","517,025","70,570","162,616","333,780","1,652,216",820,"2,793","11,990","49,563","24,880","23,742","2,185,060","42,035,037",0,0,0,0,"4,850","6,896","172,070","148,230",160,298,"2,197,570","37,987,607","2,202,210","39,897,033","23,040","6,792","6,650","2,773","823,300","4,250,578","1,290,600","5,680,789"
CA,8,"788,910","108,400","651,610","23,060","551,790","2,199,310","759,130",530,170,50,310,"225,528,246","788,910","229,765,081","691,050","155,169,469","640,760","1,813,533","489,740","6,100,226","469,310","4,616,345","339,110","1,101,656","189,170","10,309,040","497,590","14,108,106","116,210","5,231,472","167,400","10,041,808","8,080","41,310","225,995","130,730","3,179,594","212,780","16,304,477","261,890","4,236,835","22,820","5,830","52,910","1,620,239","81,540","859,623","19,900","184,268",0,0,0,0,"15,430","168,475","771,770","40,272,745","751,200","16,084,012","14,840","61,373","667,030","5,812,533","771,450","22,386,798","585,120","10,499,976","692,340","4,235,720","787,710","178,205,100","787,830","43,367,848","584,150","3,638,678","1,680","7,821","317,680","634,581","218,140","374,899","85,430","46,178",0,0,0,0,170,135,"28,670","100,536","174,100","1,404,466",0,0,"1,780","8,389","4,410","9,463","779,810","42,421,971",0,0,0,0,0,0,0,0,0,0,"786,980","42,733,504","788,190","45,018,162","362,340","277,880","401,590","444,403","429,640","6,105,214","275,300","2,144,870"
CA,9,"126,400","16,790","104,200","3,620","104,290","359,240","128,710",0,0,0,0,"85,179,997","126,400","86,968,840","106,040","48,061,555","115,980","1,049,117","99,120","3,257,396","95,660","2,471,782","43,130","367,659","31,240","3,639,292","104,810","10,583,839","17,430","1,046,864","19,810","1,166,350","2,350","3,540","20,482","20,980","548,699","64,040","13,926,299","55,200","1,788,843","1,190",293,"15,360","740,927","23,140","312,141","3,660","36,187",0,0,0,0,"6,840","170,098","123,260","13,067,169","120,570","7,386,060","2,120","10,073","112,150","1,659,072","123,190","9,140,372","92,920","2,133,670","113,530","1,696,663","126,130","72,184,895","126,290","21,381,525","80,190","1,189,873",180,980,"74,720","590,183","59,510","462,465","11,130","6,083",0,0,0,0,0,0,"4,340","25,146","38,520","504,108",0,0,190,"1,025",570,"2,159","124,690","20,520,022",0,0,0,0,0,0,0,0,0,0,"126,090","20,792,184","126,320","22,142,903","91,580","291,368","108,180","513,496","73,270","3,340,929","24,350","577,324"
CA,10,"65,850","9,250","52,080","2,010","59,660","184,410","66,530",0,0,0,0,"227,707,569","65,850","230,120,033","53,050","75,268,292","63,670","4,930,554","56,990","12,637,720","55,250","9,646,744","31,220","1,510,870","15,740","3,943,963","59,890","77,295,341","8,310","678,918","9,350","592,430","1,990",970,"5,947","11,370","315,729","45,040","44,402,870","34,030","2,412,464",290,70,"8,480","544,680","14,710","236,318","1,820","18,139",0,0,0,0,"7,960","942,289","64,450","39,214,660","63,590","26,299,992",670,"6,272","59,880","1,844,240","64,430","28,249,599","43,980","1,113,420","60,510","11,263,279","65,680","188,719,167","65,790","59,524,597","17,090","2,162,865",60,359,"47,370","1,871,660","40,890","1,471,610","3,430","2,068",0,0,0,0,0,0,"2,030","19,132","23,430","639,391",0,0,70,391,290,"1,311","65,130","63,358,555",0,0,0,0,0,0,0,0,0,0,"65,720","59,420,489","65,820","61,987,588","46,780","643,725","59,360","2,894,322","28,740","6,327,012","15,370","4,911,587"
CO,0,"2,553,250","1,232,310","989,630","283,730","1,227,730","4,952,470","1,558,040","59,100","37,130","3,700","18,270","179,600,634","2,545,560","182,806,929","2,142,300","123,714,955","760,080","1,856,192","548,340","4,422,726","509,360","3,222,015","438,010","442,218","447,490","6,114,981","516,720","13,835,895","240,610","4,308,687","455,750","11,890,174","28,520","103,240","474,050","298,000","3,977,745","220,470","11,744,412","772,510","3,206,295","59,010","14,544","19,560","390,894","108,000","685,823","56,420","271,269","269,920","286,540","35,950","85,721","16,350","265,858","833,110","20,545,213","732,770","4,819,323","81,500","97,225","742,070","1,904,348","830,320","7,139,648","683,170","6,538,235","682,510","3,487,291","2,047,130","133,027,281","2,029,820","26,618,433","66,520","364,825","21,290","22,682","819,340","1,115,476","169,060","223,325","105,100","54,847","167,640","174,465","120,520","19,949","399,900","506,905","43,270","29,972","360,000","1,088,205","38,490","133,440","37,850","136,903","145,120","32,688","2,410,600","29,948,335","377,440","810,024","315,680","697,373","275,960","386,764","145,950","128,081","21,720","24,237","1,851,290","25,612,915","2,011,230","27,268,972","55,940","106,069","70,500","385,434","595,170","3,357,706","1,820,590","5,127,104"
CO,1,"38,580","23,910","11,750","1,640","24,760","57,510","9,710",360,240,0,120,"-3,987,553","30,900","-3,920,963","10,920","337,902","13,380","199,002","9,700","169,210","8,780","132,330","1,610","5,188","14,290","-155,613","14,020","387,573","2,880","46,462","3,890","53,345","2,420",560,"2,585",50,231,"9,140","-1,072,447","11,350","66,590",160,38,80,"1,583","3,090","15,783",270,"1,240","2,020","2,318","2,320","8,310",130,"4,809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,"3,556",110,"3,443",230,89,110,314,0,0,0,0,20,18,10,17,60,50,0,0,"5,800","14,262","1,240","6,964","1,260","6,056",380,53,"17,490","104,387","4,430","4,130","2,890","2,724","1,810","2,803","2,220","2,075","1,030","1,471",300,"3,243","7,170","20,383",200,361,0,0,"4,130","9,193","14,170","76,924"
CO,2,"329,700","274,210","24,080","26,920","131,640","305,520","65,520","14,080","9,970",330,"3,780","1,723,209","329,700","1,800,805","253,550","1,408,091","44,380","20,376","35,540","45,887","32,240","28,080","3,310","2,080","53,140","193,702","32,780","23,194","12,290","50,394","23,050","102,093","1,680","7,990","20,480",710,"3,418","6,730","-7,781","61,400","77,596",700,137,140,752,"5,090","15,206",930,"2,798","8,920","7,762","7,850","24,866",210,267,"13,680","210,218","4,220","5,374","6,830","2,978","9,630","17,985","13,090","29,197","7,960","61,946","8,180","8,991","40,940","75,793","36,960","7,680",20,99,770,277,"3,230",247,"2,370",74,0,0,490,135,50,11,30,8,10,5,"45,160","34,368","3,700","15,830","3,580","13,962","2,170",238,"277,300","244,890","102,230","105,103","87,520","91,059","29,780","19,525","16,770","14,270","2,890","2,572","36,220","7,434","85,160","43,557",0,0,0,0,"36,440","16,785","254,960","216,200"
CO,3,"504,610","329,520","73,770","91,810","221,470","806,980","257,660","20,570","13,650",680,"6,240","8,727,751","504,610","8,910,907","412,000","6,822,802","72,720","53,874","48,180","107,709","43,650","64,484","11,500","5,905","82,700","735,264","43,530","88,079","30,260","219,167","62,900","651,431","2,900","25,420","108,549","28,460","51,264","13,870","38,647","116,090","183,156","3,500",738,500,"2,613","11,090","36,909","4,180","13,230","34,600","31,234","4,020","10,516",470,941,"38,810","595,419","18,130","20,152","16,560","9,127","28,730","48,144","38,000","87,136","23,900","176,525","26,180","50,179","354,020","2,368,312","347,690","249,825",150,262,"4,990","1,856","103,140","37,256","6,270",292,"4,440","1,494","37,890","21,498","33,680","5,115","25,160","8,350","1,110",252,"71,880","121,260","14,170","46,245","12,260","40,625","56,620","5,641","469,340","1,259,318","152,810","464,871","130,180","409,354","119,880","169,003","34,070","27,706","9,040","8,621","286,300","212,572","346,460","344,467",30,40,0,0,"63,050","65,911","422,510","974,887"
CO,4,"605,290","330,980","159,130","98,820","272,360","1,147,920","386,070","17,350","11,090","1,040","5,220","22,011,602","605,290","22,382,119","528,880","18,053,221","118,860","88,859","74,840","199,130","68,130","126,366","54,400","26,445","83,030","872,403","66,110","204,877","43,040","431,372","92,300","1,575,072","4,690","30,490","147,855","76,230","484,623","25,170","191,658","168,960","370,517","12,940","2,976","1,230","9,403","17,030","71,610","12,140","44,039","80,900","86,460","4,020","8,755","1,140","2,364","114,910","1,721,796","87,580","131,763","22,910","19,714","92,650","142,979","114,260","324,966","86,260","618,292","80,960","177,145","579,980","11,743,829","575,420","1,450,474",150,538,"9,590","7,055","232,300","196,914","17,350","1,323","19,710","10,531","47,800","46,698","67,240","11,675","131,890","121,880","6,200","2,045","65,020","158,845","15,010","48,673","14,040","49,295","57,770","11,354","587,370","2,422,824","116,610","235,568","94,110","193,994","104,940","167,356","31,020","25,945","6,810","8,274","480,240","1,253,560","515,650","1,438,638",70,79,0,0,"108,410","174,724","486,170","1,141,650"
CO,5,"360,400","149,260","167,150","35,520","178,400","764,940","237,640","4,300","1,570",850,"1,880","22,200,132","360,400","22,567,435","310,140","17,102,502","116,980","100,723","76,780","258,660","70,330","167,881","80,240","43,884","59,380","684,486","68,880","308,152","41,010","541,286","82,190","2,089,725","4,300","16,270","78,756","63,770","870,947","26,450","325,001","125,870","367,303","11,690","2,870","1,590","15,421","14,820","75,626","11,480","50,097","58,860","65,160","5,390","10,520","1,460","4,025","144,010","2,423,682","125,800","289,949","15,210","19,702","125,350","213,215","143,660","561,947","119,030","926,174","110,430","280,473","358,530","14,631,060","357,050","2,073,242",390,998,"3,560","6,246","148,230","211,144","22,310","2,813","16,810","8,568","28,170","34,414","19,530","3,131","97,010","152,845","8,680","3,947","45,130","128,020","3,640","13,619","4,410","17,718","17,630","6,569","352,900","2,466,621","1,360",352,990,242,"16,890","23,882","19,310","17,447","1,590","2,771","339,410","1,862,099","346,160","2,015,412",70,60,20,3,"96,090","224,047","256,160","652,149"
CO,6,"237,880","60,760","159,310","14,220","121,460","571,320","174,200","1,410",330,450,630,"20,612,984","237,880","20,929,077","206,150","15,434,443","101,010","98,978","69,700","279,704","64,490","187,748","75,200","46,169","45,700","581,298","63,410","387,778","34,960","604,832","64,260","2,025,035","3,650","9,830","49,159","46,970","833,613","25,000","398,066","87,340","316,093","9,990","2,601","1,720","19,135","11,810","69,872","8,980","43,726","36,220","41,612","1,910","3,507","1,590","4,889","132,390","2,544,065","121,850","389,326","8,720","15,493","120,740","239,392","132,220","687,176","114,360","1,002,496","108,390","325,373","237,350","14,633,541","236,580","2,179,878",780,"1,754","1,250","3,576","108,130","174,700","21,940","3,566","17,350","9,317","22,600","28,046",0,0,"72,060","123,181","7,740","4,540","34,490","109,514",650,"1,947","1,370","5,365","5,760","3,207","234,480","2,435,300",0,0,0,0,"2,040","3,093","14,840","13,736",310,466,"234,180","2,005,178","235,270","2,137,362",80,107,0,0,"72,390","213,726","158,500","486,281"
CO,7,"350,380","49,930","285,710","11,740","187,360","937,720","301,740",930,220,330,380,"47,511,599","350,380","48,263,684","310,420","34,938,760","192,510","250,765","148,150","849,993","139,400","599,214","154,150","121,404","76,270","1,432,690","139,310","1,573,045","55,850","1,455,083","99,020","3,983,286","5,830","10,870","56,710","61,760","1,258,527","59,490","1,685,186","146,330","752,085","17,280","4,506","6,020","91,701","23,990","174,362","14,960","82,709","48,400","51,994","10,420","19,247","4,660","21,646","269,710","6,327,628","258,820","1,387,007","8,610","21,630","252,390","653,383","269,540","2,175,858","236,530","2,403,413","237,340","929,602","350,040","36,523,270","349,470","6,356,329","6,460","17,421",770,"2,959","164,120","211,233","53,490","17,479","35,280","18,865","30,690","43,656",0,0,"73,630","100,544","14,810","11,480","59,350","248,689",80,162,800,"3,224","4,000","3,693","346,690","6,578,165",0,0,0,0,620,"1,102","27,720","26,902",50,62,"348,460","6,145,096","349,020","6,448,240","2,370",670,880,447,"147,000","721,602","187,800","745,783"
CO,8,"104,090","11,080","89,870","2,490","70,720","297,090","103,190",100,60,10,20,"29,452,574","104,090","30,042,238","91,890","18,906,888","79,320","259,768","67,230","936,005","64,650","699,978","47,530","72,655","26,730","1,130,310","69,220","2,382,763","17,200","767,395","24,430","1,226,868","2,250","1,690","9,117","16,330","381,883","39,250","3,159,104","42,440","589,664","2,590",638,"6,020","153,649","15,120","151,614","2,760","25,977",0,0,0,0,"4,020","42,379","98,400","3,688,648","95,620","1,165,591","2,280","7,139","92,450","390,670","98,360","1,619,883","80,300","1,068,994","90,890","648,883","103,970","24,742,807","103,970","5,698,166","51,170","192,527",120,544,"45,600","70,549","32,990","42,091","10,300","5,371",0,0,0,0,60,47,"4,190","5,636","25,370","170,545",0,0,120,554,660,"1,407","102,930","5,585,851",0,0,0,0,0,0,0,0,0,0,"103,880","5,627,669","104,020","5,917,049","39,300","28,691","49,950","62,524","55,980","818,672","35,910","288,741"
CO,9,"15,130","1,770","12,840",380,"12,950","43,350","15,380",0,0,0,0,"10,179,443","15,130","10,397,205","12,590","4,953,455","13,950","147,822","12,000","459,793","11,610","348,868","6,170","29,400","4,230","352,976","12,810","1,537,780","2,180","123,882","2,580","128,500",470,110,728,"2,500","61,097","9,690","2,117,024","8,240","217,762",130,32,"1,580","64,234","3,800","45,998",470,"4,732",0,0,0,0,"1,410","35,542","14,450","1,029,493","14,130","442,281",260,"1,065","13,700","99,299","14,440","555,133","10,590","191,663","13,660","265,782","15,110","9,145,039","15,120","2,618,569","5,740","68,226",20,80,"9,330","53,955","7,720","38,967",960,544,0,0,0,0,0,0,390,"1,139","5,090","53,012",0,0,20,104,80,309,"14,960","2,530,143",0,0,0,0,0,0,0,0,0,0,"15,110","2,564,661","15,130","2,723,966","9,520","28,076","13,140","72,863","8,430","434,731","2,940","78,181"
CO,10,"7,190",900,"6,010",180,"6,620","20,130","6,940",0,0,0,0,"21,168,893","7,190","21,434,422","5,760","5,756,891","6,990","636,025","6,230","1,116,635","6,090","867,066","3,900","89,088","2,020","287,465","6,650","6,942,654",960,"68,814","1,130","54,819",330,20,111,"1,230","32,142","5,680","4,909,954","4,470","265,529",30,8,680,"32,403","2,170","28,843",270,"2,721",0,0,0,0,"1,270","148,996","6,760","2,004,264","6,630","987,880",110,377,"6,420","99,281","6,750","1,098,352","4,230","88,732","6,490","800,863","7,180","19,163,630","7,190","5,980,714","1,540","79,557",0,0,"5,150","159,164","4,640","116,720",250,157,0,0,0,0,0,0,130,928,"2,730","49,690",0,0,0,0,40,217,"7,130","6,320,836",0,0,0,0,0,0,0,0,0,0,"7,190","5,931,403","7,190","6,179,898","4,290","47,985","6,510","249,597","3,270","678,315","1,470","466,308"
CT,0,"1,749,470","861,420","627,970","224,630","948,540","3,214,580","973,970","55,440","30,010",130,"25,300","164,110,851","1,745,060","166,816,967","1,442,780","107,583,742","624,330","2,039,634","464,680","5,878,774","437,030","4,476,071","344,200","669,489","274,450","6,071,316","383,100","15,772,261","202,370","3,815,175","350,920","8,785,918","3,170","133,500","671,208","251,160","3,870,712","106,020","11,937,349","479,150","2,706,116","57,700","14,753","24,740","619,694","57,280","482,691","36,920","186,240","151,800","166,243","23,820","58,501","6,710","117,422","720,200","23,774,226","648,450","8,231,342","57,480","51,956","653,790","4,873,735","718,060","13,599,857","536,240","4,698,412","603,420","3,397,405","1,402,440","124,883,094","1,388,430","29,166,837","99,340","720,145","19,220","23,076","547,440","997,585","137,770","427,851","78,000","41,738","119,660","140,356","70,410","12,345","224,100","264,525","45,370","27,266","233,910","1,043,690","29,590","136,326","31,600","153,260","57,000","13,554","1,652,170","33,589,352","231,640","497,420","196,340","430,267","151,200","184,567","109,000","101,061","12,660","13,666","1,289,060","28,527,573","1,377,520","30,226,236","70,750","224,722","71,800","622,945","355,500","2,316,399","1,289,830","4,821,155"
CT,1,"21,370","14,190","5,370","1,040","14,310","29,480","5,470",360,170,0,180,"-2,357,615","16,970","-2,328,351","5,240","173,255","7,370","46,147","6,630","66,743","6,170","45,670",770,"4,761","7,140","-96,117","8,610","157,960","1,840","46,278","2,290","29,653",240,370,"2,021",40,228,"3,870","-485,254","5,260","29,264",80,19,50,"1,205","1,340","8,380",110,553,890,"1,132","1,070","3,888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,"1,250",70,"1,163",160,57,90,120,0,0,0,0,20,16,10,10,40,37,0,0,"2,960","8,324",720,"5,455",760,"5,302",220,37,"9,550","56,309","2,030","2,114","1,270","1,316",850,"1,320","1,290","1,268",490,705,200,"1,130","3,750","11,944",140,299,0,0,"2,090","4,560","7,680","38,454"
CT,2,"251,460","214,520","13,940","20,220","113,040","205,340","42,810","15,740","8,850",20,"6,870","1,260,468","251,460","1,305,759","186,570","947,733","40,510","17,885","34,640","43,039","32,020","28,341","2,190","1,450","33,680","134,617","28,480","16,717","12,100","44,892","22,420","101,780",180,"11,470","29,765",550,"2,354","2,940","-2,750","39,020","45,291",360,73,90,435,"2,470","8,604",560,"1,849","5,040","4,953","4,030","13,038",100,137,"10,890","180,056","2,520","4,899","6,170","2,796","8,430","48,255","10,350","58,897","5,480","35,902","6,290","5,888","37,380","71,724","32,840","7,419",10,88,840,320,"3,730",440,"2,730",111,0,0,780,287,50,11,50,14,20,5,"30,060","23,028","2,630","14,931","2,650","14,564","1,550",152,"207,600","175,720","67,030","70,525","58,540","60,985","19,620","12,742","9,890","8,562","1,540","1,384","31,770","6,980","63,990","31,399",0,0,0,0,"27,440","12,795","193,120","155,026"
CT,3,"316,110","205,880","37,290","67,390","154,820","475,570","149,400","18,310","10,120",70,"8,130","5,396,660","316,110","5,502,908","246,670","3,989,359","56,590","40,639","39,650","90,988","36,200","59,259","7,510","4,788","45,940","433,312","29,920","59,298","26,790","178,418","49,940","506,891",310,"32,840","131,767","25,770","47,644","5,240","19,095","64,080","106,248","2,190",484,390,"2,538","5,450","20,272","2,640","9,081","18,430","19,062","2,180","5,777",120,162,"32,150","520,289","11,680","14,924","17,040","9,828","25,600","138,658","31,590","173,420","16,710","104,443","21,690","31,305","219,800","1,456,578","215,380","155,055",60,668,"4,710","1,685","64,930","24,261","4,950",311,"3,750","1,183","22,420","13,688","20,960","3,597","15,820","5,162",910,202,"40,440","73,068","10,510","45,996","9,960","44,493","22,980","2,320","292,910","837,060","98,090","302,976","85,380","269,419","73,000","94,836","21,580","18,146","5,280","4,698","175,550","130,795","208,220","209,527",20,18,0,0,"34,780","40,058","267,710","662,391"
CT,4,"363,210","207,130","71,870","73,380","184,000","617,100","185,320","14,240","8,460",30,"5,760","13,270,618","363,210","13,491,717","310,200","10,583,524","85,540","64,573","55,580","158,343","51,250","106,880","37,030","23,995","42,290","537,323","42,010","111,741","33,750","327,892","62,830","988,306",420,"34,530","182,072","57,720","417,997","9,070","72,351","91,610","221,099","7,730","1,809","1,180","9,816","8,450","41,617","7,770","31,445","44,810","51,962","2,570","6,176",280,576,"86,770","1,412,585","63,120","108,025","20,410","17,122","71,480","369,658","86,110","527,552","55,990","346,869","62,920","107,243","351,090","7,286,355","347,960","907,031",100,255,"8,590","6,828","135,040","118,214","11,510",891,"15,460","8,431","33,030","35,612","40,280","7,143","68,600","63,963","5,490","1,676","34,220","98,124","12,400","52,331","12,380","57,066","21,910","4,449","353,060","1,575,055","64,070","121,693","50,850","98,467","49,310","65,000","22,920","20,228","4,350","5,076","299,040","788,820","314,670","899,866",50,41,0,0,"53,520","92,012","302,230","753,057"
CT,5,"238,770","115,710","82,630","32,630","133,450","441,380","120,350","4,390","1,740",20,"2,630","14,740,580","238,770","14,967,337","203,250","11,222,930","90,620","75,483","59,380","216,779","55,020","150,436","64,280","42,857","32,420","452,345","45,160","163,188","31,720","411,658","57,910","1,360,848",460,"19,010","111,577","49,720","762,527","9,710","103,380","73,570","226,757","9,330","2,265","1,550","16,344","6,840","42,818","7,330","34,152","33,620","37,521","4,730","10,402",330,"1,166","118,470","2,124,183","108,900","313,765","7,790","9,455","105,410","553,560","118,320","930,515","86,700","566,477","92,930","172,165","237,000","9,812,894","235,960","1,420,090",320,696,"2,990","6,395","86,250","109,445","15,390","1,494","9,950","5,181","19,020","25,749","9,110","1,584","49,590","71,251","8,530","2,952","25,420","85,899","2,660","14,726","3,740","20,871","6,130","2,364","234,940","1,844,436",420,112,310,80,"6,890","8,611","14,790","14,355",820,"1,446","228,470","1,310,646","231,570","1,410,239",40,48,10,4,"50,130","116,643","182,810","532,028"
CT,6,"165,950","51,850","95,250","15,070","97,950","364,120","103,030","1,450",410,0,"1,040","14,399,853","165,950","14,599,398","142,970","10,689,106","81,170","77,350","55,810","240,879","52,210","171,042","63,830","45,199","27,320","445,761","43,250","206,320","27,330","456,764","47,610","1,380,820",420,"13,480","76,232","39,780","783,890","9,840","134,536","51,550","199,545","9,450","2,410","1,800","21,974","5,630","39,540","5,610","29,309","17,810","19,250","1,250","2,619",430,"1,408","112,620","2,325,688","108,570","454,648","2,850","4,734","103,950","601,604","112,540","1,121,956","87,690","636,849","93,850","195,762","165,270","10,077,102","164,690","1,537,864","1,100","1,574","1,180","4,035","69,680","98,529","15,880","2,279","9,830","5,289","16,080","22,532",0,0,"40,930","62,937","8,030","3,508","21,730","84,001",600,"2,683","1,310","6,794","2,160","1,284","164,200","1,882,453",0,0,0,0,"1,180","1,584","12,310","11,965",170,330,"163,320","1,439,335","164,050","1,536,358",70,58,0,0,"38,730","115,915","121,940","439,627"
CT,7,"271,190","40,910","215,920","11,600","162,830","717,050","230,040",880,230,0,650,"37,172,153","271,190","37,742,685","241,000","27,919,834","163,790","193,793","123,900","754,576","117,540","561,054","119,940","103,845","54,470","1,328,940","100,640","846,353","47,570","1,214,081","80,540","3,012,758",750,"18,020","109,948","57,560","1,314,543","26,390","636,057","105,300","570,532","23,050","6,267","6,900","110,600","12,190","106,498","10,620","59,012","31,210","32,363","7,990","16,601","1,500","7,932","239,670","6,341,852","235,290","1,713,427","2,460","5,387","225,830","1,574,735","239,550","3,457,182","192,840","1,656,978","213,400","564,366","270,650","27,640,578","270,090","4,821,923","13,290","29,455",690,"3,318","127,180","153,109","40,310","11,376","27,490","15,331","28,300","42,472",0,0,"49,050","61,152","16,770","10,439","45,090","232,937",60,204,720,"3,692","1,600","1,566","269,250","5,416,014",0,0,0,0,340,474,"26,220","26,537",20,27,"269,500","4,673,355","269,940","4,942,955","2,220",739,690,298,"86,170","391,302","173,200","787,103"
CT,8,"92,570","8,890","80,220","2,640","63,490","272,100","99,390",80,40,0,40,"26,774,251","92,570","27,391,329","82,250","18,768,826","71,750","190,386","63,680","921,762","61,740","718,167","35,100","70,800","23,810","1,534,935","59,440","1,415,078","17,030","803,477","22,620","1,119,441",280,"3,360","24,466","16,060","426,679","22,960","1,712,931","34,860","617,078","5,110","1,326","8,120","232,320","9,420","117,479","1,770","16,051",0,0,0,0,"1,770","16,436","91,150","4,221,946","90,080","1,583,008",650,"1,955","85,730","928,025","91,120","2,591,048","70,440","920,549","84,920","440,536","92,450","21,698,120","92,440","5,289,892","72,800","416,892",80,438,"40,850","48,142","29,480","31,240","9,720","5,249",0,0,0,0,20,9,"4,750","4,703","23,760","218,812",0,0,70,478,370,873,"91,940","5,392,648",0,0,0,0,0,0,0,0,0,0,"92,400","5,241,760","92,500","5,568,137","44,760","37,022","45,820","47,464","48,020","590,251","34,380","256,827"
